법인등록번호,회사명,종목코드,KSIC,A대분류,A세분류,B1주업종,B1_2단,B1_3단,밸류체인,가치사슬단계,묶음노드,모수계층,매출액,매출기준,종업원수,상장,출처,기업집단명들
1345140003989,(유)가승개발,,R9112,,,,,,,,,모수밖,0,2025 개별(공정위),3,,공정위,지에스|카카오
1101140038535,(유)더이로운파트너스,,K64209,,,,,,금융,,,모수밖,0,2025 개별(공정위),2,,공정위+DART(지주보정),오리온
1101150003008,(유)로터스원,,K6499,,,,,,금융,,,모수밖,0,2025 개별(공정위),0,,공정위,효성
1754140000582,(유)문경가온태양광발전,,D3511,서비스,시설·자산운영,에너지·자원·환경,,,신재생에너지,,,T2,249,2025 개별(공정위),1,,공정위,엘에스
1311140001688,(유)분필,,R9019,,,,,,,,,모수밖,0,2025 개별(공정위),1,,공정위,네이버
1760140002014,(유)빌드윈인동태양광발전,,D3511,서비스,시설·자산운영,에너지·자원·환경,,,신재생에너지,,,T2,453,2025 개별(공정위),0,,공정위,엘에스
1101140066884,(유)사조씨피케이,,C1052,제조,완제품제조,식품·음료,,,농식품,4,,T2,"382,827",2025 개별(공정위),305,,공정위,사조
1101140280278,(유)스튜디오제이앤에스,,J5911,서비스,콘텐츠·SW,미디어·광고·영상,,,콘텐츠·미디어,,,T2,50,2025 개별(공정위),0,,공정위,중앙
1101140036268,(유)씨엑스케이,,J6202,서비스,인적서비스,소프트웨어·IT,,,통신·데이터,,,T2,170,2025 개별(공정위),6,,공정위,다우키움
1311140010696,(유)엑셀로이콰인알앤디센터,,R9113,서비스,시설·자산운영,레저·숙박·스포츠,,,,,,T2,"1,612",2025 개별(공정위),5,,공정위,하림
1314140002198,(유)엠와이지,,K6499,,,,,,금융,,,모수밖,0,2025 개별(공정위),1,,공정위,영풍
1101140350211,(유)와이에이치에이치홀딩스,,K64209,,,,,,금융,,,모수밖,0,2025 개별(공정위),1,,공정위+DART(지주보정),한솔
1314140001931,(유)와이피씨,,K6499,,,,,,금융,,,모수밖,0,2025 개별(공정위),1,,공정위,영풍
1101140037375,(유)이터너리,,M7153,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,네이버
1101140037377,(유)이터비아,,M7153,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,네이버
1101140280418,(유)재벌집막내아들문화산업전문회사,,J5911,서비스,콘텐츠·SW,미디어·광고·영상,,,콘텐츠·미디어,,,T2,711,2025 개별(공정위),0,,공정위,중앙
2101140156121,(유)전주가온태양광발전,,D3511,서비스,시설·자산운영,에너지·자원·환경,,,신재생에너지,,,T2,579,2025 개별(공정위),1,,공정위,엘에스
1101140205078,(유)제이씨엔,,J5911,서비스,콘텐츠·SW,미디어·광고·영상,,,콘텐츠·미디어,,,T2,"1,627",2025 개별(공정위),0,,공정위,중앙
1101140342862,(유)제이앤케이에스,,L6821,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,중흥건설
1311140003568,(유)지음,,M7153,서비스,인적서비스,전문서비스,,,,,,T2,64,2025 개별(공정위),7,,공정위,네이버
1101140288230,(유)티엔에이엠,,K6499,서비스,지주·투자,다품목·범용,,,금융,,Y,T2,46,2025 개별(공정위),0,,공정위,토스
1101140288371,(유)편안한이동1,,H4923,서비스,운송·보관,육상운송,,,유통·물류,,,T2,"9,253",2025 개별(공정위),5,,공정위,토스
1101140304755,(유)편안한이동2,,H4923,서비스,운송·보관,육상운송,,,유통·물류,,,T2,"9,224",2025 개별(공정위),5,,공정위,토스
1801140004283,(유)해운대미디어플러스,,M7139,,,,,,,,,모수밖,0,2025 개별(공정위),1,,공정위,태영
1101140029981,(유)호라이즌,,N7599,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,원익
1601110398746,(주) 성경식품,,C1022,제조,완제품제조,식품·음료,,,농식품,4,,T2,"131,769",2025 개별(공정위),10,,공정위,삼천리
1601110472657,(주) 성경식품제2공장,,C1022,제조,완제품제조,식품·음료,,,농식품,4,,T2,"2,144",2025 개별(공정위),0,,공정위,삼천리
1101119168405,(주)가진에이케이엠,,M7153,서비스,인적서비스,전문서비스,,,,,,T2,70,2025 개별(공정위),0,,공정위,지에스
1345110075254,(주)강남역1307피에프브이,,L6812,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,케이티
1401110000246,(주)강원일보,,J5812,서비스,콘텐츠·SW,미디어·광고·영상,,,콘텐츠·미디어,,,T2,"26,615",2025 개별(공정위),146,,공정위,DB
1401110054920,(주)강원학교태양광,,D3511,서비스,시설·자산운영,에너지·자원·환경,,,신재생에너지,,,T2,"6,886",2025 개별(공정위),0,,공정위,금호석유화학
1301110008771,(주)갤럭시아에스엠,011420,R9129,서비스,시설·자산운영,레저·숙박·스포츠,,,,,,T2,"40,344",2025 개별(공정위),59,Y,공정위,효성
1101116380549,(주)게티이미지코리아,,M7390,서비스,인적서비스,전문서비스,,,,,,T2,"16,330",2025 개별(공정위),85,,공정위,다우키움
1345110262242,(주)경기용인테크노밸리,,L6812,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,한화
1313110232193,(주)경기평택글로벌,,L6812,서비스,시설·자산운영,부동산·임대,,,,,,T2,"61,222",2025 개별(공정위),2,,공정위,지에스
1101110633051,(주)경우,,G4610,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,하림
1348110685612,(주)고덕어반브릿지피에프브이,,L6812,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,대명화학
1801110734889,(주)고려에스엠,,H5292,서비스,운송·보관,창고·물류,,,유통·물류,,,T2,"6,941",2025 개별(공정위),24,,공정위,고려에이치씨
1101115031010,(주)고려에이치씨,,K6499,서비스,지주·투자,다품목·범용,,,금융,,Y,T2,"137,482",2025 개별(공정위),7,,공정위,고려에이치씨
1346110027454,(주)고려에프앤에프,,C1083,제조,완제품제조,식품·음료,,,농식품,4,,T2,"34,868",2025 개별(공정위),46,,공정위,대명화학
1801110015304,(주)고려저축은행,,K6413,서비스,금융,은행업,,,금융,,,T2,"147,618",2025 개별(공정위),166,,공정위,태광
1341110575239,(주)고운누리,,G4721,유통,소매,식품·음료,,,최종소비재,,,T2,487,2025 개별(공정위),14,,공정위,엘지
1244110257172,(주)고촌복합개발자산관리,,L6812,서비스,시설·자산운영,부동산·임대,,,,,,T2,6,2025 개별(공정위),0,,공정위,중흥건설
1101115974442,(주)골든시즈코퍼레이션,,M7131,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,롯데
1101118657243,(주)골든플라넷,,L6822,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,롯데
1101118787727,(주)골든피쉬크리에이티브,,G4610,유통,도매·상사,다품목·범용,,,,,,T2,535,2025 개별(공정위),1,,공정위,대명화학
1101115657519,(주)공영홈쇼핑,,G4791,유통,소매,다품목·범용,이커머스,,최종소비재,,,T2,"188,283",2025 개별(공정위),392,,공정위,농협
1101116847896,(주)과천상상피에프브이,,L6812,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,케이티앤지
1101117427390,(주)광명문화복합단지자산관리,,L6821,서비스,인적서비스,부동산·임대,,,,,,T2,455,2025 개별(공정위),2,,공정위,에이치디씨
1101110208931,(주)광영토건,,F4111,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,"11,946",2025 개별(공정위),39,,공정위,부영
2001110054795,(주)광주신세계,037710,G4711,유통,소매,다품목·범용,,,최종소비재,,,T2,"184,211",2025 개별(공정위),167,Y,공정위,신세계
2011110044612,(주)광주일보사,,J5812,서비스,콘텐츠·SW,미디어·광고·영상,,,콘텐츠·미디어,,,T2,"6,629",2025 개별(공정위),86,,공정위,효성
1101110286058,(주)교보문고,,G4761,유통,소매,레저·숙박·스포츠,,,최종소비재,,,T2,"983,470",2025 개별(공정위),"1,244",,공정위,교보생명보험
1341110535944,(주)군포복합개발피에프브이,,L6812,서비스,시설·자산운영,부동산·임대,,,,,,T2,"273,877",2025 개별(공정위),0,,공정위,태영
1101117542065,(주)굿닥,,J5822,서비스,콘텐츠·SW,소프트웨어·IT,,,콘텐츠·미디어,,,T2,981,2025 개별(공정위),44,,공정위,원익
1101118076302,(주)그로들,,J6399,서비스,플랫폼·중개,소프트웨어·IT,,,통신·데이터,,,T2,"1,364",2025 개별(공정위),17,,공정위,한화
2841110383508,(주)그린가스솔루션이앤씨,,F4220,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,"24,018",2025 개별(공정위),42,Y,공정위,엘에스
2301110286144,(주)그린누리,,N7421,서비스,인적서비스,사업지원서비스,,,,,,T2,"4,940",2025 개별(공정위),100,,공정위,엘엑스
1649110021462,(주)그린산업,,S9691,서비스,인적서비스,사업지원서비스,,,,,,T2,"1,557",2025 개별(공정위),24,,공정위,호반
1311110246536,(주)그린웹서비스,,J6312,서비스,플랫폼·중개,소프트웨어·IT,,,통신·데이터,,,T2,"51,193",2025 개별(공정위),618,,공정위,네이버
1101114236520,(주)그린카,,N7611,서비스,시설·자산운영,기계·운송기기,완성차·부품,,자동차,,,T2,"73,196",2025 개별(공정위),145,,공정위,롯데
1301110125152,(주)그린텍남양,,E3832,,,,,,신재생에너지,,,모수밖,0,2025 개별(공정위),0,,공정위,삼천리
1101116925171,(주)그린파트너즈,,N7599,서비스,인적서비스,사업지원서비스,,,,,,T2,"9,124",2025 개별(공정위),163,,공정위,아모레퍼시픽
1311110558519,(주)글라이드,,G4791,유통,소매,다품목·범용,이커머스,,최종소비재,,,T2,891,2025 개별(공정위),4,,공정위,하림
1101115740645,(주)글라인,,R9019,서비스,인적서비스,음악·공연·엔터,,,,,,T2,"5,646",2025 개별(공정위),6,,공정위,카카오
1101116278364,(주)글앤그림미디어,,J5911,서비스,콘텐츠·SW,미디어·광고·영상,,,콘텐츠·미디어,,,T2,20,2025 개별(공정위),12,,공정위,카카오
1312110001433,(주)금강레저,,R9112,서비스,시설·자산운영,레저·숙박·스포츠,,,,,,T2,"17,080",2025 개별(공정위),37,,공정위,케이씨씨
1101118321517,(주)기브릿지,,J6202,서비스,인적서비스,소프트웨어·IT,,,통신·데이터,,,T2,35,2025 개별(공정위),2,,공정위,코오롱
1101116404828,(주)길픽쳐스,,J5911,,,,,,콘텐츠·미디어,,,모수밖,0,2025 개별(공정위),6,,공정위,씨제이
1955110120447,(주)김해테크노밸리,,L6812,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,한화
1101112309840,(주)나노이닉스,,C2049,제조,소재제조,화학·소재,정밀·기능화학,,,2,,T2,"5,152",2025 개별(공정위),28,,공정위,원익
1760110075546,(주)나눔누리,,N7421,서비스,인적서비스,사업지원서비스,,,,,,T2,"28,378",2025 개별(공정위),635,,공정위,엘지
1101119096218,(주)나우뉴스,,J6391,,,,,,통신·데이터,,,모수밖,0,2025 개별(공정위),0,,공정위,호반
1101110932758,(주)나인비스튜디오,,J5821,,,,,,콘텐츠·미디어,,,모수밖,0,2025 개별(공정위),0,,공정위,크래프톤
1311110076513,(주)나잇나잇,,G4721,유통,소매,식품·음료,,,최종소비재,,,T2,159,2025 개별(공정위),0,,공정위,대명화학
1101118095964,(주)나진,,L6812,서비스,시설·자산운영,부동산·임대,,,,,,T2,9,2025 개별(공정위),0,,공정위,SM
2001110223895,(주)남도일보,,J5812,서비스,콘텐츠·SW,미디어·광고·영상,,,콘텐츠·미디어,,,T2,"4,509",2025 개별(공정위),57,,공정위,중흥건설
1101117158391,(주)남부공원,,J5911,서비스,콘텐츠·SW,미디어·광고·영상,,,콘텐츠·미디어,,,T2,162,2025 개별(공정위),0,,공정위,씨제이
1701110005042,(주)남선알미늄,008350,C2422,제조,소재제조,금속,비철금속,압연·압출,,2,,T2,"257,676",2025 개별(공정위),514,Y,공정위,SM
1701110706393,(주)남선홀딩스,,M7390,서비스,인적서비스,전문서비스,,,,,,T2,"5,781",2025 개별(공정위),0,,공정위,SM
1152110020144,(주)남양개발,,F4111,,,,,,건설·인프라,,,모수밖,0,2025 개별(공정위),4,,공정위,부영
1101112516487,(주)남영자동차매매상사,,L6811,서비스,시설·자산운영,부동산·임대,,,자동차,,,T2,490,2025 개별(공정위),1,,공정위,효성
1101112207268,(주)네오플,,J5821,서비스,콘텐츠·SW,게임,,,콘텐츠·미디어,,,T2,"1,072,672",2025 개별(공정위),"1,522",,공정위,넥슨
2844110136985,(주)네이처페이지,,G4649,유통,도매·상사,생활용품·가구,,,,,,T2,2,2025 개별(공정위),0,,공정위,롯데
1101117946910,(주)넥스트씬,,J5911,서비스,콘텐츠·SW,미디어·광고·영상,,,콘텐츠·미디어,,,T2,220,2025 개별(공정위),2,,공정위,씨제이
1101116940749,(주)넥스트앤바이오,,M7011,서비스,인적서비스,의약·바이오,,,바이오·제약,,,T2,"1,116",2025 개별(공정위),30,,공정위,한국콜마
1311110493434,(주)넥스포쏠라,,D3511,서비스,시설·자산운영,에너지·자원·환경,,,신재생에너지,,,T2,"1,575",2025 개별(공정위),1,,공정위,엘에스
1311110493426,(주)넥스포에너지,,D3511,서비스,시설·자산운영,에너지·자원·환경,,,신재생에너지,,,T2,"1,711",2025 개별(공정위),1,,공정위,엘에스
1101115781277,(주)넥슨게임즈,225570,J5821,서비스,콘텐츠·SW,게임,,,콘텐츠·미디어,,,T2,"174,437",2025 개별(공정위),"1,729",Y,공정위,넥슨
1101111122392,(주)넥슨네트웍스,,N7599,서비스,인적서비스,사업지원서비스,,,,,,T2,"66,392",2025 개별(공정위),543,,공정위,넥슨
1311110349249,(주)넥슨스페이스,,N7410,서비스,인적서비스,사업지원서비스,,,,,,T2,"34,505",2025 개별(공정위),48,,공정위,넥슨
1311110078075,(주)넥슨에이치큐,,M7153,,,,,,,,,모수밖,0,2025 개별(공정위),60,,공정위,넥슨
1311110689504,(주)넥슨유니버스,,J5822,서비스,콘텐츠·SW,소프트웨어·IT,,,콘텐츠·미디어,,,T2,"3,533",2025 개별(공정위),88,,공정위,넥슨
1801110777483,(주)넥슨커뮤니케이션즈,,N7599,서비스,인적서비스,사업지원서비스,,,,,,T2,"6,666",2025 개별(공정위),76,,공정위,넥슨
1101113320241,(주)넥슨코리아,,J5821,서비스,콘텐츠·SW,게임,,,콘텐츠·미디어,,,T2,"3,105,882",2025 개별(공정위),"4,416",,공정위,넥슨
1101115671171,(주)넵튠,217270,J5821,서비스,콘텐츠·SW,게임,,,콘텐츠·미디어,,,T2,"30,182",2025 개별(공정위),128,Y,공정위,크래프톤
1101110057574,(주)농심,004370,C1082,제조,완제품제조,식품·음료,,,농식품,4,,T2,"2,734,714",2025 개별(공정위),"5,558",Y,공정위,농심
1648110051396,(주)농심미분,,C1051,제조,완제품제조,식품·음료,,,농식품,4,,T2,"18,256",2025 개별(공정위),38,,공정위,농심
1801110607482,(주)농심캐피탈,,K6491,서비스,금융,여신전문금융업,,,금융,,,T2,"41,311",2025 개별(공정위),19,,공정위,농심
1101112819005,(주)농심홀딩스,072710,K6499,서비스,지주·투자,다품목·범용,,,금융,,Y,T2,"31,721",2025 개별(공정위),13,Y,공정위,농심
1101110753750,(주)농협네트웍스,,F4112,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,"530,654",2025 개별(공정위),311,,공정위,농협
1101113499567,(주)농협목우촌,,C1012,제조,완제품제조,식품·음료,,,농식품,4,,T2,"688,540",2025 개별(공정위),457,,공정위,농협
1101113045039,(주)농협물류,,H4930,서비스,운송·보관,육상운송,,,유통·물류,,,T2,"604,493",2025 개별(공정위),282,,공정위,농협
1101112600313,(주)농협사료,,C1090,제조,완제품제조,식품·음료,,,농식품,4,,T2,"1,771,315",2025 개별(공정위),778,,공정위,농협
1101111141566,(주)농협유통,,G4711,유통,소매,다품목·범용,,,최종소비재,,,T2,"1,394,445",2025 개별(공정위),"2,255",,공정위,농협
1101113455527,(주)농협정보시스템,,J6201,서비스,인적서비스,소프트웨어·IT,,,통신·데이터,,,T2,"327,980",2025 개별(공정위),625,,공정위,농협
1101110005812,(주)농협케미컬,,C2032,제조,완제품제조,화학·소재,농화학,,,4,,T2,"238,494",2025 개별(공정위),435,,공정위,농협
1101112126351,(주)농협파트너스,,N7512,서비스,인적서비스,고용·인력,,,,,,T2,"257,392",2025 개별(공정위),"6,263",,공정위,농협
1101115653666,(주)농협하나로유통,,G4711,유통,소매,다품목·범용,,,최종소비재,,,T2,"1,180,411",2025 개별(공정위),"1,887",,공정위,농협
1544110011077,(주)농협홍삼,,C1089,제조,완제품제조,식품·음료,,,농식품,4,,T2,"62,840",2025 개별(공정위),69,,공정위,농협
1101110989222,(주)뉴데이즈,,J5911,서비스,콘텐츠·SW,미디어·광고·영상,,,콘텐츠·미디어,,,T2,126,2025 개별(공정위),0,,공정위,오케이금융그룹
1801111119668,(주)니티드,,G4741,유통,소매,의류·패션,,,최종소비재,,,T2,"4,522",2025 개별(공정위),10,,공정위,대명화학
1311110338755,(주)님블뉴런,,J5821,서비스,콘텐츠·SW,게임,,,콘텐츠·미디어,,,T2,"26,022",2025 개별(공정위),130,,공정위,크래프톤
1101117706877,(주)다다엠앤씨,,G4680,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,씨제이
1101113847097,(주)다보중앙,,M7153,서비스,인적서비스,전문서비스,,,,,,T2,"5,314",2025 개별(공정위),0,,공정위,중앙
1101115485746,(주)다온크리에이티브,,J5819,서비스,콘텐츠·SW,미디어·광고·영상,,,콘텐츠·미디어,,,T2,"23,601",2025 개별(공정위),81,,공정위,카카오
1501110326616,(주)다올데이터센터1호피에프브이,,L6812,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,신영
1101110414758,(주)다우기술,023590,J6312,서비스,플랫폼·중개,소프트웨어·IT,,,통신·데이터,,,T2,"357,361",2025 개별(공정위),753,Y,공정위,다우키움
1101110863484,(주)다우데이타,032190,G4651,유통,도매·상사,전자·정밀,,,,,,T2,"238,352",2025 개별(공정위),233,Y,공정위,다우키움
2001110335682,(주)다원개발,,L6812,,,,,,,,,모수밖,0,2025 개별(공정위),5,,공정위,중흥건설
1942110177081,(주)다현테크,,C2922,제조,완제품제조,기계·운송기기,생산장비,,,4,,T2,"13,605",2025 개별(공정위),41,,공정위,DN
1546110016172,(주)단양사계절리조트,,L6812,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,원익
2001110044704,(주)대광건설,,L6812,서비스,시설·자산운영,부동산·임대,,,,,,T2,1,2025 개별(공정위),4,,공정위,대광
2001110160633,(주)대광건영,,F4111,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,"728,180",2025 개별(공정위),338,,공정위,대광
1358110222786,(주)대광에이엠씨,,L6812,서비스,시설·자산운영,부동산·임대,,,,,,T2,"4,634",2025 개별(공정위),10,,공정위,대광
1358110085340,(주)대광이엔씨,,F4111,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,"5,333",2025 개별(공정위),7,,공정위,대광
1101110138572,(주)대농,,C1310,제조,소재제조,의류·패션,,,,2,,T2,"45,340",2025 개별(공정위),30,,공정위,신영
1101118468640,(주)대농어패럴,,C1419,제조,완제품제조,의류·패션,,,최종소비재,4,,T2,"81,685",2025 개별(공정위),44,,공정위,신영
1101113878266,(주)대농텍스타일,,C1330,제조,소재제조,의류·패션,,,,2,,T2,"41,753",2025 개별(공정위),32,,공정위,신영
1101111081093,(주)대림,,G4673,유통,도매·상사,화학·소재,,,,,,T2,"1,445,010",2025 개별(공정위),450,,공정위,DL
1452110031195,(주)대명건설,,F4111,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,"280,662",2025 개별(공정위),145,,공정위,소노인터내셔널
1101111898159,(주)대명화학,,M7153,서비스,인적서비스,전문서비스,,,,,,T2,"118,512",2025 개별(공정위),114,,공정위,대명화학
1101110381626,(주)대신경제연구소,,M7160,서비스,인적서비스,전문서비스,,,,,,T2,"5,823",2025 개별(공정위),45,,공정위,대신
1101114663426,(주)대신저축은행,,K6413,서비스,금융,은행업,,,금융,,,T2,"135,309",2025 개별(공정위),175,,공정위,대신
1101115706259,(주)대신피플앤피플,,L6821,,,,,,,,,모수밖,0,2025 개별(공정위),1,,공정위,BS
1101112137895,(주)대우건설,047040,F4111,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,"7,168,595",2025 개별(공정위),"5,248",Y,공정위,중흥건설
1543110016706,(주)대우에스티,,F4213,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,"336,067",2025 개별(공정위),695,,공정위,중흥건설
2001110198361,(주)대일시스템,,G4731,유통,소매,전자·정밀,전자기기·모듈,,최종소비재,,,T2,563,2025 개별(공정위),1,,공정위,대방건설
1101117975240,(주)대전문화피에프브이,,L6811,서비스,시설·자산운영,부동산·임대,,,,,,T2,"4,458",2025 개별(공정위),1,,공정위,DL
1601110424864,(주)대전신세계,,G4711,유통,소매,다품목·범용,,,최종소비재,,,T2,"192,529",2025 개별(공정위),153,,공정위,신세계
1244110284620,(주)대전역세권개발피에프브이,,L6812,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,한화
1801110007103,(주)대주실업,,H4930,서비스,운송·보관,육상운송,,,유통·물류,,,T2,"2,728",2025 개별(공정위),3,,공정위,농심
1101110671522,(주)대한송유관공사,,H4950,서비스,운송·보관,육상운송,,,유통·물류,,,T2,"203,080",2025 개별(공정위),346,,공정위,에스케이
2001110000764,(주)대한저축은행,,K6413,서비스,금융,은행업,,,금융,,,T2,"39,075",2025 개별(공정위),37,,공정위,대광
1101110108484,(주)대한항공,003490,H5110,서비스,운송·보관,항공운송,,,유통·물류,,,T2,"16,501,852",2025 개별(공정위),"18,910",Y,공정위,한진
1101116707800,(주)대홍기획,,M7131,서비스,인적서비스,미디어·광고·영상,,,,,,T2,"274,326",2025 개별(공정위),414,,공정위,롯데
1101118991865,(주)더금융서비스,,K6620,서비스,금융,보험업,,,금융,,,T2,"56,320",2025 개별(공정위),27,,공정위,대명화학
1101114596528,(주)더블에셋자기관리부동산투자회사,,L6812,서비스,시설·자산운영,부동산·임대,,,,,,T2,253,2025 개별(공정위),0,,공정위,라인
1101115419828,(주)더블유앤파트너스,,G4791,유통,소매,다품목·범용,이커머스,,최종소비재,,,T2,1,2025 개별(공정위),1,,공정위,반도홀딩스
1101118988622,(주)더블유엔제이홀딩스,,L6811,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,일진글로벌
1101117980570,(주)더블유엠엠스튜디오스,,C1419,제조,완제품제조,의류·패션,,,최종소비재,4,,T2,598,2025 개별(공정위),2,,공정위,대명화학
1101113843673,(주)더블유제이노체앤코,,S9699,서비스,인적서비스,사업지원서비스,,,,,,T2,"51,923",2025 개별(공정위),101,,공정위,웅진
1101110924373,(주)더블유제이라이프,,N7599,서비스,인적서비스,사업지원서비스,,,,,,T2,"23,748",2025 개별(공정위),1,,공정위,웅진
1101110923669,(주)더블유제이라이프홀딩스,,N7599,,,,,,,,,모수밖,0,2025 개별(공정위),1,,공정위,웅진
1101113979006,(주)더블유컨셉코리아,,G4791,유통,소매,다품목·범용,이커머스,,최종소비재,,,T2,"118,915",2025 개별(공정위),230,,공정위,신세계
2042110000247,(주)더블저축은행,,K6413,서비스,금융,은행업,,,금융,,,T2,"33,367",2025 개별(공정위),0,,공정위,라인
1101118334081,(주)더블캐피탈,,K6491,서비스,금융,여신전문금융업,,,금융,,,T2,"2,143",2025 개별(공정위),10,,공정위,라인
2001110261952,(주)더블파이낸스대부,,K6491,서비스,금융,여신전문금융업,,,금융,,,T2,239,2025 개별(공정위),0,,공정위,라인
1101117842796,(주)더스카이케이,,J6022,서비스,시설·자산운영,미디어·광고·영상,,,콘텐츠·미디어,,,T2,"11,004",2025 개별(공정위),15,,공정위,케이티
2001110362320,(주)더원건설,,F4111,,,,,,건설·인프라,,,모수밖,0,2025 개별(공정위),1,,공정위,라인
1801110624428,(주)더유니콘,,F4112,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,"1,996",2025 개별(공정위),3,,공정위,반도홀딩스
1101119024102,(주)더케이구조화제1호위탁관리부동산투자회사,,L6811,서비스,시설·자산운영,부동산·임대,,,,,,T2,"22,077",2025 개별(공정위),2,,공정위,한국교직원공제회
2201110044099,(주)더클래식씨씨,,R9112,서비스,시설·자산운영,레저·숙박·스포츠,,,,,,T2,"4,337",2025 개별(공정위),29,,공정위,부영
1101116194528,(주)더프라자,,J5822,서비스,콘텐츠·SW,소프트웨어·IT,,,콘텐츠·미디어,,,T2,"4,354",2025 개별(공정위),56,,공정위,사조
2001110717195,(주)더현대광주,,G4711,,,,,,최종소비재,,,모수밖,0,2025 개별(공정위),0,,공정위,현대백화점
1311110360948,(주)덕원이앤씨,,L6812,서비스,시설·자산운영,부동산·임대,,,,,,T2,"66,880",2025 개별(공정위),10,,공정위,대광
1101117586039,(주)데브캣,,J5821,서비스,콘텐츠·SW,게임,,,콘텐츠·미디어,,,T2,"120,069",2025 개별(공정위),267,,공정위,넥슨
1101112293035,(주)데이지파트너스,,J6399,서비스,플랫폼·중개,소프트웨어·IT,,,통신·데이터,,,T2,"5,880",2025 개별(공정위),3,,공정위,에코프로
1101112234683,(주)데이콤크로싱,,J6121,서비스,시설·자산운영,통신·네트워크,,,통신·데이터,,,T2,"44,019",2025 개별(공정위),18,,공정위,엘지
1311110651214,(주)도시개발에덴,,L6812,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,라인
1101115652303,(주)돌고래유괴단,,M7131,서비스,인적서비스,미디어·광고·영상,,,,,,T2,"16,731",2025 개별(공정위),40,,공정위,카카오
1101114251932,(주)동광주택,,F4111,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,"25,353",2025 개별(공정위),130,,공정위,부영
1746110002309,(주)동림,,E3832,,,,,,신재생에너지,,,모수밖,0,2025 개별(공정위),2,,공정위,유진
2149110025554,(주)동림,,F4112,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,"18,421",2025 개별(공정위),16,,공정위,하림
1101110005333,(주)동양,001520,C2332,제조,소재제조,화학·소재,건축소재,,,2,,T2,"534,843",2025 개별(공정위),483,Y,공정위,유진
2001110727996,(주)동양가평개발,,F4111,,,,,,건설·인프라,,,모수밖,0,2025 개별(공정위),0,,공정위,라인
2001110376652,(주)동양개발산업,,L6812,서비스,시설·자산운영,부동산·임대,,,,,,T2,825,2025 개별(공정위),8,,공정위,라인
1101110004038,(주)동양건설산업,005900,F4111,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,"156,697",2025 개별(공정위),231,Y,공정위,라인
2001110184576,(주)동양건축사사무소,,M7211,서비스,인적서비스,전문서비스,,,,,,T2,442,2025 개별(공정위),1,,공정위,라인
1650110061556,(주)동양관광레저,,R9112,서비스,시설·자산운영,레저·숙박·스포츠,,,,,,T2,"19,542",2025 개별(공정위),5,,공정위,라인
2001110473713,(주)동양동탄주택,,F4111,건설,시공·건설,건설·시공,,,건설·인프라,5,,T2,84,2025 개별(공정위),9,,공정위,라인
1446110021131,(주)동양시멘트,,C2331,,,,,,,,,모수밖,0,2025 개별(공정위),0,,공정위,삼표
1313110069851,(주)동양에너지,,D3511,서비스,시설·자산운영,에너지·자원·환경,,,신재생에너지,,,T2,"3,877",2025 개별(공정위),8,,공정위,라인
1101114835794,(주)동양에너지,,D3511,,,,,,신재생에너지,,,모수밖,0,2025 개별(공정위),0,,공정위,유진
1101117071824,(주)동양엘앤씨,,F4249,,,,,,건설·인프라,,,모수밖,0,2025 개별(공정위),0,,공정위,라인
2001110361067,(주)동양이노텍,,L6811,서비스,시설·자산운영,부동산·임대,,,,,,T2,"3,940",2025 개별(공정위),10,,공정위,라인
2001110410004,(주)동양주택개발,,L6812,서비스,시설·자산운영,부동산·임대,,,,,,T2,10,2025 개별(공정위),10,,공정위,라인
