구분,고유번호,종목코드,회사명,induty_code,법인등록번호
비상장,01723986,,(주)인스페이스,58222,1601110314693
비상장,01635654,,(주)인싸이트,70209,1101115791391
비상장,01885587,,(주)인우테크,22249,1752110017462
비상장,00478867,,(주)인젠트,62021,1101112031732
비상장,01889121,,(주)인조이스튜디오,5821,1311110752880
비상장,01897397,,(주)인천간석대한제49호위탁관리부동산투자회사,68112,1101118937918
비상장,01065411,,(주)인천신세계,47,1101115615038
비상장,00463582,,(주)인천유나이티드,91191,1201110324228
비상장,02019774,,(주)인컴이즈,7131,2001110058218
비상장,01927449,,(주)인터내셔날데이터코퍼레이션코리아,71400,1101111485378
비상장,01889574,,(주)인터내셔날에스지,6812,1101117528742
비상장,00669380,,(주)인터렉스메가라인,501,1101113581851
비상장,02020947,,(주)인터블루커뮤니케이션,75992,1101113727504
비상장,01999923,,(주)인터컴,75992,1101110645874
비상장,01955600,,(주)인터클러스터시스템,582,1101113965641
비상장,01944002,,(주)인테코,11,1101111998040
비상장,01949423,,(주)인투잇플러스,15129,1101113065756
비상장,02034515,,(주)인트리홀딩스,47912,1101112714354
비상장,01917503,,(주)인티모,141,1101111284358
비상장,01894567,,(주)인포인베스트,58221,1101113899650
비상장,02005683,,(주)인플루디오,47911,1101117343934
비상장,01924725,,(주)인피니엄파트너스,68212,1101114642991
비상장,01991037,,(주)인피니트,55101,1343110047953
비상장,01227400,,(주)일강이엔아이,42,1101111230658
비상장,00865294,,(주)일광주공,29142,1801110330984
비상장,02003490,,(주)일동금망,25944,1342110142854
비상장,00891165,,(주)일렉콤,28123,1350110070678
비상장,00669353,,(주)일룸,46431,1101113598088
비상장,00830155,,(주)일산씨월드,90231,1101114368901
비상장,01910096,,(주)일성도금,25922,1701110130386
비상장,00811497,,(주)일성엔지니어링,41229,1801110342765
비상장,01476486,,(주)일승산업,3039,1846110018532
비상장,01956441,,(주)일신전업,42,1101112887630
비상장,00668789,,(주)일신정밀,31114,2301110062669
비상장,01950979,,(주)일신특장,46539,1801110596172
비상장,01581335,,(주)일영이푸드,10121,1801110771104
비상장,01926167,,(주)일우파이낸스대부,64919,1801111535533
비상장,01017353,,(주)일월,28512,1342110082828
비상장,01909160,,(주)일주지앤에스,582,2301110123685
비상장,01893045,,(주)일지,30320,1648110174130
비상장,00172839,,(주)일진,30,1712110001485
비상장,01412877,,(주)일진글로벌,30,1101117155529
비상장,00146612,,(주)일진글로벌홀딩스,30,1101110224165
비상장,01473762,,(주)일진라드,72129,1101110669303
비상장,02012814,,(주)일진정밀공업,25999,1801110162107
비상장,00146694,,(주)일화,11209,1152110000328
비상장,02033668,,(주)임성,16212,2301110153179
비상장,01545546,,(주)임창정,7599,1101115936434
비상장,01452194,,(주)임페리얼스포츠,46420,2841110257505
비상장,01953046,,(주)임페리얼아트,46109,1101114175736
비상장,02020983,,(주)임플란트캐스트아시아,46592,1101114672675
비상장,01949131,,(주)자비스넷,75320,1101116623915
비상장,01901946,,(주)자산운용별내,64201,2841110414410
비상장,00411941,,(주)자연과사람들,11209,2043110011391
비상장,01499584,,(주)자이오넥스,58222,1101111715329
비상장,01921940,,(주)장성,21309,1341110034459
비상장,01028137,,(주)장원,23322,2801110061702
비상장,01346936,,(주)장원레미콘,23322,2841110197397
비상장,00441933,,(주)장유,13402,1350110127370
비상장,01509030,,(주)재담,71531,1101115122893
비상장,01449206,,(주)재승스틸,46721,1101110638051
비상장,01994353,,(주)전도관대한제31호위탁관리부동산투자회사,68121,1101117775749
비상장,01145975,,(주)전승건설,41112,2001110427314
비상장,01919583,,(주)전우에이피에스(APS)승용,45220,1101116268258
비상장,02009290,,(주)전월,41226,1647110015336
비상장,01858927,,(주)전주에너지,22229,2059110015978
비상장,00231600,,(주)정림건축종합건축사사무소 ,72111,1101110154495
비상장,01914816,,(주)정민테크,22213,1348110533762
비상장,01924798,,(주)정보건설,41121,1601110137178
비상장,01181001,,(주)정선,23322,2802110155751
비상장,01827529,,(주)정선기업,23322,1342110168008
비상장,00611772,,(주)정선레미콘,23322,1115110036850
비상장,01346866,,(주)정선산업,23322,1342110208052
비상장,01160284,,(주)정성산업,682,1101113931402
비상장,00639732,,(주)정안디엔씨,6822,1311110109015
비상장,02006318,,(주)정암티에스에이치,62021,1101113737214
비상장,02020752,,(주)정엔지니어링,42311,1801110394998
비상장,01951622,,(주)정오아카데미,56130,1101112183989
비상장,01913525,,(주)정우코스,23192,1342110244402
비상장,02021414,,(주)정원엔지니어링,25111,1647110004660
비상장,01901654,,(주)정원펌프,29131,1801110799065
비상장,01959633,,(주)정인파트너스,71531,1101116705333
비상장,01774379,,(주)정일감정평가법인,68223,1101113508920
비상장,02025119,,(주)정호정밀 ,30399,1348110765597
비상장,01923346,,(주)제네스,46441,1101112160945
비상장,00757214,,(주)제니스월드,2629,1615110058200
비상장,01079919,,(주)제니스자산관리대부,64999,1101114825357
비상장,00969749,,(주)제니엘시스템,49402,1101111584518
비상장,01944075,,(주)제머나이소프트,18200,1101112627086
비상장,01892949,,(주)제삼용인테크노밸리,68,1345110715069
비상장,00148124,,(주)제오홀딩스,20422,1615110004287
비상장,01291797,,(주)제이디씨에스(JDCS),41,1101110907977
비상장,00564395,,(주)제이디테크,30,1942110065434
비상장,01296871,,(주)제이레포츠,6811,1801111007368
비상장,01907551,,(주)제이맥이앤씨,41210,1357110090911
비상장,01038064,,(주)제이메탈,3831,1349110031491
비상장,02016838,,(주)제이비교육,85501,1101116149002
비상장,01897759,,(주)제이비엘네트웍스,46451,2201110042952
비상장,01673946,,(주)제이비엘로지스틱스,49301,2201110091694
비상장,01928387,,(주)제이비와이에스케이제2호기업구조조정부동산투자회사,6812,1101110920349
비상장,01935086,,(주)제이비유보라제1호기업구조조정부동산투자회사,6812,1101110924107
비상장,02006381,,(주)제이숲,20423,2802110161823
비상장,01914463,,(주)제이스에너지솔루션,74100,1648110164818
비상장,01910722,,(주)제이스텍,28520,1801111124930
비상장,01916416,,(주)제이씨에스인터내셔날,27193,1760110108876
비상장,01291803,,(주)제이아이엔피(JINP),42,1301110019784
비상장,01400997,,(주)제이아이홀딩스,41112,2001110440192
비상장,01240058,,(주)제이앤엘피,64999,1101115881647
비상장,01950809,,(주)제이앤엘휴먼스,74100,1101115544055
비상장,01958421,,(주)제이앤케이디앤씨,6811,1201111310507
비상장,01927014,,(주)제이앤푸드,47212,1311110177426
비상장,00927433,,(주)제이에스,23993,2801110086908
비상장,01545032,,(주)제이에스산업개발,68,2802110186152
비상장,01912410,,(주)제이에스씨앤아이,4241,1101110865951
비상장,01929553,,(주)제이에스오토,45212,1101114647123
비상장,01923647,,(주)제이에스와이푸드,46800,1101114853142
비상장,02004675,,(주)제이에스제이건설,68,2841110048448
비상장,01910351,,(주)제이에스플랜트,41225,1101112970576
비상장,02011763,,(주)제이에이솔루션,76320,1101115638428
비상장,01919282,,(주)제이에이치에너지,28111,1201110153809
비상장,01919592,,(주)제이에이치티앤티,22291,1201110614356
비상장,01928660,,(주)제이에프엠엔지니어링,27212,1101114746371
비상장,01954470,,(주)제이에프코리아,31322,1951110014911
비상장,01924381,,(주)제이엔개발,68112,1345110645448
비상장,01919927,,(주)제이엔디케이,28123,1101113239872
비상장,01929818,,(주)제이엔이,25922,1201110551508
비상장,01929386,,(주)제이엠,22251,1543110040507
비상장,01018927,,(주)제이엠더블유인터내셔날,56123,1101113291567
비상장,01919389,,(주)제이엠테크,26429,1760110071619
비상장,02046972,,(주)제이와이개발,6812,1644110018005
비상장,01831948,,(주)제이원솔루션,46595,1345110473261
비상장,01667088,,(주)제이월드,27199,1542110015560
비상장,01955123,,(주)제이제이글로벌그룹,59114,2850110319778
비상장,01562428,,(주)제이제이네트웍스,47711,1311110491743
비상장,02019987,,(주)제이제이미트,47212,1101112730855
비상장,02037956,,(주)제이제이에셋,71531,1101114364222
비상장,01950942,,(주)제이카,45120,1601110691265
비상장,01930188,,(주)제이케이메탈,24212,1244110214263
비상장,00919559,,(주)제이케이이((주)JKE),289,1801110776170
비상장,01298161,,(주)제이콘,42201,1812110019486
비상장,01912474,,(주)제이테크,20129,1101110405046
비상장,02017970,,(주)제이테크,31114,2301110394145
비상장,02027409,,(주)제이텍워터,29176,1756110012513
비상장,01380134,,(주)제이티,20423,1355110169405
비상장,01919097,,(주)제이티테크,22110,1601110605662
비상장,02018386,,(주)제이티파이낸스,46492,1201110144883
비상장,02034241,,(주)제이푸드,46313,1342110088339
비상장,01209538,,(주)제이피이노베이션,29299,1348110185737
비상장,01924062,,(주)제이하임파트너스,68112,1648110138730
비상장,02005887,,(주)제일,20122,1545110004442
비상장,01908675,,(주)제일방화문,25932,1615110146394
비상장,00245560,,(주)제일엔지니어링종합건축사사무소,72129,1101110595003
비상장,01990597,,(주)제일풍경채대한제54호위탁관리부동산투자회사,68111,1101119054589
비상장,01992009,,(주)제일풍경채대한제57호위탁관리부동산투자회사,68121,1101119140172
비상장,00567091,,(주)제주도시가스,35200,2201110026823
비상장,01962752,,(주)제주미니미니랜드,90221,2201110021922
비상장,01953259,,(주)제주유레카,76110,2201110172600
비상장,00874830,,(주)제주해양과학관,90231,1101114143577
비상장,00571243,,(주)젠푸드,10,2341110030240
비상장,00149044,,(주)조선일보사,58121,1101110015457
비상장,02037196,,(주)조선호스피탈리티종로호텔프로젝트위탁관리부동산투자회사,68,1101110960009
비상장,02037257,,(주)조선호스피탈리티프로젝트위탁관리부동산투자회사,68,1101110960036
비상장,00149053,,(주)조선호텔앤리조트,55101,1101110003999
비상장,02030175,,(주)조아리미티드,15129,1101115864263
비상장,01294101,,(주)조아실버케어,46592,1345110098423
비상장,00373650,,(주)조은시스템,75310,1101110915722
비상장,01920154,,(주)조은음식드림,46800,1101115328946
비상장,02007973,,(주)조이앤비즈,62021,1101113764118
비상장,02001641,,(주)조이엠지,46799,1101112589294
비상장,00762270,,(주)조이크레디트,64919,1101113623306
비상장,01958661,,(주)조이트론,46800,1101113299660
비상장,01074303,,(주)조인솔루션,2612,1348110146234
비상장,01914384,,(주)조현화랑,47841,1801110594530
비상장,01460148,,(주)종합건축사사무소담,72111,1101110879936
비상장,01494376,,(주)종합건축사사무소디자인캠프문박디엠피,72111,1101113717141
비상장,02029072,,(주)좋은효소,46329,1955110161722
비상장,01923425,,(주)주니퍼,68212,1101115988039
비상장,01889608,,(주)주안정보통신,47312,1201111170513
비상장,01951394,,(주)주원그린,75121,1101113470640
비상장,02024138,,(주)주인정보시스템,582,1101112723876
비상장,00511807,,(주)죽암에프앤씨,10601,2001110075220
비상장,02007681,,(주)준영피엔피,25923,1701110157158
비상장,01017706,,(주)준오디포,46443,1101115204485
비상장,01900284,,(주)중부VTS,95211,1512110020033
비상장,01861781,,(주)중부에너텍,38210,1601110386288
비상장,01913774,,(주)중부이엔지,28111,1511110032486
비상장,01960161,,(주)중앙가설,46611,1348110475120
비상장,02007210,,(주)중앙메디칼,46592,1601110360175
비상장,01913756,,(주)중앙알텍,42420,1601110324626
비상장,01957945,,(주)중앙에이텍,25913,1355110173779
비상장,01950225,,(주)중앙영성,46311,1101113725798
비상장,01836794,,(주)중원피엠씨,27216,1101113363457
비상장,01304514,,(주)쥬비스다이어트,96129,1101114855172
비상장,01911846,,(주)지강산업,259,1501110257605
비상장,00560654,,(주)지고씨앤디,68112,1101112632085
비상장,01132801,,(주)지나송,13223,1116110072349
비상장,02021186,,(주)지니어스글로벌,46492,1101118451413
비상장,01209246,,(주)지디벨로프홀딩스,5299,1345110306587
비상장,01959235,,(주)지디케이파트너스,68121,1345110667864
비상장,00262503,,(주)지란지교소프트,58221,1601110052673
비상장,00591177,,(주)지마린서비스,75999,1801110566133
비상장,00969110,,(주)지본,2221,2012110004432
비상장,02020390,,(주)지비케이금거래소,47912,1101118664975
비상장,01929304,,(주)지비케이에스앤씨,50111,1801111258664
비상장,02011444,,(주)지산이앤씨,42121,1501110013768
비상장,01961717,,(주)지스타재이앤케이,68,1348110628167
비상장,01914649,,(주)지애드스포츠,75992,1101117838076
비상장,01947957,,(주)지앤비마린서비스,50122,1801110916403
비상장,01209352,,(주)지앤비시스템,74100,1101114914035
비상장,02028851,,(주)지앤씨피아,74100,1101113741588
비상장,01729412,,(주)지앤에스이엔지,4231,1101112532392
비상장,01911484,,(주)지앤에이디자인종합건설,4112,1942110191172
비상장,02023786,,(주)지앤티,23119,2849110113165
비상장,00127486,,(주)지앤피,28301,1301110008797
비상장,01313220,,(주)지에스네트웍스,52,1345110344826
비상장,00679712,,(주)지에스넷비전,713,1101113862897
비상장,00887506,,(주)지에스동해전력,35113,1447110019225
비상장,00926416,,(주)지에스알테크,42,1447110007056
비상장,01927412,,(주)지에스엠케이,25913,1943110019934
비상장,00429889,,(주)지에스이앤알,35300,1350110121570
비상장,01958333,,(주)지에이복합메디컬피에프브이,68112,1101119008958
비상장,00443445,,(주)지에프퍼멘텍,2110,1601110096605
비상장,00173856,,(주)지엔에스,303,1301110026070
비상장,01916319,,(주)지엔에이,7599,1101116606250
비상장,01911916,,(주)지엔에프,14111,1101113876012
비상장,00516325,,(주)지엔텔,72129,1341110114615
비상장,00891828,,(주)지엔티,25200,1942110081878
비상장,00666356,,(주)지엠테스트,2612,2811110093514
비상장,01911235,,(주)지엠피콥,3831,1101115721546
비상장,01070389,,(주)지오메디칼,27,2043110012422
비상장,01363872,,(주)지오어플라이언스,28519,1543110015104
비상장,00446716,,(주)지오영,46441,1101112533910
비상장,00866053,,(주)지오콘,41224,1714110007835
비상장,02025854,,(주)지오탑,38210,1201110146013
비상장,02022839,,(주)지용금속,25924,2001110295753
비상장,01954513,,(주)지유텍스,13300,2802110283396
비상장,01626036,,(주)지컴,75992,1101111294240
비상장,02013628,,(주)지투지인베스트먼트,468,1101116329315
비상장,01943021,,(주)지플러스,68221,2849110094381
비상장,00185903,,(주)지학사,5811,1101110382327
비상장,02016740,,(주)진메타,62021,1311110650323
비상장,00966034,,(주)진명정밀,30,1355110108809
비상장,00493857,,(주)진명프리텍,30,1201110151598
비상장,01924558,,(주)진보P&C,25923,1955110285217
비상장,02002871,,(주)진산아이티,46739,1101112099657
비상장,01960462,,(주)진선코리아,52992,1201110151762
비상장,01303506,,(주)진선테크,28302,1615110161144
비상장,02008909,,(주)진성기전,42311,1812110047982
비상장,02012984,,(주)진성종합식품,10820,1201110320515
비상장,00926346,,(주)진성테크,22229,1244110052267
비상장,01954610,,(주)진성테크윈,29163,2341110034606
비상장,01435027,,(주)진안고속,49220,1701110751778
비상장,01230273,,(주)진양MTS,1811,1345110199429
비상장,01924655,,(주)진양화성,20119,1801110031243
비상장,01562455,,(주)진엔지니어링건축사사무소,7212,1101111253741
비상장,01926538,,(주)진영기계,29120,1348110203919
비상장,01997846,,(주)진영엠티,24229,1314110350000
비상장,01226182,,(주)진영프로토,30,1348110225963
비상장,02019066,,(주)진우아이엔씨,25119,1346110022157
비상장,00246833,,(주)진우엔지니어링,292,1301110019083
비상장,00810249,,(주)진원산업,33991,1342110015936
비상장,02005054,,(주)진일토건,42,2201110007039
비상장,01366107,,(주)진주랑,56130,1101111348914
비상장,01190203,,(주)진켐,21100,1101111369241
비상장,00813477,,(주)진평,3831,2001110025001
비상장,00585529,,(주)진학사,63991,1101111966930
비상장,01934801,,(주)진학어플라이,63112,1101114570308
비상장,00150749,,(주)진합,259,1601110002876
비상장,01588620,,(주)진화기술공사,72121,1101110672132
비상장,00871921,,(주)짐월드,33401,1101110902927
비상장,02012267,,(주)집합건물과사람들,68212,1101114923135
비상장,00863807,,(주)찌레본파워홀딩스,3511,1101114246420
비상장,01906455,,(주)찬솔,31114,1949110061165
비상장,02018119,,(주)참빛 ,68,1101116594075
비상장,00139241,,(주)참저축은행,64132,1711110000265
비상장,01383609,,(주)참존건설,41129,1101115518539
비상장,01954850,,(주)참좋은유통센터,46319,1701110715013
비상장,01373745,,(주)참테크놀로지,27212,1101111039159
비상장,00914439,,(주)창강화학,2049,1314110196751
비상장,00455510,,(주)창남아이엔티,46522,1101111187297
비상장,01908082,,(주)창성종합건설,41,1314110190878
비상장,02001553,,(주)창신,20122,1901110035467
비상장,01081181,,(주)창신산업,24222,1748110070758
비상장,01926361,,(주)창영테크팩,18113,1351110074230
비상장,02013479,,(주)창원에코텍,25913,1615110250054
비상장,00694429,,(주)채과원,4631,1101110927587
비상장,01961559,,(주)채움종합건설,41,2341110120463
비상장,01576005,,(주)챔피언스시티복합개발피에프브이,68121,2001110611199
비상장,01918706,,(주)천광이엔씨,46432,1601110392681
비상장,01911040,,(주)천산개발,68212,2301110159888
비상장,01903351,,(주)천안오룡민관협력형도시재생제1호위탁관리부동산투자회사,68,1101118904222
비상장,01951482,,(주)천우건설,68121,1701110779746
비상장,01907621,,(주)천일이엔에스,42132,1760110012837
비상장,00973414,,(주)천재교과서,58111,1101112930687
비상장,01401288,,(주)천하,30201,2149110035181
비상장,00366146,,(주)청광,23322,1345110013075
비상장,01926875,,(주)청구정보통신,58222,1101111538440
비상장,01989360,,(주)청담1운영,71,1101118917019
비상장,01026120,,(주)청명디앤씨,42,1901110007416
비상장,02017998,,(주)청명산업,38130,1115110050553
비상장,02024864,,(주)청산종합건설,41,2341110121510
비상장,01919468,,(주)청솔로직스,52992,1801110298984
비상장,01969746,,(주)청안인베스트먼트,71531,1101117938983
비상장,00631387,,(주)청양식품,10412,1543110005874
비상장,01914977,,(주)청우공영,42500,1601110265747
비상장,01929191,,(주)청우구조안전기술,72922,1801110701250
비상장,01371747,,(주)청우냉열,29171,1101110537469
비상장,01908921,,(주)청우메디칼,27199,1101112375693
비상장,00616050,,(주)청우종합건축사사무소,72111,1501110017108
비상장,02013318,,(주)청운,22299,1748110053316
비상장,01912906,,(주)청학개발,68112,1712110142180
비상장,01949964,,(주)청호물류,493,1801110332162
비상장,00878447,,(주)체리비홀딩스,71531,1101112621286
비상장,02027959,,(주)체리피시,47,1101113653460
비상장,01841884,,(주)체카,30400,1101116600830
비상장,02043911,,(주)초이스리얼에셋,58222,1101118062038
비상장,01992692,,(주)초이스엔,10,1101117452347
비상장,01963210,,(주)취한망,75210,1101117211743
비상장,01921311,,(주)친화건설,68111,1101113627449
비상장,00155814,,(주)카길애그리퓨리나,1090,1101110296106
비상장,02025535,,(주)카디넥,31114,1801110163465
비상장,01937084,,(주)카리,302,1801110803163
비상장,01204418,,(주)카리스,46443,1342110145965
비상장,01951774,,(주)카맨모터스,95211,1701110329377
비상장,00589686,,(주)카메오,15211,1101111722655
비상장,00152233,,(주)카보라인코리아,20411,1801110053940
비상장,01751138,,(주)카본엑스리사이클링(김천공장),25999,1345110182945
비상장,00819666,,(주)카스코,2413,1954110016193
비상장,01641831,,(주)카옥션,46,1101113816084
비상장,01925405,,(주)카이저,68122,1615110290943
비상장,00913795,,(주)카일이삼제스퍼,76110,1101111763211
비상장,01567830,,(주)칼스,31202,1311110242774
비상장,01994308,,(주)캐로스컴퍼니,29172,1313110230535
비상장,00397304,,(주)캐스트윈,2642,1101111084857
비상장,00124771,,(주)캐슬렉스서울,91121,1101110627426
비상장,00161134,,(주)캐슬렉스제주,91121,2201110006247
비상장,01779781,,(주)캔랩,28909,1101116635746
비상장,01917363,,(주)커넥터스,14419,1101116155059
비상장,02011347,,(주)커먼오리진스,14111,1101116914463
비상장,02029683,,(주)커버써먼,14199,1101116575421
비상장,00455404,,(주)커피빈코리아,47,1101111998842
비상장,01353529,,(주)컴버스테크,26519,1101111742174
비상장,01302561,,(주)컴투스플랫폼,62,1101116174695
비상장,01755985,,(주)컴포즈커피,716,1801111396068
비상장,01908480,,(주)컵아이앤엠,71310,1101116643343
비상장,02010302,,(주)케맥스,20491,1615110053135
비상장,01920905,,(주)케이.에스.엠,25929,1942110023599
비상장,01959624,,(주)케이더블유인터내셔널,52992,1101112827008
비상장,01598663,,(주)케이드라이브,5291,1101117944112
비상장,01923452,,(주)케이디이앤씨,42312,1201110414269
비상장,01914986,,(주)케이디지,46413,1101116494598
비상장,01905030,,(주)케이디티,46595,1701110303173
비상장,00415956,,(주)케이라인마리타임코리아,52992,1101110691116
비상장,00920485,,(주)케이마켓,1419,1101113076191
비상장,01913376,,(주)케이브이글로벌프라이빗에쿼티,64999,1101117269601
비상장,01679250,,(주)케이비개발,74100,2001110379557
비상장,02047139,,(주)케이비비,46411,1101115280435
비상장,01712838,,(주)케이비스타갤럭시타워위탁관리부동산투자회사,68112,1101118163208
비상장,01907807,,(주)케이비씨이엔지,72129,1101111741431
비상장,00201645,,(주)케이비아이텍,38210,1201110013251
비상장,01917105,,(주)케이비에이치케어,46800,1101117221544
비상장,00910257,,(주)케이비저축은행,64132,1101114764745
비상장,01012206,,(주)케이씨,31114,1801110402288
비상장,01447314,,(주)케이씨넷,58221,1101114325349
비상장,02005559,,(주)케이씨이이앤씨,41,1358110166314
비상장,01573433,,(주)케이씨지아이대체투자운용,64201,1101117721122
비상장,01142729,,(주)케이씨텍,25922,1201110379843
비상장,02032924,,(주)케이씨티원,47912,1311110551240
비상장,01917424,,(주)케이아이씨이엔지,29221,1355110280342
비상장,00520993,,(주)케이알,2321,1955110055868
비상장,00168234,,(주)케이알산업,41,1712110002799
비상장,00297873,,(주)케이알앤씨,64999,1101111837305
비상장,01714164,,(주)케이알앤파트너스,71531,1101115988196
비상장,00808998,,(주)케이알이엠에스,26211,1760110052263
비상장,01948886,,(주)케이알푸드,10122,1101115287887
비상장,01917752,,(주)케이앤씨체인,4680,1101116934552
비상장,01925803,,(주)케이앤케이,68121,1358110445263
비상장,01905012,,(주)케이앤피,29174,1601110378293
비상장,00533535,,(주)케이앤피,2611,1752110016092
비상장,02023351,,(주)케이에스메디칼,47,1101114122951
비상장,01949283,,(주)케이에스석재산업,23911,2841110108576
비상장,00493033,,(주)케이에스엠,30,1955110055769
비상장,00619224,,(주)케이에스엠컴포넌트,29271,1244110066458
비상장,00171061,,(주)케이에스오토시스,2629,1648110001911
비상장,01022319,,(주)케이에스이피,27,1913110017569
비상장,02020840,,(주)케이에스텍,22299,1348110286824
비상장,02009607,,(주)케이에스티,2229,2001110231666
비상장,01252284,,(주)케이에이치디코리아,03111,1801110897736
비상장,01952384,,(주)케이에이치모터스,45120,1601110680367
비상장,01099384,,(주)케이에치엠,2916,1314110202128
비상장,00472571,,(주)케이에프엔티,20501,2301110091824
비상장,02045618,,(주)케이엑스에셋,71531,1101115024289
비상장,01420849,,(주)케이엠솔루션,4610,1101116754265
비상장,00504560,,(주)케이엠앤아이,30393,1201110354647
비상장,01910670,,(주)케이엠엔지니어링,28123,1355110184396
비상장,02023759,,(주)케이엠제이,29199,1244110033449
비상장,01729917,,(주)케이와이에이치홀딩스,68,1101115939545
비상장,01916203,,(주)케이와이투솔루션,68121,1345110603248
비상장,00655004,,(주)케이원에이엠티,26,2301110123304
비상장,00638238,,(주)케이지에프앤비,4632,1101113163675
비상장,01459267,,(주)케이지엠,29142,1355110198991
비상장,02038654,,(주)케이지캐피탈홀딩스,6499,1101110961506
비상장,02020123,,(주)케이테크,25122,1650110063320
비상장,00689436,,(주)케이티디에스,62021,1101113940510
비상장,00928849,,(주)케이티서비스남부,42,1601110235253
비상장,00844291,,(주)케이티에스테이트,68,1101114404903
비상장,01353653,,(주)케이티에이치에스,75919,1648110117536
비상장,02045159,,(주)케이티엠민속주,46331,1101112181743
비상장,00635596,,(주)케이티엠앤에스,46522,1101113589897
비상장,00519474,,(주)케이티이엔에이,60221,1101112962028
비상장,01117291,,(주)케이티인베스트먼트,64919,1101115841005
비상장,01960444,,(주)케이피나인,25999,1201110899479
비상장,01946578,,(주)케이피스틸,24111,1650110092832
비상장,01943331,,(주)케이피씨,23325,1543110054889
비상장,00872364,,(주)케이피씨엠,29133,1748110056964
비상장,01201934,,(주)케이피엠인베스트먼트,71531,1314110385081
비상장,00969907,,(주)코나드,20423,1101112412726
비상장,01837119,,(주)코너스톤역삼,68112,1201111338971
비상장,02003436,,(주)코넥스,19100,1717110134020
비상장,01954373,,(주)코넥스트,21100,1747110047626
비상장,02025739,,(주)코닥트,28122,1801110241842
비상장,01457597,,(주)코랄인터내셔널,46721,1341110116869
비상장,01885958,,(주)코람코가치투자제4의6호위탁관리자부동산투자회사,68,1101118777372
비상장,01668069,,(주)코람코지속성장오피스 제1의2호 위탁관리자부동산투자회사,68122,1101118104939
비상장,02007283,,(주)코레코,29175,1314110170169
비상장,00243641,,(주)코롬방제과,10603,1341110009626
비상장,00186513,,(주)코리아세븐,4610,1101110899976
비상장,01910980,,(주)코리아스틸,31114,1955110134745
비상장,01913695,,(주)코리아에너텍,28111,1348110124959
비상장,01945737,,(주)코리아인터팩,291,1314110167314
비상장,01905863,,(주)코리아케미칼,20411,1348110532095
비상장,01077489,,(주)코리아테크,47919,1244110060210
비상장,01917053,,(주)코리아텍,72129,1350110115367
비상장,00973955,,(주)코리아하이텍,2812,1301110007228
비상장,00962427,,(주)코메랜드,42,1101110272958
비상장,00247382,,(주)코모텍,30110,1243110040644
비상장,01922976,,(주)코바다,58221,1101112721143
비상장,00917986,,(주)코베아,28520,1101110726765
비상장,01901089,,(주)코비스테크놀로지,26129,1101112885949
비상장,01989500,,(주)코세스,7531,1101113430694
비상장,01987195,,(주)코스메디슨,20422,1955110030752
비상장,00575452,,(주)코스모,31114,1801110124246
비상장,02024147,,(주)코스모스산업,33309,2849110070117
비상장,01937987,,(주)코스모인베스트먼트,71531,1101110929353
비상장,00863010,,(주)코스비전,20423,1345110121547
비상장,00159661,,(주)코스콤,62010,1101110219471
비상장,00259572,,(주)코스트코 코리아,471,1101111549728
비상장,00152844,,(주)코스틸,24122,1101110211641
비상장,02023476,,(주)코스폴,20499,1348110193029
비상장,01910713,,(주)코시노인터네셔널,25113,1615110167952
비상장,01919671,,(주)코아아이티,58222,1501110159140
비상장,01912687,,(주)코아텍,29271,1358110142851
비상장,01661604,,(주)코압섹,75310,1101112169418
비상장,01891038,,(주)코어닥스,63992,1101116838217
비상장,01952302,,(주)코어랜드마크,33999,1101113990599
비상장,02015370,,(주)코어로보틱스,29280,1301110059922
비상장,01922152,,(주)코어커뮤니케이션,46464,1101117010509
비상장,00533030,,(주)코엔스,75999,1949110008662
비상장,00368898,,(주)코오롱인베스트먼트,64209,1101111902786
비상장,01681264,,(주)코틴기획,75992,1101111681637
비상장,01916054,,(주)코펜하겐오프쇼어파트너스코리아,72129,1101116908143
비상장,01954188,,(주)코호인터내셔날,46324,1101112050336
비상장,01756771,,(주)콘크리트웍스,14191,1101117375143
비상장,02006549,,(주)콜텍엠아이씨,46522,1211110168021
비상장,01928165,,(주)콤마엔터테인먼트,71310,1101116639904
비상장,01100255,,(주)쿠오니지티에스코리아,75210,1101112661117
비상장,01953958,,(주)쿨앤쿨,47912,1101111505639
비상장,00963347,,(주)쿱스토어,4610,1611110010737
비상장,01922879,,(주)퀀타,68212,1101116706729
비상장,01752632,,(주)퀘이커즈,71310,1101117345378
비상장,02030573,,(주)큐로트레이더스,4632,1101111830599
비상장,01397985,,(주)큐버,58221,1311110411056
비상장,01366709,,(주)큐베스트바이오,70113,1311110215979
비상장,01229921,,(주)큐브리펀드,75999,1101114412774
비상장,02017721,,(주)큐비트엑스,62010,1101117268687
비상장,02025650,,(주)큐텍코리아,46592,1101114299578
비상장,01917682,,(주)큐투아이비엔,46411,1101112010447
비상장,01956867,,(주)크라센교육,85631,1101114088682
비상장,00879552,,(주)크라운에프앤비,64992,1345110166296
비상장,01142093,,(주)크레스라이트,28421,1159110048118
비상장,00865355,,(주)크레템,29191,1101112866436
비상장,02007450,,(주)크로네,47911,2841110142384
비상장,01901229,,(주)크로스자산운용,64201,1101117985281
비상장,01931628,,(주)크롬컴퍼니,13212,1101115933076
비상장,01296482,,(주)크린누리,96911,2849110161221
비상장,00171140,,(주)크린랩,22212,1801110070738
