단위,모법인,이름,A세분류,B1주업종,B1_2단,매출,판정근거
법인,,(주)디지캡,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,(주)티에스트릴리온,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)MDS테크,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,신비앤텍(주),완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)테크엘,부품제조,전자·정밀,반도체·소자,,KSIC
법인,,(주)아모텍,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)캐리,완제품제조,기계·운송기기,전력·중전기,,KSIC
법인,,(주)디비엘,소재제조,의약·바이오,,,KSIC
법인,,주식회사 드림인사이트,인적서비스,미디어·광고·영상,,,KSIC
법인,,미래에셋비전기업인수목적7호 주식회사,금융,결제·핀테크,,,KSIC
법인,,비비씨 주식회사,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)진영,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)조흥,완제품제조,식품·음료,,,KSIC
법인,,주식회사쎄트렉아이,완제품제조,기계·운송기기,항공·우주·방산,,KSIC
법인,,아미코젠(주),완제품제조,식품·음료,,,KSIC
법인,,(주)에스앤디,완제품제조,식품·음료,,,KSIC
법인,,해태제과식품주식회사,완제품제조,식품·음료,,,KSIC
법인,,(주)조이시티,콘텐츠·SW,게임,,,KSIC
법인,,(주)인피니트헬스케어,콘텐츠·SW,미디어·광고·영상,,,KSIC
법인,,상상인제3호기업인수목적 주식회사,금융,증권·투자매매업,,,KSIC
법인,,(주)대교,인적서비스,교육,,,KSIC
법인,,(주)우리은행,금융,은행업,,,KSIC
법인,,(주)배터리솔루션즈,소재제조,금속,비철금속,,KSIC
법인,,(주)셀젠텍,콘텐츠·SW,미디어·광고·영상,,,KSIC
법인,,디아이티(주),완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,유비벨록스(주),콘텐츠·SW,소프트웨어·IT,,,KSIC
세그먼트,동아쏘시오홀딩스(주),지주사,지주·투자,다품목·범용,,81234,키워드 「지주」
세그먼트,동아쏘시오홀딩스(주),일반의약품 및 의약외품,소재제조,의약·바이오,,726283,키워드 「의약」
세그먼트,동아쏘시오홀딩스(주),바이오시밀러 및 위탁의약품,소재제조,의약·바이오,,103734,키워드 「바이오」
세그먼트,동아쏘시오홀딩스(주),물류,운송·보관,창고·물류,,423830,키워드 「물류」
세그먼트,동아쏘시오홀딩스(주),포장용기/생수,지주·투자,화학·소재,제지·포장,160447,키워드 「포장」 (A 는 모법인 상속)
법인,,우리종합금융(주),금융,여신전문금융업,,,KSIC
법인,,동아에스티(주),소재제조,의약·바이오,,,KSIC
법인,,씨피시스템(주),소재제조,화학·소재,석유화학·기초,,KSIC
법인,,한서제약(주),소재제조,의약·바이오,,,KSIC
법인,,플래닛팔이(주),부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,미래반도체(주),도매·상사,다품목·범용,,,KSIC
법인,,하이젠알앤엠 주식회사,완제품제조,기계·운송기기,전력·중전기,,KSIC
법인,,한국맥널티(주),완제품제조,식품·음료,,,KSIC
법인,,주식회사 팜스빌,완제품제조,식품·음료,,,KSIC
법인,,샘표식품(주),완제품제조,식품·음료,,,KSIC
법인,,(주)크라운제과,완제품제조,식품·음료,,,KSIC
법인,,하나금융22호기업인수목적 주식회사,금융,증권·투자매매업,,,KSIC
법인,,온코닉테라퓨틱스(주),인적서비스,전문서비스,,,KSIC
법인,,(주)경동나비엔,완제품제조,기계·운송기기,전력·중전기,,KSIC
법인,,한국알콜산업(주),소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)아이즈비전,시설·자산운영,통신·네트워크,,,KSIC
법인,,에스엘(주),부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,(주)코데즈컴바인,완제품제조,의류·패션,,,KSIC
법인,,한라아이엠에스(주),완제품제조,기계·운송기기,조선·해양,,KSIC
법인,,유화증권(주),금융,증권·투자매매업,,,KSIC
법인,,케이비제30호기업인수목적(주),금융,결제·핀테크,,,KSIC
법인,,대동고려삼(주),완제품제조,식품·음료,,,KSIC
법인,,(주)한국애보트진단,소재제조,의약·바이오,,,KSIC
법인,,제이엔케이글로벌(주),완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)씨알푸드,완제품제조,식품·음료,,,KSIC
법인,,(주)휴럼,완제품제조,식품·음료,,,KSIC
법인,,경동제약(주),소재제조,의약·바이오,,,KSIC
법인,,고려제약(주),소재제조,의약·바이오,,,KSIC
법인,,대한약품공업(주),소재제조,의약·바이오,,,KSIC
법인,,(주)동구바이오제약,소재제조,의약·바이오,,,KSIC
법인,,동국제약(주),소재제조,의약·바이오,,,KSIC
법인,,에스엔유프리시젼(주),완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)글로벌스탠다드테크놀로지,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)휴스틸,소재제조,금속,강관·형강·선재,,KSIC
법인,,(주)휴메딕스,소재제조,의약·바이오,,,KSIC
법인,,코스맥스엔비티(주),완제품제조,식품·음료,,,KSIC
법인,,(주)씨이랩,콘텐츠·SW,미디어·광고·영상,,,KSIC
법인,,(주)한창제지,소재제조,화학·소재,제지·포장,,KSIC
법인,,기신정기(주),완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)진도,도매·상사,다품목·범용,,,KSIC
법인,,(주)하스,소재제조,의약·바이오,,,KSIC
법인,,(주)메디쎄이,완제품제조,의료·보건,,,KSIC
법인,,(주)에스씨엘사이언스,소재제조,의약·바이오,,,KSIC
법인,,(주)백산,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,안국약품(주),소재제조,의약·바이오,,,KSIC
법인,,주식회사 한컴라이프케어,완제품제조,의료·보건,,,KSIC
법인,,(주)비엔디,완제품제조,식품·음료,,,KSIC
법인,,(주)씨티앤티,인적서비스,미디어·광고·영상,,,KSIC
법인,,콜마파마(주),소재제조,의약·바이오,,,KSIC
법인,,(주)지케이파워,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)수산아이앤티,콘텐츠·SW,미디어·광고·영상,,,KSIC
법인,,삼성제약(주),소재제조,의약·바이오,,,KSIC
법인,,삼아제약(주),소재제조,의약·바이오,,,KSIC
법인,,신신제약(주),소재제조,의약·바이오,,,KSIC
법인,,신일제약(주),소재제조,의약·바이오,,,KSIC
법인,,(주)유유제약,소재제조,의약·바이오,,,KSIC
법인,,한국유나이티드제약(주),소재제조,의약·바이오,,,KSIC
법인,,(주)한독,소재제조,의약·바이오,,,KSIC
법인,,(주)넥센,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)본느,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)형지글로벌,소매,의류·패션,,,KSIC
법인,,주식회사 코윈테크,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,에스디바이오센서(주),완제품제조,의료·보건,,,KSIC
법인,,(주)루트로닉,완제품제조,의료·보건,,,KSIC
법인,,(주)영진코퍼레이션,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)닷밀,콘텐츠·SW,미디어·광고·영상,,,KSIC
법인,,현대약품(주),소재제조,의약·바이오,,,KSIC
법인,,환인제약(주),소재제조,의약·바이오,,,KSIC
법인,,대화제약(주),소재제조,의약·바이오,,,KSIC
법인,,(주)바이넥스,소재제조,의약·바이오,,,KSIC
법인,,조아제약(주),소재제조,의약·바이오,,,KSIC
법인,,(주)비씨월드제약,소재제조,의약·바이오,,,KSIC
법인,,위더스제약(주),소재제조,의약·바이오,,,KSIC
법인,,(주)헬릭스미스,인적서비스,의약·바이오,,,KSIC
법인,,미래에셋비전기업인수목적1호 주식회사,금융,결제·핀테크,,,KSIC
법인,,현대코퍼레이션홀딩스(주),도매·상사,다품목·범용,,,KSIC
법인,,피엔케이피부임상연구센타(주),인적서비스,전문서비스,,,KSIC
법인,,코칩(주),부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,에스케이증권제12호기업인수목적 주식회사,금융,결제·핀테크,,,KSIC
법인,,(주)종근당,소재제조,의약·바이오,,,KSIC
법인,,(주)제주은행,금융,은행업,,,KSIC
법인,,대동기어(주),완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,서울반도체(주),부품제조,전자·정밀,반도체·소자,,KSIC
세그먼트,코스맥스비티아이(주),건강기능식품,완제품제조,식품·음료,,455659,키워드 「식품」
세그먼트,코스맥스비티아이(주),제약,소재제조,의약·바이오,완제의약품,34968,키워드 「제약」
법인,,(주)태광,소재제조,금속,강관·형강·선재,,KSIC
법인,,에스비아이인베스트먼트(주),금융,자산운용업,,,KSIC
법인,,(주)케이이씨,부품제조,전자·정밀,반도체·소자,,KSIC
법인,,코스맥스(주),완제품제조,화장품·뷰티,,,KSIC
법인,,서울바이오시스(주),부품제조,전자·정밀,반도체·소자,,KSIC
법인,,에스에이치엔엘(주),부품제조,금속,,,KSIC
법인,,(주)지오엘리먼트,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,엔에이치기업인수목적20호(주),금융,증권·투자매매업,,,KSIC
법인,,(주)테라젠이텍스,소재제조,의약·바이오,,,KSIC
법인,,(주)모비스,인적서비스,소프트웨어·IT,,,KSIC
법인,,(주)이건홀딩스,소재제조,화학·소재,건축소재,,KSIC
법인,,제룡산업(주),부품제조,금속,,,KSIC
법인,,신한제13호기업인수목적주식회사,금융,증권·투자매매업,,,KSIC
법인,,신한제12호기업인수목적 주식회사,금융,결제·핀테크,,,KSIC
법인,,(주)남산물산,완제품제조,식품·음료,,,KSIC
법인,,주식회사 케이조선,완제품제조,기계·운송기기,조선·해양,,KSIC
법인,,(주)동원개발,시공·건설,건설·시공,,,KSIC
법인,,(주)태경비케이,소재제조,화학·소재,건축소재,,KSIC
법인,,성일하이텍 주식회사,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,한신기계공업(주),완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)케이쓰리아이,콘텐츠·SW,미디어·광고·영상,,,KSIC
법인,,(주)엠에스씨,완제품제조,식품·음료,,,KSIC
법인,,한국석유공업(주),소재제조,화학·소재,건축소재,,KSIC
법인,,(주)바른손이앤에이,콘텐츠·SW,미디어·광고·영상,,,KSIC
법인,,(주)삼현,부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,베뉴지(주),소매,다품목·범용,,,KSIC
법인,,데브시스터즈(주),콘텐츠·SW,게임,,,KSIC
법인,,(주)오스템,부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,(주)국보디자인,시공·건설,건설·시공,,,KSIC
법인,,삼아알미늄(주),소재제조,금속,비철금속,,KSIC
법인,,아남전자(주),부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,KPX케미칼(주),소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)씨젠,소재제조,의약·바이오,,,KSIC
법인,,교보11호기업인수목적 주식회사,금융,증권·투자매매업,,,KSIC
법인,,주식회사 제이투케이바이오,완제품제조,화장품·뷰티,,,KSIC
법인,,(주)사이노젠,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)엔텔스,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,화천기공(주),완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,㈜에어레인,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)유아이디,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)화신테크,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)나무가,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,주식회사 비피도,완제품제조,식품·음료,,,KSIC
법인,,하나금융21호기업인수목적 주식회사,금융,결제·핀테크,,,KSIC
법인,,제일일렉트릭(주),완제품제조,기계·운송기기,전력·중전기,,KSIC
법인,,주식회사 신한서부티엔디위탁관리부동산투자회사,시설·자산운영,부동산·임대,,,KSIC
법인,,고려제강(주),소재제조,금속,철강,,KSIC
법인,,대성창업투자(주),금융,자산운용업,,,KSIC
법인,,(주)대현,완제품제조,의류·패션,,,KSIC
법인,,자화전자(주),부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)라이온켐텍,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)시지메드텍,완제품제조,의료·보건,,,KSIC
법인,,(주)티에스이,완제품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,텔코웨어(주),플랫폼·중개,소프트웨어·IT,,,KSIC
법인,,(주)시디즈,완제품제조,생활용품·가구,,,KSIC
법인,,(주)이녹스,완제품제조,기계·운송기기,항공·우주·방산,,KSIC
법인,,에스와이(주),부품제조,금속,,,KSIC
법인,,(주)유니테스트,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,주식회사 코셈,완제품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)셀로맥스사이언스,완제품제조,식품·음료,,,KSIC
법인,,(주)한국테크놀로지,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)씨엔티드림,완제품제조,화장품·뷰티,,,KSIC
법인,,유안타증권(주),금융,증권·투자매매업,,,KSIC
법인,,(주)에너토크,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)코콤,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,선도전기(주),완제품제조,기계·운송기기,전력·중전기,,KSIC
법인,,한국주철관공업(주),소재제조,금속,강관·형강·선재,,KSIC
법인,,(주)케이엘넷,시설·자산운영,통신·네트워크,,,KSIC
법인,,지나인제약(주),완제품제조,의료·보건,,,KSIC
법인,,비케이탑스(주),인적서비스,소프트웨어·IT,,,KSIC
법인,,(주)이스트에이드,플랫폼·중개,소프트웨어·IT,,,KSIC
법인,,상신브레이크(주),부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,(주)신풍,도매·상사,다품목·범용,,,KSIC
법인,,(주)툴젠,인적서비스,전문서비스,,,KSIC
법인,,주식회사에스코넥,완제품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)케이엑스이노베이션,시설·자산운영,미디어·광고·영상,,,KSIC
법인,,(주)디티앤씨,인적서비스,전문서비스,,,KSIC
법인,,엠에프씨(주),소재제조,의약·바이오,,,KSIC
법인,,(주)이녹스첨단소재,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,솔트웨어 주식회사,인적서비스,소프트웨어·IT,,,KSIC
법인,,서울도시가스(주),시설·자산운영,에너지·자원·환경,,,KSIC
법인,,(주)퓨릿,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)와이어블,시설·자산운영,통신·네트워크,,,KSIC
법인,,한국정보공학(주),도매·상사,다품목·범용,,,KSIC
법인,,(주)누리플렉스,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,(주)인산가,완제품제조,식품·음료,,,KSIC
법인,,주식회사 강스템바이오텍,소재제조,의약·바이오,,,KSIC
법인,,(주)시너지이노베이션,완제품제조,의료·보건,,,KSIC
법인,,아비코전자(주),부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)플래스크,시공·건설,건설·시공,,,KSIC
법인,,아퓨어스 주식회사,인적서비스,전문서비스,,,KSIC
법인,,(주)피플바이오,소재제조,의약·바이오,,,KSIC
법인,,(주)마키나락스,콘텐츠·SW,미디어·광고·영상,,,KSIC
법인,,하나28호기업인수목적 주식회사,금융,결제·핀테크,,,KSIC
법인,,(주)라피치,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,(주)아이엠지티,소재제조,의약·바이오,,,KSIC
법인,,주식회사 지디,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)미래생명자원,완제품제조,식품·음료,,,KSIC
법인,,한일현대시멘트(주),소재제조,화학·소재,건축소재,,KSIC
법인,,비엔케이제3호기업인수목적(주),금융,결제·핀테크,,,KSIC
법인,,뉴로핏 주식회사,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,주식회사 로킷헬스케어,소재제조,의약·바이오,,,KSIC
세그먼트,한미사이언스(주),지주부문,지주·투자,다품목·범용,,55323,키워드 「지주」
세그먼트,한미사이언스(주),의약품도매부문,소재제조,의약·바이오,,1136591,키워드 「의약」
법인,,선샤인푸드(주),인적서비스,식품·음료,,,KSIC
법인,,(주)비에프랩스,인적서비스,소프트웨어·IT,,,KSIC
법인,,(주)로아앤코홀딩스,인적서비스,음악·공연·엔터,,,KSIC
법인,,일레덱스홀딩스(주),도매·상사,에너지·자원·환경,,,KSIC
법인,,(주)탑런토탈솔루션,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)한싹,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,(주)우성아이비,완제품제조,생활용품·가구,,,KSIC
법인,,(주)앤디포스,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)푸른소나무,인적서비스,의료·보건,,,KSIC
법인,,제일연마공업(주),소재제조,화학·소재,건축소재,,KSIC
법인,,천지산업(주),도매·상사,다품목·범용,,,KSIC
법인,,(주)빅텍,완제품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,동화약품(주),소재제조,의약·바이오,,,KSIC
법인,,(주)인지디스플레이,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)아이티켐,소재제조,의약·바이오,,,KSIC
법인,,(주)엔케이,부품제조,금속,,,KSIC
법인,,(주)넥스턴앤롤코리아,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)싸이맥스,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,미래에셋비전기업인수목적2호 주식회사,금융,결제·핀테크,,,KSIC
법인,,엔에이치기업인수목적29호 주식회사,금융,결제·핀테크,,,KSIC
법인,,주식회사 세미티에스,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,아이비케이에스제21호기업인수목적 주식회사,금융,증권·투자매매업,,,KSIC
법인,,(주)알트,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)틸론,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,(주)티비씨,시설·자산운영,미디어·광고·영상,,,KSIC
법인,,주식회사 에이치씨홈센타,도매·상사,다품목·범용,,,KSIC
법인,,(주)에이치씨보광산업,소재제조,화학·소재,건축소재,,KSIC
법인,,국일신동(주),소재제조,금속,비철금속,,KSIC
법인,,삼부토건(주),시공·건설,건설·시공,,,KSIC
법인,,(주)에이치와이티씨,부품제조,금속,,,KSIC
법인,,주식회사 엔젠바이오,인적서비스,전문서비스,,,KSIC
법인,,더이앤엠(주),플랫폼·중개,소프트웨어·IT,,,KSIC
법인,,(주)윙스풋,소매,다품목·범용,,,KSIC
법인,,(주)인터엠,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)케이엔엔,시설·자산운영,미디어·광고·영상,,,KSIC
법인,,(주)에스디생명공학,완제품제조,화장품·뷰티,,,KSIC
법인,,(주)에이팩트,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)엔케이젠바이오텍코리아,소재제조,의약·바이오,,,KSIC
법인,,(주)리튬포어스,완제품제조,생활용품·가구,,,KSIC
법인,,(주)광림,부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,삼성기업인수목적8호(주),금융,결제·핀테크,,,KSIC
법인,,삼호개발(주),시공·건설,건설·시공,,,KSIC
법인,,조광아이엘아이(주),완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)테스,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)아하,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)디알젬,완제품제조,의료·보건,,,KSIC
법인,,(주)한라캐스트,부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,삼성기업인수목적13호(주),금융,결제·핀테크,,,KSIC
법인,,케이비제25호기업인수목적 주식회사,금융,결제·핀테크,,,KSIC
법인,,(주)핑거스토리,플랫폼·중개,소프트웨어·IT,,,KSIC
법인,,대보마그네틱(주),완제품제조,기계·운송기기,전력·중전기,,KSIC
법인,,(주)우양,완제품제조,식품·음료,,,KSIC
법인,,(주)알파에이아이,완제품제조,의료·보건,,,KSIC
법인,,오픈엣지테크놀로지 주식회사,콘텐츠·SW,미디어·광고·영상,,,KSIC
법인,,주식회사 바이오솔루션,소재제조,의약·바이오,,,KSIC
법인,,주식회사 대신밸류리츠위탁관리부동산투자회사,금융,은행업,,,KSIC
법인,,(주)마이크로디지탈,완제품제조,의료·보건,,,KSIC
법인,,대신밸런스제14호기업인수목적(주),금융,증권·투자매매업,,,KSIC
법인,,교보13호기업인수목적 주식회사,금융,결제·핀테크,,,KSIC
법인,,(주)세이브존아이앤씨,소매,다품목·범용,,,KSIC
법인,,(주)졸스,도매·상사,다품목·범용,,,KSIC
법인,,(주)푸른로보틱스,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)카티스,인적서비스,소프트웨어·IT,,,KSIC
법인,,(주)오이솔루션,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,주식회사 코어라인소프트,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,(주)쓰리빌리언,인적서비스,전문서비스,,,KSIC
법인,,(주)탑선,완제품제조,기계·운송기기,전력·중전기,,KSIC
법인,,(주)메디콕스,완제품제조,기계·운송기기,조선·해양,,KSIC
법인,,주식회사 페스카로,인적서비스,전문서비스,,,KSIC
법인,,강남제비스코(주),소재제조,화학·소재,석유화학·기초,,KSIC
법인,,신대양제지(주),소재제조,화학·소재,제지·포장,,KSIC
법인,,(주)인성정보,인적서비스,소프트웨어·IT,,,KSIC
법인,,(주)일신석재,도매·상사,다품목·범용,,,KSIC
법인,,에코볼트(주),부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,(주)네오크레마,완제품제조,식품·음료,,,KSIC
법인,,(주)아이엘,완제품제조,기계·운송기기,전력·중전기,,KSIC
법인,,주식회사 청담글로벌,도매·상사,의약·바이오,,,KSIC
법인,,디와이덕양(주),부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,(주)인크레더블버즈,도매·상사,다품목·범용,,,KSIC
법인,,(주)아리바이오랩,인적서비스,의약·바이오,,,KSIC
법인,,(주)아이에이치큐,콘텐츠·SW,미디어·광고·영상,,,KSIC
법인,,(주)유니켐,부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,(주)대동스틸,도매·상사,다품목·범용,,,KSIC
법인,,티케이지휴켐스(주),소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)씨에스,완제품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,에이치엘비제약(주),인적서비스,의약·바이오,,,KSIC
법인,,(주)레이언스,완제품제조,의료·보건,,,KSIC
법인,,(주)크리스에프앤씨,완제품제조,의류·패션,,,KSIC
법인,,(주)티피씨로보틱스,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,에코심플렉스(주),인적서비스,사업지원서비스,,,KSIC
법인,,(주)신화프리텍,부품제조,금속,,,KSIC
법인,,(주)바이오포트코리아,완제품제조,식품·음료,,,KSIC
법인,,(주)중앙에너비스,도매·상사,에너지·자원·환경,,,KSIC
법인,,주식회사알에프세미,부품제조,전자·정밀,반도체·소자,,KSIC
법인,,주식회사 하스코,부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,태양기계(주),부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,미래산업(주),완제품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)팬젠,소재제조,의약·바이오,,,KSIC
법인,,일성건설(주),시공·건설,건설·시공,,,KSIC
법인,,(주)아이씨디,완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)파수에이아이,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,(주)뉴온,완제품제조,식품·음료,,,KSIC
법인,,한선엔지니어링(주),부품제조,금속,,,KSIC
법인,,소프트캠프(주),콘텐츠·SW,미디어·광고·영상,,,KSIC
법인,,주식회사 파로스아이바이오,인적서비스,의약·바이오,,,KSIC
법인,,에스엔시스(주),완제품제조,기계·운송기기,전력·중전기,,KSIC
법인,,대진첨단소재(주),소재제조,화학·소재,석유화학·기초,,KSIC
법인,,에이치엘비글로벌(주),소매,다품목·범용,,,KSIC
법인,,(주)이엠비,완제품제조,기계·운송기기,전력·중전기,,KSIC
법인,,(주)엔에이치엔벅스,플랫폼·중개,소프트웨어·IT,,,KSIC
법인,,주식회사 모비릭스,콘텐츠·SW,게임,,,KSIC
법인,,(주)아이스크림에듀,콘텐츠·SW,미디어·광고·영상,,,KSIC
법인,,퓨쳐메디신 주식회사,인적서비스,의약·바이오,,,KSIC
법인,,(주)뉴보텍,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)메타케어,도매·상사,다품목·범용,,,KSIC
법인,,(주)디지아이티엑스,완제품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,오토앤(주),도매·상사,기계·운송기기,완성차·부품,,KSIC
법인,,(주)엔지브이아이,부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,(주)월덱스,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)우리기술,완제품제조,기계·운송기기,전력·중전기,,KSIC
법인,,(주)한진중공업홀딩스,시설·자산운영,에너지·자원·환경,,,KSIC
법인,,(주)제닉,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,부국증권(주),금융,증권·투자매매업,,,KSIC
법인,,삼천리자전거(주),도매·상사,다품목·범용,,,KSIC
법인,,경남스틸(주),소재제조,금속,철강,,KSIC
법인,,(주)한창,도매·상사,다품목·범용,,,KSIC
법인,,(주)마녀공장,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,솔루스첨단소재 주식회사,부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)에이치엠넥스,부품제조,전자·정밀,반도체·소자,,KSIC
법인,,제이더블유신약(주),소재제조,의약·바이오,,,KSIC
법인,,(주)대한과학,도매·상사,다품목·범용,,,KSIC
법인,,케이비제27호기업인수목적(주),금융,결제·핀테크,,,KSIC
법인,,에이자기관리부동산투자회사(주),시설·자산운영,부동산·임대,,,KSIC
법인,,한국투자파트너스(주),금융,자산운용업,,,KSIC
법인,,(주)노랑풍선,플랫폼·중개,레저·숙박·스포츠,,,KSIC
법인,,(주)파이버프로,완제품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)하이로닉,완제품제조,의료·보건,,,KSIC
법인,,(주)질경이,완제품제조,화장품·뷰티,,,KSIC
법인,,삼영전자공업(주),부품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,럭스피아(주),부품제조,전자·정밀,반도체·소자,,KSIC
법인,,(주)예선테크,소재제조,화학·소재,석유화학·기초,,KSIC
법인,,(주)오상헬스케어,완제품제조,의료·보건,,,KSIC
법인,,(주)에스지엔지,부품제조,기계·운송기기,완성차·부품,,KSIC
법인,,(주)코나솔,부품제조,금속,,,KSIC
법인,,주식회사 프롬바이오,완제품제조,식품·음료,,,KSIC
법인,,주식회사 아이엠뱅크,금융,은행업,,,KSIC
법인,,에스케이렌터카(주),시설·자산운영,기계·운송기기,완성차·부품,,KSIC
법인,,주식회사 민테크,완제품제조,전자·정밀,전자기기·모듈,,KSIC
법인,,(주)대성미생물연구소,소재제조,의약·바이오,,,KSIC
법인,,에이테크솔루션(주),완제품제조,기계·운송기기,산업기계·로봇,,KSIC
법인,,(주)케어젠,소재제조,의약·바이오,,,KSIC
법인,,(주)비아이매트릭스,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,(주)와이앤넥스트,부품제조,전자·정밀,기판·PCB,,KSIC
법인,,(주)유라클,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,피노텍,콘텐츠·SW,소프트웨어·IT,,,KSIC
법인,,(주)코리아나화장품,완제품제조,화장품·뷰티,,,KSIC
