단위,모법인,이름,A세분류,B1주업종,B1_2단,매출,판정근거
법인,,(유)문경가온태양광발전,시설·자산운영,에너지·자원·환경,,249,KSIC
법인,,(유)빌드윈인동태양광발전,시설·자산운영,에너지·자원·환경,,453,KSIC
법인,,(유)사조씨피케이,완제품제조,식품·음료,,"382,827",KSIC
법인,,(유)스튜디오제이앤에스,콘텐츠·SW,미디어·광고·영상,,50,KSIC
법인,,(유)씨엑스케이,인적서비스,소프트웨어·IT,,170,KSIC
법인,,(유)엑셀로이콰인알앤디센터,시설·자산운영,레저·숙박·스포츠,,"1,612",KSIC
법인,,(유)재벌집막내아들문화산업전문회사,콘텐츠·SW,미디어·광고·영상,,711,KSIC
법인,,(유)전주가온태양광발전,시설·자산운영,에너지·자원·환경,,579,KSIC
법인,,(유)제이씨엔,콘텐츠·SW,미디어·광고·영상,,"1,627",KSIC
법인,,(유)지음,인적서비스,전문서비스,,64,KSIC
법인,,(유)편안한이동1,운송·보관,육상운송,,"9,253",KSIC
법인,,(유)편안한이동2,운송·보관,육상운송,,"9,224",KSIC
법인,,(주) 성경식품,완제품제조,식품·음료,,"131,769",KSIC
법인,,(주) 성경식품제2공장,완제품제조,식품·음료,,"2,144",KSIC
법인,,(주)가진에이케이엠,인적서비스,전문서비스,,70,KSIC
법인,,(주)강원일보,콘텐츠·SW,미디어·광고·영상,,"26,615",KSIC
법인,,(주)강원학교태양광,시설·자산운영,에너지·자원·환경,,"6,886",KSIC
법인,,(주)갤럭시아에스엠,시설·자산운영,레저·숙박·스포츠,,"40,344",KSIC
법인,,(주)게티이미지코리아,인적서비스,전문서비스,,"16,330",KSIC
법인,,(주)경기평택글로벌,시설·자산운영,부동산·임대,,"61,222",KSIC
법인,,(주)고려에스엠,운송·보관,창고·물류,,"6,941",KSIC
법인,,(주)고려에프앤에프,완제품제조,식품·음료,,"34,868",KSIC
법인,,(주)고려저축은행,금융,은행업,,"147,618",KSIC
법인,,(주)고운누리,소매,식품·음료,,487,KSIC
법인,,(주)고촌복합개발자산관리,시설·자산운영,부동산·임대,,6,KSIC
법인,,(주)골든피쉬크리에이티브,도매·상사,다품목·범용,,535,KSIC
법인,,(주)공영홈쇼핑,소매,다품목·범용,,"188,283",KSIC
법인,,(주)광명문화복합단지자산관리,인적서비스,부동산·임대,,455,KSIC
법인,,(주)광영토건,시공·건설,건설·시공,,"11,946",KSIC
세그먼트,(주)광주신세계,백화점부문,소매,다품목·범용,,170704,키워드 「백화점」
세그먼트,(주)광주신세계,부동산 및 자동차여객터미널업,완제품제조,기계·운송기기,완성차·부품,13506,키워드 「자동차」
법인,,(주)광주일보사,콘텐츠·SW,미디어·광고·영상,,"6,629",KSIC
법인,,(주)교보문고,소매,다품목·범용,,"983,470",KSIC
법인,,(주)군포복합개발피에프브이,시설·자산운영,부동산·임대,,"273,877",KSIC
법인,,(주)굿닥,콘텐츠·SW,소프트웨어·IT,,981,KSIC
법인,,(주)그로들,플랫폼·중개,소프트웨어·IT,,"1,364",KSIC
법인,,(주)그린가스솔루션이앤씨,시공·건설,건설·시공,,"24,018",KSIC
법인,,(주)그린누리,인적서비스,사업지원서비스,,"4,940",KSIC
법인,,(주)그린산업,인적서비스,사업지원서비스,,"1,557",KSIC
법인,,(주)그린웹서비스,플랫폼·중개,소프트웨어·IT,,"51,193",KSIC
법인,,(주)그린카,시설·자산운영,기계·운송기기,완성차·부품,"73,196",KSIC
법인,,(주)그린파트너즈,인적서비스,사업지원서비스,,"9,124",KSIC
법인,,(주)글라이드,소매,다품목·범용,,891,KSIC
법인,,(주)글라인,인적서비스,음악·공연·엔터,,"5,646",KSIC
법인,,(주)글앤그림미디어,콘텐츠·SW,미디어·광고·영상,,20,KSIC
법인,,(주)금강레저,시설·자산운영,레저·숙박·스포츠,,"17,080",KSIC
법인,,(주)기브릿지,인적서비스,소프트웨어·IT,,35,KSIC
법인,,(주)나노이닉스,소재제조,화학·소재,석유화학·기초,"5,152",KSIC
법인,,(주)나눔누리,인적서비스,사업지원서비스,,"28,378",KSIC
법인,,(주)나잇나잇,소매,식품·음료,,159,KSIC
법인,,(주)나진,시설·자산운영,부동산·임대,,9,KSIC
법인,,(주)남도일보,콘텐츠·SW,미디어·광고·영상,,"4,509",KSIC
법인,,(주)남부공원,콘텐츠·SW,미디어·광고·영상,,162,KSIC
세그먼트,(주)남선알미늄,알루미늄부문,소재제조,금속,비철금속,115566,상속 — 키워드 없음
세그먼트,(주)남선알미늄,자동차부문,완제품제조,기계·운송기기,완성차·부품,139246,키워드 「자동차」
세그먼트,(주)남선알미늄,남선홀딩스,인적서비스,전문서비스,,5781,계열사 「남선홀딩스」
법인,,(주)남선홀딩스,인적서비스,전문서비스,,"5,781",KSIC
법인,,(주)남영자동차매매상사,시설·자산운영,부동산·임대,,490,KSIC
법인,,(주)네오플,콘텐츠·SW,게임,,"1,072,672",KSIC
법인,,(주)네이처페이지,도매·상사,다품목·범용,,2,KSIC
법인,,(주)넥스트씬,콘텐츠·SW,미디어·광고·영상,,220,KSIC
법인,,(주)넥스트앤바이오,인적서비스,의약·바이오,,"1,116",KSIC
법인,,(주)넥스포쏠라,시설·자산운영,에너지·자원·환경,,"1,575",KSIC
법인,,(주)넥스포에너지,시설·자산운영,에너지·자원·환경,,"1,711",KSIC
법인,,(주)넥슨게임즈,콘텐츠·SW,게임,,"174,437",KSIC
법인,,(주)넥슨네트웍스,인적서비스,사업지원서비스,,"66,392",KSIC
법인,,(주)넥슨스페이스,인적서비스,사업지원서비스,,"34,505",KSIC
법인,,(주)넥슨유니버스,콘텐츠·SW,소프트웨어·IT,,"3,533",KSIC
법인,,(주)넥슨커뮤니케이션즈,인적서비스,사업지원서비스,,"6,666",KSIC
법인,,(주)넥슨코리아,콘텐츠·SW,게임,,"3,105,882",KSIC
법인,,(주)넵튠,콘텐츠·SW,게임,,"30,182",KSIC
법인,,(주)농심,완제품제조,식품·음료,,"2,734,714",KSIC
법인,,(주)농심미분,완제품제조,식품·음료,,"18,256",KSIC
법인,,(주)농심캐피탈,금융,여신전문금융업,,"41,311",KSIC
세그먼트,(주)농심홀딩스,엔지니어링,인적서비스,전문서비스,,157042,키워드 「엔지니어링」
세그먼트,(주)농심홀딩스,레저,시설·자산운영,레저·숙박·스포츠,,22303,키워드 「레저」
법인,,(주)농협네트웍스,시공·건설,건설·시공,,"530,654",KSIC
법인,,(주)농협목우촌,완제품제조,식품·음료,,"688,540",KSIC
법인,,(주)농협물류,운송·보관,육상운송,,"604,493",KSIC
법인,,(주)농협사료,완제품제조,식품·음료,,"1,771,315",KSIC
법인,,(주)농협유통,소매,다품목·범용,,"1,394,445",KSIC
법인,,(주)농협정보시스템,인적서비스,소프트웨어·IT,,"327,980",KSIC
법인,,(주)농협케미컬,완제품제조,화학·소재,농화학,"238,494",KSIC
법인,,(주)농협파트너스,인적서비스,고용·인력,,"257,392",KSIC
법인,,(주)농협하나로유통,소매,다품목·범용,,"1,180,411",KSIC
법인,,(주)농협홍삼,완제품제조,식품·음료,,"62,840",KSIC
법인,,(주)뉴데이즈,콘텐츠·SW,미디어·광고·영상,,126,KSIC
법인,,(주)니티드,소매,의류·패션,,"4,522",KSIC
법인,,(주)님블뉴런,콘텐츠·SW,게임,,"26,022",KSIC
법인,,(주)다보중앙,인적서비스,전문서비스,,"5,314",KSIC
법인,,(주)다온크리에이티브,콘텐츠·SW,미디어·광고·영상,,"23,601",KSIC
세그먼트,(주)다우기술,비금융,금융,금융,,2644132,키워드 「금융」
세그먼트,(주)다우기술,금융,금융,금융,,1528354,키워드 「금융」
세그먼트,(주)다우데이타,비금융,금융,금융,,2644132,키워드 「금융」
세그먼트,(주)다우데이타,금융,금융,금융,,1528354,키워드 「금융」
법인,,(주)다현테크,완제품제조,기계·운송기기,산업기계·로봇,"13,605",KSIC
법인,,(주)대광건설,시설·자산운영,부동산·임대,,1,KSIC
법인,,(주)대광건영,시공·건설,건설·시공,,"728,180",KSIC
법인,,(주)대광에이엠씨,시설·자산운영,부동산·임대,,"4,634",KSIC
법인,,(주)대광이엔씨,시공·건설,건설·시공,,"5,333",KSIC
법인,,(주)대농,소재제조,의류·패션,,"45,340",KSIC
법인,,(주)대농어패럴,완제품제조,의류·패션,,"81,685",KSIC
법인,,(주)대농텍스타일,소재제조,의류·패션,,"41,753",KSIC
법인,,(주)대림,도매·상사,화학·소재,,"1,445,010",KSIC
법인,,(주)대명건설,시공·건설,건설·시공,,"280,662",KSIC
법인,,(주)대명화학,인적서비스,전문서비스,,"118,512",KSIC
법인,,(주)대신경제연구소,인적서비스,전문서비스,,"5,823",KSIC
법인,,(주)대신저축은행,금융,은행업,,"135,309",KSIC
세그먼트,(주)대우건설,토 목,시공·건설,건설·시공,,5773139,키워드 「토목」
세그먼트,(주)대우건설,건 축,시공·건설,건설·시공,,32402840,키워드 「건축」
세그먼트,(주)대우건설,플 랜 트,시공·건설,건설·시공,,3949400,키워드 「플랜트」
법인,,(주)대우에스티,시공·건설,건설·시공,,"336,067",KSIC
법인,,(주)대일시스템,소매,전자·정밀,전자기기·모듈,563,KSIC
법인,,(주)대전문화피에프브이,시설·자산운영,부동산·임대,,"4,458",KSIC
법인,,(주)대전신세계,소매,다품목·범용,,"192,529",KSIC
법인,,(주)대주실업,운송·보관,육상운송,,"2,728",KSIC
법인,,(주)대한송유관공사,운송·보관,육상운송,,"203,080",KSIC
법인,,(주)대한저축은행,금융,은행업,,"39,075",KSIC
세그먼트,(주)대한항공,항공운송,운송·보관,항공운송,,23970496,키워드 「항공」
세그먼트,(주)대한항공,항공우주,완제품제조,기계·운송기기,항공·우주·방산,779623,키워드 「항공우주」
세그먼트,(주)대한항공,호 텔,시설·자산운영,레저·숙박·스포츠,,150307,키워드 「호텔」
법인,,(주)대홍기획,인적서비스,미디어·광고·영상,,"274,326",KSIC
법인,,(주)더금융서비스,금융,보험업,,"56,320",KSIC
법인,,(주)더블에셋자기관리부동산투자회사,시설·자산운영,부동산·임대,,253,KSIC
법인,,(주)더블유앤파트너스,소매,다품목·범용,,1,KSIC
법인,,(주)더블유엠엠스튜디오스,완제품제조,의류·패션,,598,KSIC
법인,,(주)더블유제이노체앤코,인적서비스,사업지원서비스,,"51,923",KSIC
법인,,(주)더블유제이라이프,인적서비스,사업지원서비스,,"23,748",KSIC
법인,,(주)더블유컨셉코리아,소매,다품목·범용,,"118,915",KSIC
법인,,(주)더블저축은행,금융,은행업,,"33,367",KSIC
법인,,(주)더블캐피탈,금융,여신전문금융업,,"2,143",KSIC
법인,,(주)더블파이낸스대부,금융,여신전문금융업,,239,KSIC
법인,,(주)더스카이케이,시설·자산운영,미디어·광고·영상,,"11,004",KSIC
법인,,(주)더유니콘,시공·건설,건설·시공,,"1,996",KSIC
법인,,(주)더케이구조화제1호위탁관리부동산투자회사,시설·자산운영,부동산·임대,,"22,077",KSIC
법인,,(주)더클래식씨씨,시설·자산운영,레저·숙박·스포츠,,"4,337",KSIC
법인,,(주)더프라자,콘텐츠·SW,소프트웨어·IT,,"4,354",KSIC
법인,,(주)덕원이앤씨,시설·자산운영,부동산·임대,,"66,880",KSIC
법인,,(주)데브캣,콘텐츠·SW,게임,,"120,069",KSIC
법인,,(주)데이지파트너스,플랫폼·중개,소프트웨어·IT,,"5,880",KSIC
법인,,(주)데이콤크로싱,시설·자산운영,통신·네트워크,,"44,019",KSIC
법인,,(주)돌고래유괴단,인적서비스,미디어·광고·영상,,"16,731",KSIC
법인,,(주)동광주택,시공·건설,건설·시공,,"25,353",KSIC
법인,,(주)동림,시공·건설,건설·시공,,"18,421",KSIC
세그먼트,(주)동양,건재 부문,소재제조,화학·소재,건축소재,381380,상속 — 키워드 없음
세그먼트,(주)동양,건설 부문,시공·건설,건설·시공,,112646,키워드 「건설」
세그먼트,(주)동양,플랜트 부문,시공·건설,건설·시공,,40817,키워드 「플랜트」
세그먼트,(주)동양,섬유 부문,소재제조,화학·소재,건축소재,89330,상속 — 키워드 없음
법인,,(주)동양개발산업,시설·자산운영,부동산·임대,,825,KSIC
법인,,(주)동양건설산업,시공·건설,건설·시공,,"156,697",KSIC
법인,,(주)동양건축사사무소,인적서비스,전문서비스,,442,KSIC
법인,,(주)동양관광레저,시설·자산운영,레저·숙박·스포츠,,"19,542",KSIC
법인,,(주)동양동탄주택,시공·건설,건설·시공,,84,KSIC
법인,,(주)동양에너지,시설·자산운영,에너지·자원·환경,,"3,877",KSIC
법인,,(주)동양이노텍,시설·자산운영,부동산·임대,,"3,940",KSIC
법인,,(주)동양주택개발,시설·자산운영,부동산·임대,,10,KSIC
세그먼트,(주)동원에프앤비,일반식품부문,완제품제조,식품·음료,,2178384,키워드 「식품」
세그먼트,(주)동원에프앤비,조미유통부문,소매,다품목·범용,,2451897,키워드 「유통」
세그먼트,(주)동원에프앤비,사료부문,완제품제조,식품·음료,,247449,키워드 「사료」
법인,,(주)동원티엘에스,운송·보관,창고·물류,,"11,337",KSIC
법인,,(주)동원홈푸드,완제품제조,식품·음료,,"2,643,330",KSIC
법인,,(주)동주,소재제조,화학·소재,제지·포장,"20,913",KSIC
법인,,(주)동주상사,시설·자산운영,부동산·임대,,356,KSIC
법인,,(주)동주피앤지,소재제조,화학·소재,석유화학·기초,"2,609",KSIC
법인,,(주)동해그린에너지,시설·자산운영,에너지·자원·환경,,"2,418",KSIC
세그먼트,(주)두산,잠실진주아파트 주택재건축정비사업 등,시공·건설,건설·시공,,35507,키워드 「건축」
세그먼트,(주)두산,"신한울 3,4호기 원자로설비 등",부품제조,전자·정밀,기판·PCB,15591337,상속 — 키워드 없음
세그먼트,(주)두산,위탁 운영서비스 계약,부품제조,전자·정밀,기판·PCB,1683905,상속 — 키워드 없음
세그먼트,(주)두산,연장보증 외,부품제조,전자·정밀,기판·PCB,582150,상속 — 키워드 없음
세그먼트,(주)두산,다이소 세종온라인센터 구축 공사 등,소매,다품목·범용,,139794,키워드 「온라인」
세그먼트,(주)두산,차감 계,부품제조,전자·정밀,기판·PCB,18032693,상속 — 키워드 없음
법인,,(주)두산모빌리티이노베이션,완제품제조,기계·운송기기,전력·중전기,"32,153",KSIC
법인,,(주)두산베어스,인적서비스,레저·숙박·스포츠,,"79,529",KSIC
법인,,(주)두산인베스트먼트,금융,여신전문금융업,,"2,802",KSIC
법인,,(주)두산테스나,부품제조,전자·정밀,반도체·소자,"303,874",KSIC
법인,,(주)드림에이지,콘텐츠·SW,게임,,"62,750",KSIC
법인,,(주)드림위더스,인적서비스,사업지원서비스,,"13,465",KSIC
법인,,(주)디디아이여주스마트프로젝트위탁관리부동산투자회사,시설·자산운영,부동산·임대,,5,KSIC
법인,,(주)디비글로벌칩,부품제조,전자·정밀,반도체·소자,"162,897",KSIC
법인,,(주)디비기술투자,금융,여신전문금융업,,760,KSIC
세그먼트,(주)디비아이엔씨,IT,인적서비스,소프트웨어·IT,,361509,약어 「IT」
세그먼트,(주)디비아이엔씨,상사,도매·상사,다품목·범용,,232858,키워드 「상사」
세그먼트,(주)디비아이엔씨,브랜드,인적서비스,소프트웨어·IT,,44910,상속 — 키워드 없음
법인,,(주)디비월드,시설·자산운영,레저·숙박·스포츠,,"105,729",KSIC
세그먼트,(주)디비하이텍,반도체,부품제조,전자·정밀,반도체·소자,1122718,키워드 「반도체」
세그먼트,(주)디비하이텍,부동산,시설·자산운영,부동산·임대,,8450,키워드 「부동산」
세그먼트,(주)디비하이텍,건설공사,시공·건설,건설·시공,,2998,키워드 「건설」
세그먼트,(주)디비하이텍,합금철,부품제조,전자·정밀,반도체·소자,40064,상속 — 키워드 없음
법인,,(주)디씨알이,시설·자산운영,부동산·임대,,"451,763",KSIC
법인,,(주)디아이에셋,금융,자산운용업,,471,KSIC
법인,,(주)디앤오,시설·자산운영,부동산·임대,,"227,023",KSIC
법인,,(주)디앤오씨엠,인적서비스,전문서비스,,"33,117",KSIC
법인,,(주)디앤케이켐텍,소재제조,화학·소재,석유화학·기초,"27,263",KSIC
법인,,(주)디어유,콘텐츠·SW,소프트웨어·IT,,"83,844",KSIC
법인,,(주)디에이에이,콘텐츠·SW,소프트웨어·IT,,"18,677",KSIC
법인,,(주)디에이피,부품제조,전자·정밀,기판·PCB,"329,543",KSIC
법인,,(주)디엑스이,인적서비스,미디어·광고·영상,,"8,461",KSIC
법인,,(주)디엔솔루션즈,완제품제조,기계·운송기기,산업기계·로봇,"1,803,233",KSIC
법인,,(주)디엔오토모티브,부품제조,기계·운송기기,완성차·부품,"986,280",KSIC
법인,,(주)디엠씨미디어,인적서비스,미디어·광고·영상,,"26,435",KSIC
법인,,(주)디케이개발,시설·자산운영,부동산·임대,,28,KSIC
법인,,(주)디케이랜드,시공·건설,건설·시공,,"27,585",KSIC
법인,,(주)디케이레저,시설·자산운영,레저·숙박·스포츠,,1,KSIC
법인,,(주)디케이물류,운송·보관,창고·물류,,"2,383",KSIC
법인,,(주)디케이쏠라,인적서비스,전문서비스,,814,KSIC
법인,,(주)디케이씨,소재제조,금속,전선·케이블,"129,722",KSIC
법인,,(주)디케이에셋,시설·자산운영,부동산·임대,,957,KSIC
법인,,(주)디케이엘,시설·자산운영,부동산·임대,,"93,732",KSIC
법인,,(주)디케이원,시설·자산운영,부동산·임대,,7,KSIC
법인,,(주)디케이월드,시설·자산운영,부동산·임대,,"15,147",KSIC
법인,,(주)디케이전력,인적서비스,전문서비스,,806,KSIC
법인,,(주)디케이테크인,콘텐츠·SW,소프트웨어·IT,,"87,302",KSIC
법인,,(주)디케이하우징,시설·자산운영,부동산·임대,,110,KSIC
법인,,(주)디코드컴퍼니,완제품제조,의류·패션,,"42,409",KSIC
법인,,(주)디티알,완제품제조,기계·운송기기,전력·중전기,"16,077",KSIC
법인,,(주)디플러스스튜디오,콘텐츠·SW,미디어·광고·영상,,31,KSIC
법인,,(주)떠나요,인적서비스,사업지원서비스,,"26,567",KSIC
법인,,(주)라이블리팩토리,도매·상사,다품목·범용,,31,KSIC
법인,,(주)라이온하트스튜디오,콘텐츠·SW,게임,,"85,658",KSIC
법인,,(주)라이트브레인,인적서비스,소프트웨어·IT,,"11,168",KSIC
법인,,(주)라인개발,시공·건설,건설·시공,,"2,594",KSIC
법인,,(주)라인건설,시공·건설,건설·시공,,"529,716",KSIC
법인,,(주)라인산업,시공·건설,건설·시공,,"291,039",KSIC
법인,,(주)라인앤프라임,시설·자산운영,부동산·임대,,"1,695",KSIC
법인,,(주)라인엘하우징,시설·자산운영,부동산·임대,,"22,898",KSIC
법인,,(주)라인하우징,시설·자산운영,부동산·임대,,"199,503",KSIC
법인,,(주)레디엔터테인먼트,인적서비스,전문서비스,,"19,520",KSIC
법인,,(주)레시피그룹,완제품제조,의류·패션,,"78,552",KSIC
법인,,(주)레이어,완제품제조,의류·패션,,"191,943",KSIC
법인,,(주)레진엔터테인먼트,플랫폼·중개,소프트웨어·IT,,"110,350",KSIC
법인,,(주)렉스필드컨트리클럽,시설·자산운영,레저·숙박·스포츠,,"22,004",KSIC
법인,,(주)렐루게임즈,콘텐츠·SW,게임,,"10,336",KSIC
법인,,(주)로보스타,완제품제조,기계·운송기기,산업기계·로봇,"74,679",KSIC
법인,,(주)롯데아사히주류,도매·상사,주류·담배,,"156,655",KSIC
법인,,(주)롯데자이언츠,인적서비스,레저·숙박·스포츠,,"81,084",KSIC
법인,,(주)루비노,도매·상사,주류·담배,,477,KSIC
법인,,(주)루치펠로코리아,완제품제조,화장품·뷰티,,"8,965",KSIC
세그먼트,(주)리가켐바이오사이언스,신약연구개발,인적서비스,의약·바이오,,121161,상속 — 키워드 없음
세그먼트,(주)리가켐바이오사이언스,의약사업,소재제조,의약·바이오,,20392,키워드 「의약」
법인,,(주)리드,금융,보험업,,"1,939",KSIC
법인,,(주)리버빌,시설·자산운영,레저·숙박·스포츠,,237,KSIC
법인,,(주)리벤트에너지,시설·자산운영,에너지·자원·환경,,482,KSIC
법인,,(주)링키지랩,플랫폼·중개,소프트웨어·IT,,"11,927",KSIC
법인,,(주)마뗑킴,완제품제조,의류·패션,,"135,683",KSIC
법인,,(주)마이금융파트너,금융,보험업,,"39,671",KSIC
법인,,(주)마인드마크,콘텐츠·SW,미디어·광고·영상,,"27,500",KSIC
법인,,(주)마켓보로,콘텐츠·SW,소프트웨어·IT,,"25,617",KSIC
법인,,(주)마포애경타운,시설·자산운영,부동산·임대,,"22,932",KSIC
법인,,(주)맥시칸,도매·상사,다품목·범용,,"21,288",KSIC
법인,,(주)머슬암드,완제품제조,의류·패션,,"1,138",KSIC
법인,,(주)멀티캠퍼스,인적서비스,교육,,"310,213",KSIC
법인,,(주)메가마트,소매,다품목·범용,,"354,259",KSIC
법인,,(주)메가슈플렉스에스마켓코리아,소매,의류·패션,,"113,733",KSIC
법인,,(주)메디굿파트너스,소매,다품목·범용,,78,KSIC
법인,,(주)메르뱅,도매·상사,다품목·범용,,"1,298",KSIC
법인,,(주)메타보라,콘텐츠·SW,게임,,"5,189",KSIC
법인,,(주)명성라이픽스,콘텐츠·SW,소프트웨어·IT,,"87,303",KSIC
법인,,(주)모다이노칩,부품제조,전자·정밀,전자기기·모듈,"184,882",KSIC
법인,,(주)모던웍스,소매,의류·패션,,"54,139",KSIC
법인,,(주)모두락,인적서비스,사업지원서비스,,"1,844",KSIC
법인,,(주)모두락 애경산업,인적서비스,식품·음료,,379,KSIC
법인,,(주)모드나인아트컴퍼니,완제품제조,의류·패션,,"3,850",KSIC
법인,,(주)모보,소재제조,금속,전선·케이블,"317,331",KSIC
법인,,(주)모비딕벤처스,금융,자산운용업,,"1,056",KSIC
법인,,(주)모비딕자산운용,금융,자산운용업,,"1,561",KSIC
법인,,(주)모스트,도매·상사,의약·바이오,,"42,211",KSIC
법인,,(주)모아엘앤비인터내셔널,도매·상사,다품목·범용,,747,KSIC
법인,,(주)무주덕유산리조트,시설·자산운영,레저·숙박·스포츠,,"54,421",KSIC
법인,,(주)문피아,콘텐츠·SW,미디어·광고·영상,,"62,594",KSIC
법인,,(주)미디랩,도매·상사,다품목·범용,,"1,317",KSIC
법인,,(주)미디어로그,시설·자산운영,통신·네트워크,,"327,766",KSIC
법인,,(주)미디어웹,플랫폼·중개,소프트웨어·IT,,"9,623",KSIC
법인,,(주)미디어이음,인적서비스,전문서비스,,305,KSIC
법인,,(주)미디어캔,시설·자산운영,미디어·광고·영상,,"26,492",KSIC
법인,,(주)미라콤아이앤씨,인적서비스,소프트웨어·IT,,"253,825",KSIC
법인,,(주)미래로시스템,콘텐츠·SW,소프트웨어·IT,,"37,513",KSIC
법인,,(주)미래엠,시설·자산운영,레저·숙박·스포츠,,"21,372",KSIC
법인,,(주)미사리버아케이드,시설·자산운영,부동산·임대,,267,KSIC
법인,,(주)미성코리아,소매,다품목·범용,,230,KSIC
법인,,(주)민기,인적서비스,사업지원서비스,,"6,295",KSIC
법인,,(주)민트로켓,콘텐츠·SW,게임,,"32,075",KSIC
법인,,(주)바람픽쳐스,콘텐츠·SW,미디어·광고·영상,,"27,293",KSIC
법인,,(주)바비톡,콘텐츠·SW,소프트웨어·IT,,"36,766",KSIC
법인,,(주)바스칸바이오제약,소재제조,의약·바이오,,"33,520",KSIC
법인,,(주)바우하우스,시설·자산운영,부동산·임대,,"1,820",KSIC
법인,,(주)바운스,인적서비스,음악·공연·엔터,,"36,486",KSIC
법인,,(주)바이버,소매,다품목·범용,,"5,376",KSIC
법인,,(주)바이옥스,소재제조,화학·소재,석유화학·기초,"5,591",KSIC
법인,,(주)반도,시설·자산운영,부동산·임대,,"1,364",KSIC
법인,,(주)반도개발,시설·자산운영,레저·숙박·스포츠,,"16,368",KSIC
법인,,(주)반도건설,시공·건설,건설·시공,,"804,173",KSIC
법인,,(주)반도레저,시설·자산운영,기계·운송기기,,"3,605",KSIC
법인,,(주)반도종합건설,시설·자산운영,부동산·임대,,"42,661",KSIC
법인,,(주)반도홀딩스,인적서비스,사업지원서비스,,"22,721",KSIC
법인,,(주)반장프렌즈,플랫폼·중개,소프트웨어·IT,,1,KSIC
법인,,(주)발맥스기술,완제품제조,기계·운송기기,산업기계·로봇,"29,236",KSIC
법인,,(주)밝은누리,인적서비스,사업지원서비스,,"3,634",KSIC
법인,,(주)백학음료,완제품제조,식품·음료,,"42,029",KSIC
법인,,(주)버튼스,콘텐츠·SW,게임,,9,KSIC
법인,,(주)버프컨트롤,콘텐츠·SW,미디어·광고·영상,,35,KSIC
법인,,(주)베러스쿱크리머리,완제품제조,식품·음료,,"4,323",KSIC
법인,,(주)베스트엔지니어링,부품제조,금속,,"17,683",KSIC
법인,,(주)베스트토요타,도매·상사,기계·운송기기,완성차·부품,"110,308",KSIC
법인,,(주)베어로보틱스코리아,인적서비스,전문서비스,,"46,459",KSIC
법인,,(주)베어링아트,도매·상사,기계·운송기기,완성차·부품,"565,876",KSIC
법인,,(주)베어링플러스,도매·상사,기계·운송기기,완성차·부품,"4,590",KSIC
법인,,(주)보더리스필름,콘텐츠·SW,미디어·광고·영상,,"3,149",KSIC
법인,,(주)보이스루,콘텐츠·SW,소프트웨어·IT,,"16,682",KSIC
법인,,(주)보헌개발,시설·자산운영,부동산·임대,,"1,881",KSIC
법인,,(주)본엔젤스벤처파트너스,금융,자산운용업,,"29,846",KSIC
법인,,(주)부산글로벌빌리지,인적서비스,교육,,"8,957",KSIC
법인,,(주)부산도시가스,시설·자산운영,에너지·자원·환경,,"1,234,300",KSIC
법인,,(주)부산롯데호텔,시설·자산운영,레저·숙박·스포츠,,"262,766",KSIC
법인,,(주)부산이앤이,시설·자산운영,에너지·자원·환경,,"34,947",KSIC
법인,,(주)부영엔터테인먼트,콘텐츠·SW,미디어·광고·영상,,39,KSIC
법인,,(주)부영유통,소매,다품목·범용,,392,KSIC
법인,,(주)부영주택,시공·건설,건설·시공,,"1,133,000",KSIC
법인,,(주)분더캄머,도매·상사,다품목·범용,,"3,700",KSIC
법인,,(주)분크,소매,다품목·범용,,"25,990",KSIC
법인,,(주)브라이튼자산운용,금융,자산운용업,,"1,070",KSIC
법인,,(주)브랜드웍스코리아,소매,다품목·범용,,"126,183",KSIC
법인,,(주)브레이브뉴인베스트먼트,금융,여신전문금융업,,"2,817",KSIC
법인,,(주)브이에이에스티,인적서비스,전문서비스,,"10,512",KSIC
법인,,(주)브이에이치디자인,완제품제조,의류·패션,,"8,690",KSIC
법인,,(주)브이엔티지,인적서비스,소프트웨어·IT,,"48,761",KSIC
법인,,(주)블루원,시설·자산운영,레저·숙박·스포츠,,"39,690",KSIC
법인,,(주)블루코너캐피탈,금융,여신전문금융업,,"13,720",KSIC
법인,,(주)블루홀스튜디오,콘텐츠·SW,게임,,"30,493",KSIC
법인,,(주)비노갤러리아,도매·상사,주류·담배,,"2,741",KSIC
법인,,(주)비노에이치,소매,다품목·범용,,"5,802",KSIC
법인,,(주)비노에프앤비,인적서비스,식품·음료,,"1,198",KSIC
법인,,(주)비노파라다이스,소매,다품목·범용,,"17,229",KSIC
법인,,(주)비바리퍼블리카,플랫폼·중개,소프트웨어·IT,,"667,171",KSIC
법인,,(주)비바웨이브,완제품제조,화장품·뷰티,,"61,512",KSIC
법인,,(주)비아스텔레코리아,인적서비스,식품·음료,,922,KSIC
법인,,(주)비에스보성,시설·자산운영,부동산·임대,,"14,018",KSIC
법인,,(주)비에스산업,시공·건설,건설·시공,,"152,720",KSIC
법인,,(주)비에스에셋매니지먼트,시설·자산운영,부동산·임대,,"5,613",KSIC
법인,,(주)비에스지파트너스,콘텐츠·SW,소프트웨어·IT,,"87,140",KSIC
법인,,(주)비에스한양,시공·건설,건설·시공,,"1,134,223",KSIC
법인,,(주)비에이엔터테인먼트,콘텐츠·SW,미디어·광고·영상,,"41,583",KSIC
법인,,(주)비에이치엔터테인먼트,인적서비스,전문서비스,,"49,012",KSIC
