기업집단명,소속회사명,법인등록번호,KSIC,영위업종,종업원수,매출액,기업공개일,A세분류,A대분류,B1주업종,B1_2단,묶음노드,모수계층,판정근거
두나무,드림트리혁신성장제1호사모투자합자회사,1101130026955,K6420,신탁업 및 집합투자업,0,381,,금융,서비스,자산운용업,,,T2,KSIC K6420
DL,디렉스폴리머(유),1101140283058,C2020,합성고무 및 플라스틱 물질 제조업,59,"35,676",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2020
대방건설,디비개발(주),2850110296546,L6812,부동산 개발 및 공급업,6,0,,,,,,,모수밖,매출 0
대방건설,디비개발기업(주),2850110472386,L6812,부동산 개발 및 공급업,1,"78,192",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대방건설,디비건설(주),2850110252994,L6812,부동산 개발 및 공급업,11,"401,781",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
DB,디비금융서비스(주),1101115314474,K6620,보험 및 연금관련 서비스업,22,"24,082",,금융,서비스,보험업,,,T2,KSIC K6620
대방건설,디비산업개발(주),2850110253033,L6812,부동산 개발 및 공급업,4,0,,,,,,,모수밖,매출 0
DB,디비생명보험(주),1101110623606,K6511,생명 보험업,587,"1,855,317",,금융,서비스,보험업,,,T2,KSIC K6511
DB,디비손해보험(주),1101110095285,K6512,손해 및 보증 보험업,"4,637","20,021,058",1973/06/28,금융,서비스,보험업,,,T2,KSIC K6512
DB,디비스탁인베스트(주),1101114983329,M7153,경영 컨설팅 및 공공 관계 서비스업,0,0,,,,,,,모수밖,매출 0
DB,디비씨앤에스자동차손해사정(주),1101114558669,K6619,기타 금융 지원 서비스업,738,"56,256",,금융,서비스,결제·핀테크,,,T2,KSIC K6619
DB,디비씨에스아이손해사정(주),1101114558354,K6620,보험 및 연금관련 서비스업,364,"44,979",,금융,서비스,보험업,,,T2,KSIC K6620
DB,디비씨에이에스손해사정(주),1101114558940,K6620,보험 및 연금관련 서비스업,453,"44,790",,금융,서비스,보험업,,,T2,KSIC K6620
DB,디비엠앤에스(주),1101115074367,K6620,보험 및 연금관련 서비스업,25,"133,944",,금융,서비스,보험업,,,T2,KSIC K6620
대방건설,디비이엔씨(주),2850110472576,L6812,부동산 개발 및 공급업,1,"78,192",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
DB,디비인베스트(주),1101114220359,M7153,경영 컨설팅 및 공공 관계 서비스업,0,2,,인적서비스,서비스,전문서비스,,,T2,KSIC M7153
대방건설,디비일산(유),1101140166246,K6499,그 외 기타 금융업,0,0,,,,,,,모수밖,매출 0
DB,디비자동차보험손해사정(주),1101110367402,K6620,보험 및 연금관련 서비스업,868,"116,681",,금융,서비스,보험업,,,T2,KSIC K6620
DB,디비자산운용(주),1101111363160,K6420,신탁업 및 집합투자업,155,"34,763",,금융,서비스,자산운용업,,,T2,KSIC K6420
대방건설,디비종합개발(주),2850110472394,L6812,부동산 개발 및 공급업,1,"12,267",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대방건설,디비종합건설(주),2850110296538,L6812,부동산 개발 및 공급업,7,0,,,,,,,모수밖,매출 0
대방건설,디비주택(주),2850110296554,L6812,부동산 개발 및 공급업,6,0,,,,,,,모수밖,매출 0
DB,디비증권(주),1101110339956,K6612,증권 및 선물 중개업,787,"1,661,781",1988/06/27,금융,서비스,증권·투자매매업,,,T2,KSIC K6612
DB,디비캐피탈(주),1101111220641,K6491,여신금융업,42,"47,019",,금융,서비스,여신전문금융업,,,T2,KSIC K6491
DB,디비커뮤니케이션즈(주),1101118732029,M7131,광고 대행업,10,"3,525",,인적서비스,서비스,미디어·광고·영상,,,T2,KSIC M7131
대방건설,디비토건(주),2850110472401,L6812,부동산 개발 및 공급업,1,"12,267",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대방건설,디비하우징(주),2850110472568,L6812,부동산 개발 및 공급업,2,"12,267",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
지에스,디씨브릿지(주),1101117896082,J6311,"자료처리, 호스팅 및 관련 서비스업",21,"3,357",,시설·자산운영,서비스,통신·네트워크,,,T2,KSIC J6311
유진,디씨아이티와이부천피에프브이(주),1101110940971,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
유진,디씨아이티와이인천피에프브이(주),1101110941044,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
대방건설,디아이개발(주),2850110327002,L6812,부동산 개발 및 공급업,1,845,,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대방건설,디아이건설(주),2850110329298,L6812,부동산 개발 및 공급업,3,"66,848",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대방건설,디아이산업(주),2850110326989,L6812,부동산 개발 및 공급업,1,"34,065",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
씨제이,디아이웨어(주),1101116602133,J6202,"컴퓨터시스템 통합 자문, 구축 및 관리업",231,"47,507",,인적서비스,서비스,소프트웨어·IT,,,T2,KSIC J6202
대방건설,디아이주택개발(주),2850110326997,L6812,부동산 개발 및 공급업,1,"34,065",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대방건설,디아이하우징(주),2850110327010,L6812,부동산 개발 및 공급업,1,"26,495",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
에스케이,디앤디인베스트먼트(주),1101116618263,L6821,부동산 관리업,59,"17,185",,인적서비스,서비스,부동산·임대,,,T2,KSIC L6821
에스케이,디앤디프라퍼티솔루션(주),1101118150924,G4643,"생활용 가구, 조명기구 및 비전기식 생활용 기기 도매업",154,"86,393",,도매·상사,유통,생활용품·가구,,,T2,KSIC G4643
삼성,디앤엠세일즈앤마케팅코리아(주),1101111237844,G4652,"가전제품, 통신장비 및 부품 도매업",11,"18,897",,도매·상사,유통,전자·정밀,,,T2,KSIC G4652
대광,디앤파크(주),1801111317105,L6812,부동산 개발 및 공급업,1,"83,614",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대신,디에스엔피엘인베스트먼트대부(주),1101115638311,K6499,그 외 기타 금융업,8,"55,035",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
중흥건설,디에스케이피에프브이(주),1101110924679,L6812,부동산 개발 및 공급업,0,"6,384",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대신,디에이치씨개발(주),1101115921873,L6812,부동산 개발 및 공급업,3,0,,,,,,,모수밖,매출 0
삼표,디에이치씨인베스트먼트(주),1101117566122,M7160,기타 전문 서비스업,0,0,,,,,,,모수밖,매출 0
농협,디에이치환경산업(주),2062110069861,M7291,"기술 시험, 검사 및 분석업",5,"1,694",,인적서비스,서비스,전문서비스,,,T2,KSIC M7291
DL,디엘(주),1101110084915,K6499,그 외 기타 금융업,29,"174,580",1976/02/02,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
DL,디엘건설(주),1101110163115,F4111,주거용 건물 건설업,"1,223","1,652,565",,시공·건설,건설,건설·시공,,,T2,KSIC F4111
DL,디엘모터스(주),1101110227359,C3031,자동차 엔진용 신품 부품 제조업,218,"345,100",,부품제조,제조,기계·운송기기,완성차·부품,,T2,KSIC C3031
DL,디엘에너지(주),2844110075258,K6499,그 외 기타 금융업,32,"130,850",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
DL,디엘에너지글로벌(주),2844110127596,M7153,경영 컨설팅 및 공공 관계 서비스업,1,0,,,,,,,모수밖,매출 0
DL,디엘에프엔씨(주),2101110152696,C2221,1차 플라스틱제품 제조업,138,"87,329",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2221
DL,디엘이앤씨(주),1101117736808,F4111,주거용 건물 건설업,"4,690","4,750,115",2021/01/25,시공·건설,건설,건설·시공,,,T2,KSIC F4111
DL,디엘케미칼(주),1101117736858,C2011,기초 유기 화학물질 제조업,688,"1,509,108",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2011
대방건설,디엠개발(주),2850110352992,L6812,부동산 개발 및 공급업,3,"3,992",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대광,디케이관광개발(주),2001110340318,I5510,일반 및 생활 숙박시설 운영업,79,"13,462",,시설·자산운영,서비스,레저·숙박·스포츠,,,T2,KSIC I5510
대방건설,디케이일산(유),1101140166288,K6499,그 외 기타 금융업,0,0,,,,,,,모수밖,매출 0
대신,디티에이인베스트먼트(주),1101117058525,K6499,그 외 기타 금융업,0,"1,816",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
교보생명보험,디플래닉스(주),1101118133334,J6311,"자료처리, 호스팅 및 관련 서비스업",40,"6,471",,시설·자산운영,서비스,통신·네트워크,,,T2,KSIC J6311
중앙,딜리박스중앙(주),1101119106497,H4930,도로 화물 운송업,40,"21,032",,운송·보관,서비스,육상운송,,,T2,KSIC H4930
크래프톤,라이징윙스(주),1101114869123,J5821,게임 소프트웨어 개발 및 공급업,105,"21,478",,콘텐츠·SW,서비스,게임,,,T2,KSIC J5821
네이버,라인게임즈(주),1101114978007,J5821,게임 소프트웨어 개발 및 공급업,150,"33,476",,콘텐츠·SW,서비스,게임,,,T2,KSIC J5821
네이버,라인넥스트(주),1311110652519,J6399,그 외 기타 정보 서비스업,333,"34,346",,플랫폼·중개,서비스,소프트웨어·IT,,,T2,KSIC J6399
네이버,라인스튜디오(주),1311110497816,J5821,게임 소프트웨어 개발 및 공급업,166,"25,915",,콘텐츠·SW,서비스,게임,,,T2,KSIC J5821
네이버,라인파이낸셜(주),1311110513365,J6399,그 외 기타 정보 서비스업,69,"22,044",,플랫폼·중개,서비스,소프트웨어·IT,,,T2,KSIC J6399
네이버,라인페이플러스(주),1311110701085,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,185,"48,159",,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
네이버,라인프렌즈스퀘어(주),1101119067764,G4764,"게임용구, 인형 및 장난감 소매업",45,"19,682",,소매,유통,레저·숙박·스포츠,,,T2,KSIC G4764
네이버,라인플러스(주),1311110336030,J6312,포털 및 기타 인터넷 정보매개 서비스업,"1,803","626,514",,플랫폼·중개,서비스,소프트웨어·IT,,,T2,KSIC J6312
두나무,람다256(주),1101117039567,J6202,"컴퓨터시스템 통합 자문, 구축 및 관리업",77,"8,130",,인적서비스,서비스,소프트웨어·IT,,,T2,KSIC J6202
중앙,러너블(주),1101117985885,N7599,그 외 기타 사업지원 서비스업,23,"17,115",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7599
대광,로제비앙건설(주),2001110076391,F4121,지반조성 건설업,0,"6,265",,시공·건설,건설,건설·시공,,,T2,KSIC F4121
대명화학,로젠(주),1101110166127,C2629,기타 전자부품 제조업,266,"111,506",1997/10/13,부품제조,제조,전자·정밀,전자기기·모듈,,T2,KSIC C2629
지에스,로지스프로프로젝트와이일반사모부동산투자회사,1101118315437,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
유진,로지테크홀딩스(유),1101140281458,K6499,그 외 기타 금융업,0,0,,,,,,,모수밖,매출 0
코오롱,로터스카스코리아(주),1101118638433,G4511,자동차 신품 판매업,27,"11,633",,도매·상사,유통,기계·운송기기,완성차·부품,,T2,KSIC G4511
HL,로터스프라이빗에쿼티(주),1101117700150,K6499,그 외 기타 금융업,3,"2,188",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
현대자동차,로템에스알에스(주),1101117722435,H4921,도시 정기 육상 여객 운송업,170,"34,873",,운송·보관,서비스,육상운송,,,T2,KSIC H4921
롯데,롯데건설(주),1101110014764,F4111,주거용 건물 건설업,"7,418","7,906,682",,시공·건설,건설,건설·시공,,,T2,KSIC F4111
롯데,롯데광주씨케이(주),2001110651286,C1070,도시락 및 식사용 조리식품 제조업,124,"9,652",,완제품제조,제조,식품·음료,,,T2,KSIC C1070
롯데,롯데글로벌로지스(주),1101110578231,H4940,소화물 전문 운송업,"2,257","3,100,210",,운송·보관,서비스,육상운송,,,T2,KSIC H4940
롯데,롯데김해개발(주),1955110125398,N7410,사업시설 유지․관리 서비스업,0,"4,513",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7410
롯데,롯데네슬레코리아(주),1101110548052,C1089,기타 식료품 제조업,240,"157,136",,완제품제조,제조,식품·음료,,,T2,KSIC C1089
롯데,롯데디에프리테일(주),1101110205339,G4713,면세점,0,0,,,,,,,모수밖,매출 0
롯데,롯데렌탈(주),1101113326588,N7611,자동차 임대업,"1,333","2,673,810",2021/08/19,시설·자산운영,서비스,기계·운송기기,완성차·부품,,T2,KSIC N7611
롯데,롯데멤버스(주),1101115605790,N7599,그 외 기타 사업지원 서비스업,264,"118,496",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7599
롯데,롯데면세점제주(주),2201110130616,G4713,면세점,65,"141,795",,소매,유통,다품목·범용,,,T2,KSIC G4713
롯데,롯데물산(주),1101110320707,L6811,부동산 임대업,269,"422,416",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
롯데,롯데미래전략연구소(주),1101116609402,M7153,경영 컨설팅 및 공공 관계 서비스업,39,"11,632",,인적서비스,서비스,전문서비스,,,T2,KSIC M7153
롯데,롯데미쓰이화학(주),2062110042966,C2049,그 외 기타 화학제품 제조업,4,"8,754",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2049
롯데,롯데바이오로직스(주),1101118323232,C2110,기초 의약 물질 제조업,445,"205,921",,소재제조,제조,의약·바이오,,,T2,KSIC C2110
롯데,롯데베르살리스엘라스토머스(주),2062110050365,C2020,합성고무 및 플라스틱 물질 제조업,155,"350,065",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2020
롯데,롯데벤처스(주),1101115964112,K6491,여신금융업,22,"5,033",,금융,서비스,여신전문금융업,,,T2,KSIC K6491
롯데,롯데부산신항로지스(주),1801110684282,H5210,보관 및 창고업,7,"3,733",,운송·보관,서비스,창고·물류,,,T2,KSIC H5210
롯데,롯데부산씨케이(주),2341110126205,C1070,도시락 및 식사용 조리식품 제조업,202,"14,591",,완제품제조,제조,식품·음료,,,T2,KSIC C1070
롯데,롯데상사(주),1101110159099,G4610,상품 중개업,130,"750,124",,도매·상사,유통,다품목·범용,,,T2,KSIC G4610
롯데,롯데쇼핑(주),1101110000086,G4711,대형 종합 소매업,"18,733","8,188,061",2006/02/09,소매,유통,다품목·범용,,,T2,KSIC G4711
롯데,롯데알미늄(주),1101110003121,C2917,"냉각, 공기조화, 여과, 증류 및 가스발생기 제조업",222,"48,475",,완제품제조,제조,기계·운송기기,산업기계·로봇,,T2,KSIC C2917
롯데,롯데에너지머티리얼즈(주),2149110003625,C2629,기타 전자부품 제조업,579,"273,283",2011/03/04,부품제조,제조,전자·정밀,전자기기·모듈,,T2,KSIC C2629
롯데,롯데에스케이에너루트(주),1101118436374,D3520,연료용 가스 제조 및 배관공급업,11,"15,180",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3520
에스케이,롯데에스케이에너루트(주),1101118436374,D3520,연료용 가스 제조 및 배관공급업,11,"15,180",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3520
롯데,롯데에이엠씨(주),1101117056660,L6821,부동산 관리업,21,"5,308",,인적서비스,서비스,부동산·임대,,,T2,KSIC L6821
롯데,롯데에코월(주),1101110356455,F4242,유리 및 창호 공사업,153,"134,035",,시공·건설,건설,건설·시공,,,T2,KSIC F4242
롯데,롯데엔지니어링플라스틱(주),1615110034466,C2020,합성고무 및 플라스틱 물질 제조업,619,"200,478",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2020
롯데,롯데엠시시(주),1614110016995,C2011,기초 유기 화학물질 제조업,203,"445,055",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2011
롯데,롯데역사(주),1101110505903,G4711,대형 종합 소매업,6,"97,018",,소매,유통,다품목·범용,,,T2,KSIC G4711
롯데,롯데오토리스(주),1341110213433,K6491,여신금융업,63,"142,428",,금융,서비스,여신전문금융업,,,T2,KSIC K6491
롯데,롯데오토케어(주),1101115082922,S9521,자동차 수리 및 세차업,540,"97,726",,인적서비스,서비스,기계·운송기기,완성차·부품,,T2,KSIC S9521
롯데,롯데용인씨케이(주),1345110547339,C1070,도시락 및 식사용 조리식품 제조업,207,"18,598",,완제품제조,제조,식품·음료,,,T2,KSIC C1070
롯데,롯데울산개발(주),2301110254240,L6811,부동산 임대업,0,0,,,,,,,모수밖,매출 0
롯데,롯데웰푸드(주),1101116536481,C1060,"떡, 빵 및 과자류 제조업","5,877","3,282,857",2017/10/30,완제품제조,제조,식품·음료,,,T2,KSIC C1060
롯데,롯데위탁관리부동산투자회사(주),1101117061081,L6811,부동산 임대업,2,"140,834",2019/10/30,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
롯데,롯데이노베이트(주),1101116557114,J6202,"컴퓨터시스템 통합 자문, 구축 및 관리업","2,927","1,036,373",2018/07/27,인적서비스,서비스,소프트웨어·IT,,,T2,KSIC J6202
롯데,롯데이엠글로벌(주),1101117919553,N7591,사무지원 서비스업,3,207,,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7591
롯데,롯데인프라셀(주),1101118912522,C2422,"비철금속 압연, 압출 및 연신제품 제조업",249,"214,992",,소재제조,제조,금속,비철금속,,T2,KSIC C2422
롯데,롯데자산개발(주),1101112394263,L6812,부동산 개발 및 공급업,21,"7,703",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
롯데,롯데정밀화학(주),1812110000013,C2011,기초 유기 화학물질 제조업,971,"1,750,345",1976/04/15,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2011
롯데,롯데제이티비(주),1101113685710,N7521,여행사업,129,"20,611",,플랫폼·중개,서비스,레저·숙박·스포츠,,,T2,KSIC N7521
롯데,롯데지알에스(주),1101110262850,G4610,상품 중개업,"5,250","1,064,685",,도매·상사,유통,다품목·범용,,,T2,KSIC G4610
롯데,롯데지에스화학(주),2062110073383,C2011,기초 유기 화학물질 제조업,177,"440,237",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2011
지에스,롯데지에스화학(주),2062110073383,C2011,기초 유기 화학물질 제조업,177,"440,237",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2011
롯데,롯데지에프알(주),1101112730962,C1411,겉옷 제조업,125,"104,323",,완제품제조,제조,의류·패션,,,T2,KSIC C1411
롯데,롯데지주(주),1101110076300,K6499,그 외 기타 금융업,306,"339,118",1974/02/16,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
롯데,롯데칠성음료(주),1101110003684,C1120,비알코올 음료 및 얼음 제조업,"5,226","2,566,970",1973/06/21,완제품제조,제조,식품·음료,,,T2,KSIC C1120
롯데,롯데캐피탈(주),1101111217416,K6491,여신금융업,435,"938,368",,금융,서비스,여신전문금융업,,,T2,KSIC K6491
롯데,롯데컬처웍스(주),1101116768969,J5914,영화 및 비디오물 상영업,"1,748","367,884",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5914
롯데,롯데케미칼(주),1101110193196,C2011,기초 유기 화학물질 제조업,"4,304","11,912,607",1991/05/30,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2011
롯데,롯데테크(주),1711110000075,F4112,비주거용 건물 건설업,57,"27,462",,시공·건설,건설,건설·시공,,,T2,KSIC F4112
롯데,롯데패키징솔루션즈(주),1101118912556,C2599,그 외 기타 금속가공제품 제조업,525,"464,912",,부품제조,제조,금속,,,T2,KSIC C2599
롯데,롯데평택씨케이(주),1313110268932,C1070,도시락 및 식사용 조리식품 제조업,306,"27,586",,완제품제조,제조,식품·음료,,,T2,KSIC C1070
롯데,롯데하이마트(주),1101110532633,G4732,가전제품 소매업,"3,666","2,300,096",2011/06/29,소매,유통,전자·정밀,전자기기·모듈,,T2,KSIC G4732
롯데,롯데호텔에이치엠(주),1101110951259,N7599,그 외 기타 사업지원 서비스업,0,0,,,,,,,모수밖,매출 0
DL,루프원에너지(주),2062110092010,D3511,발전업,1,"2,379",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3511
코오롱,리베토코리아(주),1101116620309,L6811,부동산 임대업,0,18,,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
유진,리싸이클린(유),1101140292538,K6499,그 외 기타 금융업,0,120,,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
지에스,마그나피에프브이(주),1101118448600,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
호반,마륵파크(주),2001110580469,L6812,부동산 개발 및 공급업,4,"183,941",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
넷마블,마브렉스(주),1101118183115,J6209,기타 정보기술 및 컴퓨터운영 관련 서비스업,28,"6,644",,인적서비스,서비스,소프트웨어·IT,,,T2,KSIC J6209
씨제이,마산항제4부두운영(주),1942110035362,H5294,화물 취급업,0,14,,운송·보관,서비스,창고·물류,,,T2,KSIC H5294
에이치디씨,마스턴제113호로지스포인트서운피에프브이(주),1345110520830,L6811,부동산 임대업,0,"100,000",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
중흥건설,마스턴제141호용인백암피에프브이(주),1345110536407,L6812,부동산 개발 및 공급업,0,"5,325",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
케이티앤지,마스턴제144호피에프브이(주),1101118119102,L6812,부동산 개발 및 공급업,0,"3,041",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
효성,마이스터모터스(주),1101113589095,G4511,자동차 신품 판매업,176,"91,117",,도매·상사,유통,기계·운송기기,완성차·부품,,T2,KSIC G4511
에스케이,마인드노크(주),1101116638873,M7131,광고 대행업,75,"7,258",,인적서비스,서비스,미디어·광고·영상,,,T2,KSIC M7131
HL,만도브로제(주),1201110566557,C3039,자동차용 기타 신품 부품 제조업,244,"157,240",,부품제조,제조,기계·운송기기,완성차·부품,,T2,KSIC C3039
대명화학,망고리테일코리아(주),1101116673051,G4741,의복 소매업,10,"7,535",,소매,유통,의류·패션,,,T2,KSIC G4741
중흥건설,망포역세권개발피에프브이(주),1348110665622,L6812,부동산 개발 및 공급업,0,"24,101",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
신세계,매직플로우(주),1101118567137,R9019,기타 창작 및 예술관련 서비스업,3,"2,530",,인적서비스,서비스,음악·공연·엔터,,,T2,KSIC R9019
카카오,메가몬스터(주),2850110280466,J5911,"영화, 비디오물 및 방송프로그램 제작업",8,"10,442",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
중앙,메가박스중앙(주),1101111809403,J5914,영화 및 비디오물 상영업,"1,222","259,996",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5914
중앙,메가아이스박스(주),2850110568391,P8561,스포츠 및 레크리에이션 교육기관,4,220,,인적서비스,서비스,교육,,,T2,KSIC P8561
현대해상화재보험,메리츠현대인베스트먼트리얼에스테이트스트레티지제1호사모투자합자회사,1101130003825,K6499,그 외 기타 금융업,0,"11,719",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
현대자동차,메인트란스(주),1101113920520,H5291,육상 운송지원 서비스업,515,"87,021",,운송·보관,서비스,창고·물류,,,T2,KSIC H5291
넷마블,메타버스랩스(주),1101116745751,J5821,게임 소프트웨어 개발 및 공급업,1,15,,콘텐츠·SW,서비스,게임,,,T2,KSIC J5821
넷마블,메타버스엔터테인먼트(주),1101117999472,J5911,"영화, 비디오물 및 방송프로그램 제작업",53,271,,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
한국앤컴퍼니그룹(舊 한국타이어),모델솔루션(주),1101113176925,C2929,기타 특수 목적용 기계 제조업,328,"76,502",2022/10/07,완제품제조,제조,기계·운송기기,산업기계·로봇,,T2,KSIC C2929
원익,모멘티브테크놀로지스코리아(유),1311140012593,C2399,그 외 기타 비금속 광물제품 제조업,38,"10,810",,소재제조,제조,화학·소재,건축소재,,T2,KSIC C2399
현대자동차,모비언트(주),2001110713060,C3032,자동차 차체용 신품 부품 제조업,819,"140,472",,부품제조,제조,기계·운송기기,완성차·부품,,T2,KSIC C3032
현대자동차,모아빛(주),1101110944380,S9521,자동차 수리 및 세차업,0,0,,,,,,,모수밖,매출 0
중흥건설,모인파크(주),2149110059660,L6812,부동산 개발 및 공급업,5,"56,681",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
현대자동차,모트라스(주),1648110162961,C3032,자동차 차체용 신품 부품 제조업,"5,251","790,989",,부품제조,제조,기계·운송기기,완성차·부품,,T2,KSIC C3032
HL,목포신항만운영(주),2011110029648,H5292,수상 운송지원 서비스업,49,"41,245",,운송·보관,서비스,창고·물류,,,T2,KSIC H5292
BS,묘도열병합(주),2062110077624,D3530,"증기, 냉․온수 및 공기조절 공급업",0,0,,,,,,,모수밖,매출 0
한솔,문경에스코(주),1313110079553,E3821,지정 외 폐기물 처리업,0,"3,467",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC E3821
에스케이,미디어에스(주),1101117739191,J5911,"영화, 비디오물 및 방송프로그램 제작업",27,"18,429",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
중앙,미디어프린팅넷(주),1701110383745,C1811,인쇄업,53,"9,598",,완제품제조,제조,화학·소재,제지·포장,,T2,KSIC C1811
케이씨씨,미래(주),1101114339035,F4112,비주거용 건물 건설업,0,"1,432",,시공·건설,건설,건설·시공,,,T2,KSIC F4112
에이치디씨,미래비아이(주),1311110174951,L6811,부동산 임대업,0,"8,476",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
미래에셋,미래에셋글로벌유니콘사모투자합자회사,1101130022523,K6499,그 외 기타 금융업,0,109,,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
미래에셋,미래에셋금융서비스(주),1101115371359,K6620,보험 및 연금관련 서비스업,150,"276,386",,금융,서비스,보험업,,,T2,KSIC K6620
미래에셋,미래에셋네이버아시아그로쓰사모투자합자회사,1101130023068,K6499,그 외 기타 금융업,0,"1,449",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
미래에셋,미래에셋매니지먼트(주),1101117962700,M7153,경영 컨설팅 및 공공 관계 서비스업,0,0,,,,,,,모수밖,매출 0
미래에셋,미래에셋벤처투자(주),1101111710527,K6499,그 외 기타 금융업,38,"79,760",2019/03/15,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
미래에셋,미래에셋생명보험(주),1601110014483,K6620,보험 및 연금관련 서비스업,793,"5,051,397",2015/07/08,금융,서비스,보험업,,,T2,KSIC K6620
미래에셋,미래에셋위반도체1호창업벤처전문사모투자합자회사,1101130031235,K6499,그 외 기타 금융업,0,"11,562",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
미래에셋,미래에셋이노베이션엑스원(유),1101140296275,K6499,그 외 기타 금융업,0,"12,120",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
미래에셋,미래에셋자산운용(주),1101111441685,K6420,신탁업 및 집합투자업,549,"608,922",,금융,서비스,자산운용업,,,T2,KSIC K6420
미래에셋,미래에셋증권(주),1101110011679,K6612,증권 및 선물 중개업,"3,807","21,256,147",1975/09/30,금융,서비스,증권·투자매매업,,,T2,KSIC K6612
미래에셋,미래에셋캐피탈(주),2001110076179,K6491,여신금융업,126,"380,839",,금융,서비스,여신전문금융업,,,T2,KSIC K6491
미래에셋,미래에셋컨설팅(주),1101113974957,I5510,일반 및 생활 숙박시설 운영업,916,"208,732",,시설·자산운영,서비스,레저·숙박·스포츠,,,T2,KSIC I5510
