고유번호,법인등록번호,회사명,최대주주연도,출자연도,오류
00356389,1601110031099,(주)프럼파스트,2025,2025,
00657756,2001110130173,무송지오씨(주),2025,2025,
00418379,1101111727853,(주)자연과환경,2025,2025,
00309460,1101111806409,에이치비인베스트먼트(주),2025,2025,
00652007,1201110233338,(주)메카로,2025,2025,
00102113,1201110005703,(주)경인양행,2025,2025,
00145598,1101110048143,이연제약(주),2025,2025,
00454399,1101111892010,(주)이상네트웍스,2025,2025,
01476219,1101117471470,(주)코스텍시스,2025,2025,
01043853,1101115518084,(주)베노티앤알,2025,2025,
00409672,1801110346204,(주)티비에이치글로벌,2025,2025,
00664048,1301110057124,(주)우리넷,2025,2025,
01158632,1314110243742,주식회사 진코스텍,2025,2025,
00138057,1101110070881,써니전자(주),2025,2025,
00605328,1348110072786,씨앤지하이테크(주),2025,2025,
01797440,1101118782032,에스케이증권제11호기업인수목적 주식회사,2025,2025,
00689418,1101113582627,(주)지유온,2025,2025,
00260569,1348110024878,유니셈(주),2025,2025,
00159971,1101110155683,케이씨그린홀딩스(주),2025,2025,
01357446,1311110230307,주식회사 퓨런티어,2025,2025,
00367710,1244110014316,(주)동인기연,2025,2025,
00117744,1101110013328,메리츠화재해상보험(주),2025,2025,
00611912,1244110064402,(주)아모그린텍,2025,2025,
00876209,1101114073188,(주)미래엔에듀파트너,2025,2025,
01293953,1101113149287,주식회사 싸이버원,2025,2025,
00692254,1101111892333,(주)아이패밀리에스씨,2025,2025,
00351995,1101110624969,(주)지에스이,2025,2025,
00957373,1101112422379,(주)펨트론,2025,2025,
00126201,1942110000034,삼성공조(주),2025,2025,
00760999,1341110025060,상신전자(주),2025,2025,
00604028,1101112463654,주식회사 피코그램,2025,2025,
01685251,1601110387525,(주)컨텍,2025,2025,
00642897,1101111909865,브레인즈컴퍼니(주),2025,2025,
00533191,1358110085019,(주)비보존제약,2025,2025,
00913689,1345110097540,(주)세경하이테크,2025,2025,
01080687,1101112131821,(주)아우딘퓨쳐스,2025,2025,
01237434,1101114945246,(주)플리토,2025,2025,
00578538,1748110017627,(주)티피씨,2025,2025,
00122694,1101110015861,범양건영(주),2025,2025,
00141556,1101110407456,오로라월드(주),2025,2025,
00405719,1101111858814,아이크래프트(주),2025,2025,
00602279,1348110033605,주식회사 그린플러스,2025,2025,
00624749,1801110078534,주식회사 에스피시스템스,2025,2025,
01264872,1101113820738,이노뎁(주),2025,2025,
00858364,1801110750893,(주)BNK금융지주,2025,2025,
00161693,1341110003595,(주)한샘,2025,2025,
00147994,1753110000762,(주)새로닉스,2025,2025,
00230814,1913110002354,(주)휴림에이텍,2025,2025,
00166500,1101110342181,화천기계(주),2025,2025,
00173351,1341110005351,(주)삼진,2025,2025,
01515864,1311110541069,(주)넥스트칩,2025,2025,
01676642,2301110281186,(주)사피엔반도체,2025,2025,
00165103,1701110001628,(주)푸드웰,2025,2025,
01387164,1101113977050,주식회사 샤페론,2025,2025,
01524118,1601110444581,나노팀 주식회사,2025,2025,
00362858,1101111673288,예스이십사(주),2025,2025,
00535676,1348110072942,(주)테크윙,2025,2025,
00886792,1348110145822,(주)루켄테크놀러지스,2025,2025,
01110058,1358110139949,주식회사 바이오인프라,2025,2025,
00231901,1101111293531,엘비인베스트먼트(주),2025,2025,
00155735,1101110053465,(주)피제이전자,2025,2025,
00181943,1301110008862,(주)에스제이엠홀딩스,2025,2025,
00450339,1101110824204,(주)에스에프씨,2025,2025,
00595191,1314110189425,(주)후성,2025,2025,
00120216,1101110017859,(주)KB손해보험,2025,2025,
00136271,1301110008664,주식회사 신성이엔지,2025,2025,
00426828,1101111427586,케이웨더(주),2025,2025,
00149239,1701110021543,조일알미늄(주),2025,2025,
01328170,1101115209310,주식회사 노드메이슨,2025,2025,
01365038,1101111864829,(주)자람테크놀로지,2025,2025,
01231786,1311110478436,(주)엑스페릭스,2025,2025,
00612294,1752110017454,(주)피엔티,2025,2025,
01137903,1201110615990,(주)디케이티,2025,2025,
01147487,1201110590960,(주)뷰티스킨,2025,2025,
00150165,1101110509872,(주)브이티,2025,2025,
00390514,1101111538664,(주)이루온,2025,2025,
00165060,1801110029321,하이록코리아(주),2025,2025,
00767460,1543110022729,피아이첨단소재(주),2025,2025,
01047415,1101115542497,(주)정다운,2025,2025,
01205514,1244110096794,(주)큐라켐,2025,2025,
01423837,1101115373933,(주)모아데이타,2025,2025,
00571298,1760110006963,덕우전자(주),2025,2025,
00152729,2149110002560,광전자(주),2025,2025,
00660459,1648110026753,나노씨엠에스(주),2025,2025,
01383229,1101116042066,주식회사 저스템,2025,2025,
00920379,1314110255979,(주)티엘비,2025,2025,
00607797,1101110427074,(주)엄지하우스,2025,2025,
00231707,1101110397699,(주)비트컴퓨터,2025,2025,
01540815,1101116511425,주식회사 스튜디오삼익,2025,2025,
00364403,1101111603764,(주)쏠리드,2025,2025,
00208444,1347110004377,피에스케이홀딩스(주),2025,2025,
00161860,1801110000230,한성기업(주),2025,2025,
01596656,1101118073613,(주)메쎄이상,2025,2025,
00135962,1101110008254,신라교역(주),2025,2025,
01336461,2841110112915,주식회사 뉴로메카,2025,2025,
00378220,1101111646889,(주)버킷스튜디오,2025,2025,
00447609,1350110087483,(주)비에이치,2025,2025,
00106119,1801110003101,(주)금양,2025,2025,
00108940,1701110017237,대성홀딩스(주),2025,2025,
00568188,1845110022448,(주)마이크로컨텍솔루션,2025,2025,
00140964,1101110165830,(주)영원무역홀딩스,2025,2025,
00543107,1341110059845,(주)오킨스전자,2025,2025,
00164502,1812110001102,(주)현대공업,2025,2025,
00156895,1101110169874,아주아이비투자(주),2025,2025,
00380429,1350110115846,(주)CMG제약,2025,2025,
00138695,1101110233439,(주)뉴아세아,2025,2025,
01323032,1101116583490,케이카 주식회사,2025,2025,
00173078,1712110000958,명신산업(주),2025,2025,
00601988,1101111682932,주식회사 코난테크놀로지,2025,2025,
00573579,1701110309329,평화산업(주),2025,2025,
00634728,1101112303305,(주)이크레더블,2025,2025,
00861076,1101114465004,(주)케이탑자기관리부동산투자회사,2025,2025,
00910840,1545110049654,(주)윈하이텍,2025,2025,
00109781,1348110003020,(주)대림제지,2025,2025,
01344202,1348110319279,주식회사 뷰노,2025,2025,
00776820,1101114129585,(주)영원무역,2025,2025,
00599285,1101111921140,(주)서플러스글로벌,2025,2025,
00550994,1101111960924,(주)아이센스,2025,2025,
00117708,1101110219398,(주)리드코프,2025,2025,
01546101,1345110044939,(주)아이엠티,2025,2025,
01475609,1101117420211,주식회사 디앤디플랫폼위탁관리부동산투자회사,2025,2025,
00140779,1601110012742,영보화학(주),2025,2025,
00105138,1243110000573,주식회사 파라텍,2025,2025,
00922304,1801110515685,주식회사 아셈스,2025,2025,
00925587,1601110166341,(주)위드텍,2025,2025,
00872656,1812110025384,금양그린파워(주),2025,2025,
00134565,1243110006042,(주)이스타코,2025,2025,
00125822,1801110020246,삼보산업 주식회사,2025,2025,
00228712,2111110005365,동우팜투테이블,2025,2025,
00140858,1101110123408,(주)와이엠,2025,2025,
00667373,2301110143443,현대힘스 주식회사,2025,2025,
00136624,1101110094964,(주)신영와코루,2025,2025,
01259232,1351110083661,(주)노바텍,2025,2025,
00248974,1311110002409,하나제약(주),2025,2025,
00413417,2112110005321,우리손에프앤지 농업회사법인(주),2025,2025,
00498001,1101111665516,(주)모베이스,2025,2025,
00842585,1101112707367,(주)네이블,2025,2025,
00978075,1101114796392,(주)머니무브,2025,2025,
01150515,1311110051935,대명에너지 주식회사,2025,2025,
01442966,1101117408720,주식회사 마스턴프리미어제1호위탁관리부동산투자회사,2025,2025,
00341916,1101111361669,오스템임플란트(주),2025,2025,
00337296,1101111532286,(주)원포유,2025,2025,
00450995,1101110633556,대모엔지니어링주식회사,2025,2025,
00202060,1747110001791,(주)구영테크,2025,2025,
01251489,1311110246859,라온피플 주식회사,2025,2025,
00838962,1101114398859,알서포트(주),2025,2025,
01011368,1355110238812,(주)에이치브이엠,2025,2025,
00114765,1101110028939,케이비아이동국실업(주),2025,2025,
01190568,1101115535012,(주)에이피알,2025,2025,
00132992,1801110042612,(주)성우하이텍,2025,2025,
00153339,1348110002080,태경산업(주),2025,2025,
00365457,1211110061910,(주)제이티,2025,2025,
00660121,1101111958888,(주)디에이테크놀로지,2025,2025,
01284751,2101110058935,주식회사 시지트로닉스,2025,2025,
00909835,1101113034363,(주)차이커뮤니케이션,2025,2025,
00117027,1601110002313,(주)알루코,2025,2025,
00159874,1753110001455,한국지주 주식회사,2025,2025,
01014055,1311110332864,에스트래픽 주식회사,2025,2025,
00544577,1348110068248,브이엠(주),2025,2025,
00110875,1101110542484,대신정보통신(주),2025,2025,
01494118,1101115906974,노을 주식회사,2025,2025,
01251577,1101112919938,주식회사 휴네시온,2025,2025,
00163682,1101110141301,메리츠증권(주),2025,2025,
00409681,1954110007168,(주)아스트,2025,2025,
00108490,1101110522311,(주)엔피케이,2025,2025,
00632304,1101113710468,JW홀딩스(주),2025,2025,
00238199,1101111293119,(주)로지시스,2025,2025,
00945457,1101112005018,아이진(주),2025,2025,
01276594,1101116601135,(주)신한알파위탁관리부동산투자회사,2025,2025,
00115931,1845110003290,(주)디오,2025,2025,
00604268,1351110053143,(주)에이프로,2025,2025,
00587925,1601110091332,(주)모아라이프플러스,2025,2025,
00988364,1101115221158,에스지에이 솔루션즈(주),2025,2025,
00825223,1101114339415,(주)화신정공,2025,2025,
00148984,2011110000440,주식회사 시알홀딩스,2025,2025,
00606293,1101112629347,(주)나이스디앤비,2025,2025,
00652423,1313110080427,(주)인바이오젠,2025,2025,
00127167,1101110027569,삼영무역(주),2025,2025,
00101664,1648110001961,(주)경보제약,2025,2025,
00249034,1101111447021,드림라인(주),2025,2025,
01232192,1545110024284,(주)티디에스팜,2025,2025,
00209780,1101110703210,(주)케이씨,2025,2025,
01181515,1311110288992,(주)엘앤씨바이오,2025,2025,
00390860,1101111194739,(주)대산에프앤비,2025,2025,
01233465,1101116391778,동국생명과학(주),2025,2025,
01014657,1101113805293,(주)비즈니스온커뮤니케이션,2024,2024,
01658831,1601110433518,오름테라퓨틱 주식회사,2025,2025,
00352064,1101110660830,(주)프리엠스,2025,2025,
00173069,1801110024735,주식회사 아진카인텍,2025,2025,
01063237,1101115304897,(주)플럼라인생명과학,2025,2025,
00136226,1942110003096,신성델타테크(주),2025,2025,
00110547,1115110000798,링세오코리아 주식회사,2025,2025,
00562245,1101111234543,주식회사 태웅로직스,2025,2025,
00403793,1101112021501,(주)바이브컴퍼니,2025,2025,
01113718,1358110177957,올릭스 주식회사,2025,2025,
00295370,1101111284259,제이앤케이인더스트리(주),2024,2024,
00603348,1101111999593,(주)케이아이엔엑스,2025,2025,
00369107,1350110103198,우리바이오(주),2025,2025,
01142260,1342110027733,(주)에스엠씨지,2025,2025,
00111689,1341110000822,아진전자부품(주),2025,2025,
00797364,1101114255463,케이씨코트렐(주),2025,2025,
00130408,2042110000370,(주)서산,2025,2025,
00364795,1101111282740,(주)레드로버,2025,2025,
00129235,1341110003462,삼화왕관(주),2025,2025,
01641600,1101115894492,주식회사 에이럭스,2025,2025,
00471068,2301110056969,덕산하이메탈(주),2025,2025,
01803927,1101118185567,(주)에이유브랜즈,2025,2025,
00766106,1601110207244,엣지파운드리(주),2025,2025,
00113562,1101110014459,롯데손해보험(주),2025,2025,
00226316,1101110393457,호전실업 주식회사,2025,2025,
00577380,1348110061937,(주)신진에스엠,2025,2025,
01814233,1101118871520,미래에셋비전기업인수목적4호 주식회사,2025,2025,
01217014,1501110132344,(주)트윔,2025,2025,
01381984,1101115255214,(주)스카이월드와이드,2025,2025,
00160375,1345110000387,진양폴리우레탄(주),2025,2025,
00330044,1201110081951,(주)캠시스,2025,2025,
01583652,1101113173351,(주)모니터랩,2025,2025,
01074862,1101115685966,메가스터디교육(주),2025,2025,
00128032,1101110016679,삼일제약(주),2025,2025,
00441243,1101112507551,(주)형지엘리트,2025,2025,
01281541,1201110795817,(주)에피바이오텍,2025,2025,
00264255,1341110036348,(주)바텍,2025,2025,
00269922,1101111271834,(주)인바디,2025,2025,
00225706,1350110057395,제이더블유생명과학(주),2025,2025,
00557508,1101113301457,그랜드코리아레저(주),2025,2025,
01540453,1358110290105,(주)에이직랜드,2025,2025,
00373021,1901110021119,테라사이언스(주),2025,2025,
00135795,1101110034960,(주)신도리코,2025,2025,
00596260,1101112021395,(주)투비소프트,2025,2025,
00490090,1101112165838,이지케어텍(주),2025,2025,
01207901,1101112035172,(주)사이냅소프트,2025,2025,
00121039,1341110013180,명문제약(주),2025,2025,
00458562,1344110022747,(주)에이티세미콘,2024,2024,
00159731,1101110514011,글로본(주),2025,2025,
00159193,1146710001456,한국전력공사(주),2025,2025,
00123523,2013110000107,(주)창해에탄올,2025,2025,
00264945,1101110574453,나이스정보통신(주),2025,2025,
00276834,1648110010780,(주)케이엑스하이텍,2025,2025,
00307897,1101110412926,신한카드(주),2025,2025,
01236897,1101116420361,제일약품(주),2025,2025,
01010642,1345110172532,(주)지씨셀,2025,2025,
01217829,1201110608755,주식회사엔에프씨,2025,2025,
00108065,1101110302565,(주)에코바이브,2024,2024,
00317210,1101110145860,성호전자(주),2025,2025,
00153278,1101110519003,(주)서연탑메탈,2025,2025,
01357765,1101116122983,(주)큐라티스,2025,2025,
00405959,1201110136459,(주)스타플렉스,2025,2025,
01621280,1101118228987,케이비제21호기업인수목적 주식회사,2024,2024,
00351427,1101111969942,(주)와이즈넛,2025,2025,
00415594,1101112276784,(주)동국에스엔씨,2025,2025,
00362238,1101112102070,(주)휴비스,2025,2025,
00441447,1358110088245,(주)케이씨티,2025,2025,
00495086,1601110096473,(주)픽셀플러스,2025,2025,
01003040,1101115300647,(주)케이사인,2025,2025,
01283974,1411110024675,(주)삐아,2025,2025,
00102432,1601110003121,계룡건설산업(주),2025,2025,
00230036,1101110685309,(주)드래곤플라이,2025,2025,
00360036,1101111353153,(주)백금티앤에이,2025,2025,
00567897,1101112113142,(주)에스비비테크,2025,2025,
00610490,1243110035801,비디아이(주),2025,2025,
00371485,1311110028116,(주)켐트로닉스,2025,2025,
01013694,1101113773094,인카금융서비스(주),2025,2025,
01159853,1311110446029,(주)휴온스,2025,2025,
01310773,1615110077268,(주)엔시스,2025,2025,
00386937,1101112365321,(주)국민은행,2025,2025,
01179866,1244110097700,(주)에스지헬스케어,2025,2025,
00453929,1101112007709,메디포스트(주),2025,2025,
00765462,1801110611863,씨에스베어링 주식회사,2025,2025,
00670340,1101113509887,씨에스윈드(주),2025,2025,
00532059,2062110029823,그린생명과학(주),2025,2025,
00580199,1648110016928,(주)메디톡스,2025,2025,
00926522,1601110114126,테고사이언스(주),2025,2025,
00102618,1101110212889,계양전기(주),2025,2025,
00297095,1942110033580,나라엠앤디(주),2025,2025,
00753643,1313110088017,(주)주성코퍼레이션,2025,2025,
00104537,1101110103707,(주)국영지앤엠,2025,2025,
00143907,1101110220288,(주)원일특강,2025,2025,
00918222,1101114017227,(주)엘앤케이바이오메드,2025,2025,
00825959,1101114324127,(주)하이비젼시스템,2025,2025,
00144650,1101110061666,(주)유신,2025,2025,
00602136,1101111725386,디와이피엔에프(주),2025,2025,
00220969,1243110001513,(주)오공,2025,2025,
00313649,1344110015693,현대바이오사이언스(주),2025,2025,
00487546,1101111118276,(주)웰크론한텍,2025,2025,
00617314,1201110228610,주식회사 타이거일렉,2025,2025,
00450931,1350110062633,우양에이치씨(주),2025,2025,
00291231,1101111459969,(주)우전,2025,2025,
00161383,1201110038423,한미반도체(주),2025,2025,
00172680,1101110085583,동국산업(주),2025,2025,
00104388,1101110126642,국도화학(주),2025,2025,
00288343,1801110172667,삼영이엔씨(주),2025,2025,
00111999,1101110103955,대원제약(주),2025,2025,
00870481,1801110602755,에코캡 주식회사,2025,2025,
01047169,1101115527019,(주)지란지교시큐리티,2025,2025,
01078178,1101115695337,알에프에이치아이씨(주),2025,2025,
01095722,1501110205802,(주)심텍,2025,2025,
01288410,1314110346786,주식회사 셀바이오휴먼텍,2025,2025,
01538528,1351110074800,(주)에이에스텍,2025,2025,
01770203,2046110071943,조선내화 주식회사,2025,2025,
01138595,1101115141877,뱅크웨어글로벌(주),2025,2025,
00132202,1350110029576,선진뷰티사이언스(주),2025,2025,
01139035,1313110109110,주식회사 티에스아이,2025,2025,
01544468,1101116693918,이엔셀(주),2025,2025,
00367400,1345110002367,모티브링크(주),2025,2025,
00216762,1101110582547,한양이엔지(주),2025,2025,
00131850,1101110037112,SK증권(주),2025,2025,
00660750,1615110086227,하나머티리얼즈(주),2025,2025,
01208751,1348110278748,(주)아이에스티이,2025,2025,
00159005,1101110027345,생고뱅코리아홀딩스 주식회사,,,
00534701,1760110019792,(주)에이치티로보틱스,2025,2025,
01370863,1615110128011,주식회사 그린리소스,2025,2025,
00528791,1101110418833,(주)제일엠앤에스,2025,2025,
00629212,1154110011579,(주)딜리,2025,2025,
00111810,1311110000271,(주)대웅,2025,2025,
00259545,1712110005114,(주)엠에스오토텍,2025,2025,
01208821,1101114972900,(주)팡스카이,2025,2025,
00159209,1101110186307,한국전력기술(주),2025,2025,
00868705,1311110272002,(주)윈스테크넷,2025,2025,
00821607,1101114313807,(주)알톤,2025,2025,
00155124,1701110006412,평화홀딩스(주),2025,2025,
00297989,1101110753734,(주)오르비텍,2025,2025,
00357360,1101111144073,한세엠케이(주),2025,2025,
00338170,1801110053411,(주)이닉스,2025,2025,
00390055,1101112373308,(주)종근당바이오,2025,2025,
00427483,1348110075342,(주)대웅제약,2025,2025,
00397191,1101111531460,(주)팬엔터테인먼트,2025,2025,
00445054,1648110021208,하나마이크론(주),2025,2025,
00155638,1101110033623,피에스텍(주),2025,2025,
01302853,1348110250671,(주)아이씨에이치,2025,2025,
00939687,1801110828129,동일고무벨트(주),2025,2025,
00540641,1341110131073,(주)동양고속,2025,2025,
00684802,1101113691973,주식회사 에이플러스에셋어드바이저,2025,2025,
01385050,1201110720228,(주)넥스트바이오메디컬,2025,2025,
00663669,2101110024308,(주)폴라리스우노,2025,2025,
00385336,1101111954513,(주)홈캐스트,2025,2025,
00672603,1348110051904,(주)케이엔알시스템,2025,2025,
00113191,1101110226533,코리안리재보험(주),2025,2025,
00103644,1101110086169,(주)비츠로테크,2025,2025,
00126487,1101110126783,주식회사 에프앤에프홀딩스,2025,2025,
01568413,1101117875440,주식회사 에프앤에프,2025,2025,
00207375,1101110383515,대한뉴팜(주),2025,2025,
01519790,1942110326208,주식회사 엠앤씨솔루션,2025,2025,
00623184,1301110044808,(주)오늘이엔엠,2025,2025,
01516766,1601110397045,(주)아이비젼웍스,2025,2025,
00132725,1147110000402,에스비성보(주),2025,2025,
01276026,1341110422240,(주)지놈앤컴퍼니,2025,2025,
01358463,1101117016870,현대무벡스(주),2025,2025,
01368354,1501110267365,주식회사 네패스아크,2025,2025,
01270749,1348110407800,(주)웨이비스,2025,2025,
01011526,1512110026289,(주)엔켐,2025,2025,
01085026,1501110137013,(주)유진테크놀로지,2025,2025,
01186404,1101114767153,주식회사 디앤씨미디어,2025,2025,
00310156,1201110019225,(주)셀루메드,2025,2025,
00929228,1101111089401,(주)엔에스컴퍼니,2025,2025,
01747977,1615110093610,(주)엘케이켐,2025,2025,
00166175,1845110003856,(주)대호특수강,2025,2025,
01082348,1101114816570,(주)오스테오닉,2025,2025,
00138321,1101110143448,신한투자증권 (주),2025,2025,
00877174,1101111670234,(주)마크로밀엠브레인,2025,2025,
00119007,1812110002548,무림피앤피(주),2025,2025,
00121507,1701110001082,무림에스피(주),2025,2025,
01373709,1311110496503,아이씨티케이 주식회사,2025,2025,
00156956,1101110362808,한국기업평가(주),2025,2025,
00304401,1243110038730,(주)텔라움,2025,2025,
00136086,1911110000782,무림페이퍼(주),2025,2025,
00317681,1501110041925,(주)메타바이오메드,2025,2025,
00326731,1601110032542,(주)바이오니아,2025,2025,
00349060,1101111773872,한스바이오메드(주),2025,2025,
00447007,1350110038048,알리코제약(주),2025,2025,
00608440,1345110028404,(주)티앤엘,2025,2025,
00767628,1101112940933,(주)나이벡,2025,2025,
00971726,1301110062876,(주)옵티팜,2025,2025,
01063954,1601110312126,(주)수젠텍,2025,2025,
00226547,1201110083303,오상자이엘(주),2025,2025,
01161432,1101112035552,(주)레이저옵텍,2025,2025,
01784394,1801111522465,(주)STX 그린 로지스,2025,2025,
00108038,1101110212699,엔피씨(주),2025,2025,
00228059,1101110400202,(주)휴온스글로벌,2025,2025,
00242934,1450110000540,(주)케이엠,2025,2025,
01152470,1341110195582,주식회사 펄어비스,2025,2025,
01700587,1647110071148,(주)이노스페이스,2025,2025,
00247975,1101110610083,솔브레인홀딩스(주),2025,2025,
01275489,1101114398180,주식회사 셀비온,2025,2025,
00962393,1101113501601,(주)포인트모바일,2025,2025,
00764807,1101112911992,(주)골프존클라우드,2024,2024,
00158909,1101110672538,주식회사 하나은행,2025,2025,
00763358,1301110064822,(주)스마트솔루션즈,2025,2025,
01801822,1101118805545,에스케이증권제13호기업인수목적 주식회사,2025,2025,
00109754,1942110000018,대림바스 주식회사,2025,2025,
00521390,1101111784952,(주)뉴파워프라즈마,2025,2025,
00878915,1701110429523,(주)아이엠금융지주,2025,2025,
00263654,1615110028691,(주)오스코텍,2025,2025,
00983916,1601110095821,에이치엘비제넥스(주),2025,2025,
00128412,1101110088652,삼진제약(주),2025,2025,
00606770,1101113624007,참좋은여행(주),2025,2025,
01592049,1101116314085,주식회사 엔젤로보틱스,2025,2025,
00492353,1101112035578,(주)파이오링크,2025,2025,
00374738,1101110723969,(주)위세아이텍,2025,2025,
01817249,1101118875225,미래에셋비전기업인수목적5호 주식회사,2025,2025,
01250374,1101114422103,(주)에스에스알,2025,2025,
00353230,1342110036247,(주)프리젠,2025,2025,
01051472,1101114690768,(주)젠큐릭스,2025,2025,
00688996,1101113975517,(주)KB금융지주,2025,2025,
00296078,1101111315286,(주)에이피에스,2025,2025,
00871833,1545110039704,에스티팜(주),2025,2025,
01686427,2001110465372,(주)에스오에스랩,2025,2025,
00151128,1101110161317,(주)모토닉,2025,2025,
01445440,1345110389715,(주)위츠,2025,2025,
01498576,1358110140053,(주)유디엠텍,2025,2025,
00155355,1101110375439,(주)풀무원,2025,2025,
00300405,1812110008083,(주)오리엔트정공,2025,2025,
00150439,1801110043610,진양산업(주),2025,2025,
00112998,1101110099774,서울보증보험(주),2025,2025,
00277736,1201110175423,한일네트웍스(주),2024,2024,
00661847,1951110010951,(주)화인베스틸,2025,2025,
00447575,1101111334583,(주)제이앤티씨,2025,2025,
00480783,1348110016007,상신이디피(주),2025,2025,
01590528,1412110077086,(주)아스테라시스,2025,2025,
00526599,1351110052892,(주)덴티움,2025,2025,
01678312,1601110458821,아이빔테크놀로지(주),2025,2025,
01374717,1311110375757,(주)미트박스글로벌,2025,2025,
01872219,1101119056585,유안타제17호기업인수목적 주식회사,2025,2025,
00186799,1801110073922,(주)태웅,2025,2025,
00965813,1101114358382,(주)미투온,2025,2025,
00321204,1101111569817,지에이이노더스(주),2025,2025,
00527002,1201110063785,(주)화인써키트,2025,2025,
01492217,1101115836767,(주)엑셀세라퓨틱스,2025,2025,
00173698,1348110001256,신일전자(주),2025,2025,
01020524,2850110153481,자이글(주),2025,2025,
00161408,1301110013499,케이비캐피탈(주),2025,2025,
00135999,1701110014522,신라섬유(주),2025,2025,
01458161,1211110330000,주식회사 티엑스알로보틱스,2025,2025,
01526806,1614110049889,(주)삼기에너지솔루션즈,2025,2025,
00958327,1348110105579,(주)지앤비에스 에코,2025,2025,
00156442,1244110005688,(주)한국가구,2025,2025,
00206686,1301110010932,(주)케이피엠테크,2025,2025,
00222435,1101110922214,제이엠아이(주),2025,2025,
00267854,1101110252471,메디앙스(주),2025,2025,
01881800,1101119091581,한화플러스제5호기업인수목적(주),2025,2025,
00657002,1311110081627,(주)에이디테크놀로지,2025,2025,
00149354,1101110028955,(주)종근당홀딩스,2025,2025,
00357740,1101111113929,엔에이치엔케이씨피 주식회사,2025,2025,
00384762,1201110041327,(주)파커스,2025,2025,
00466428,1311110030369,(주)아미노로직스,2025,2025,
00129509,1243110015051,(주)한익스프레스,2025,2025,
01372782,1101114495598,(주)엑스게이트,2025,2025,
01453944,1101113429621,(주)벡트,2025,2025,
00223513,1101110775853,제이씨현시스템(주),2025,2025,
00121534,1901110003563,(주)MH에탄올,2025,2025,
00366845,1760110007937,(주)탑엔지니어링,2025,2025,
00556907,1201110397241,(주)에이스테크놀로지,2025,2025,
00665676,1101113251165,(주)아시아경제,2025,2025,
00666204,1246110236750,제너셈(주),2025,2025,
00799539,1101112215261,(주)제노레이,2025,2025,
01105621,1101115829407,(주)엔투텍,2025,2025,
01112889,1311110237931,(주)피엔에이치테크,2025,2025,
00355089,1801110085076,(주)토탈소프트뱅크,2025,2025,
00958664,1942110094409,주식회사 신스틸,2025,2025,
01423916,1101115758333,주식회사 온코크로스,2025,2025,
01472930,1101111955008,오브젠 주식회사,2025,2025,
01579570,1201110780818,시큐레터 주식회사,2025,2025,
01203808,1348110400341,에이피시스템(주),2025,2025,
01616482,1101118155015,신한제10호기업인수목적 주식회사,2024,2024,
00765897,1748110026107,한국피아이엠(주),2025,2025,
00301112,1101110809595,(주)삼화네트웍스,2025,2025,
01408999,1101117224647,(주)웨이버스,2025,2025,
01023211,1701110379976,와이제이링크(주),2025,2025,
00204208,1345110004149,(주)마니커,2025,2025,
01032413,1942110223694,해성디에스(주),2025,2025,
00927558,1101114294122,(주)유바이오로직스,2025,2025,
00414540,1201110051590,대주이엔티(주),2025,2025,
00574611,1101111020299,에스디엔(주),2025,2025,
00613318,1101111516397,(주)와이지엔터테인먼트,2025,2025,
00127699,1244110001264,유네코(주),2025,2025,
00638539,1601110098073,(주)앤에스,2025,2025,
01363924,2844110077460,(주)한국미라클피플사,2025,2025,
01563922,2341110105621,(주)엠오티,2025,2025,
00113234,1201110018368,대한제당(주),2025,2025,
00140566,1801110005834,(주)한탑,2025,2025,
00121941,1101110327125,대상(주),2025,2025,
00192499,1543110001715,(주)팜스토리,2025,2025,
00241209,1101110613607,(주)모아텍,2025,2025,
00242378,1101110565163,(주)이지홀딩스,2025,2025,
00370006,1101111903643,(주)아이엠비씨,2025,2025,
00142661,1601110001167,(주)우성,2025,2025,
01226270,1101111785710,(주)스톰테크,2025,2025,
00158149,1801110002591,한국쉘석유(주),2025,2025,
00127158,1101110074479,(주)씨아이테크,2025,2025,
00220622,1101110591928,서호전기(주),2025,2025,
01714997,1101118234075,(주)신한글로벌액티브위탁관리부동산투자회사,2025,2025,
00681373,1101111928295,(주)디지캡,2025,2025,
01353024,1101116982139,(주)티에스트릴리온,2025,2025,
00445841,1101111626188,(주)MDS테크,2025,2025,
00446479,1615110036545,신비앤텍(주),2025,2025,
00370255,1211110060136,(주)테크엘,2025,2025,
00298447,1244110019308,(주)아모텍,2025,2025,
00863038,1314110144073,(주)캐리,2025,2025,
00291152,1101110935283,(주)디비엘,2025,2025,
01492688,1101114941038,주식회사 드림인사이트,2025,2025,
01153105,1601110243678,비비씨 주식회사,2025,2025,
00816933,1201110127961,(주)진영,2025,2025,
00149345,1101110019334,(주)조흥,2025,2025,
00449254,1601110091283,주식회사쎄트렉아이,2025,2025,
00545734,1911110019783,아미코젠(주),2025,2025,
00560849,1615110028766,(주)에스앤디,2025,2025,
00428321,1615110044225,해태제과식품주식회사,2025,2025,
00397252,1101111041633,(주)조이시티,2025,2025,
00435969,1101112683179,(주)인피니트헬스케어,2025,2025,
00108913,1101110514029,(주)대교,2025,2025,
00254045,1101110023393,(주)우리은행,2025,2025,
00576798,1348110112334,디아이티(주),2025,2025,
00592653,1101112062167,유비벨록스(주),2025,2025,
00116824,1101110017990,동아쏘시오홀딩스(주),2025,2025,
00956930,1101115079713,동아에스티(주),2025,2025,
