고유번호,법인등록번호,회사명,최대주주연도,출자연도,오류
01601222,1101118112669,씨피시스템(주),2025,2025,
00299844,1101111228364,미래반도체(주),2025,2025,
00650771,1942110088197,하이젠알앤엠 주식회사,2025,2025,
00579139,1101111495971,한국맥널티(주),2025,2025,
00986898,1101111908338,주식회사 팜스빌,2025,2025,
01167056,1101116110045,샘표식품(주),2025,2025,
01205329,1101116332590,(주)크라운제과,2025,2025,
01632912,1101117478088,온코닉테라퓨틱스(주),2025,2025,
00101488,1347110001159,(주)경동나비엔,2025,2025,
00158565,1812110003728,한국알콜산업(주),2025,2025,
00200910,1801110132801,(주)아이즈비전,2025,2025,
00125521,1701110000034,에스엘(주),2025,2025,
00329093,1101111187031,(주)코데즈컴바인,2025,2025,
00528515,1801110186907,한라아이엠에스(주),2025,2025,
00145190,1101110042484,유화증권(주),2025,2025,
00910202,1101112481044,대동고려삼(주),2025,2025,
00442154,1101111591034,제이엔케이글로벌(주),2025,2025,
01085187,1512110018814,(주)씨알푸드,2025,2025,
01453670,1101117442710,(주)휴럼,2025,2025,
00101549,1201110003765,경동제약(주),2025,2025,
00103015,1344110001840,고려제약(주),2025,2025,
00113128,1101110080484,대한약품공업(주),2025,2025,
00114686,1101110352156,(주)동구바이오제약,2025,2025,
00114808,1101110094477,동국제약(주),2025,2025,
00540863,1313110038864,(주)글로벌스탠다드테크놀로지,2025,2025,
00156488,1101110077283,(주)휴스틸,2025,2025,
00614478,1101112727141,(주)휴메딕스,2025,2025,
00656289,1101112407470,코스맥스엔비티(주),2025,2025,
00991298,1101114401438,(주)씨이랩,2025,2025,
00163761,1845110000105,(주)한창제지,2025,2025,
00106614,1201110046476,기신정기(주),2025,2025,
00557933,1101113411024,(주)진도,2025,2025,
01663569,1748110047195,(주)하스,2025,2025,
01018617,1348110088014,(주)메디쎄이,2025,2025,
01110182,1101114327915,(주)에스씨엘사이언스,2025,2025,
00122551,1147110003729,(주)백산,2025,2025,
00139205,1101110026420,안국약품(주),2025,2025,
00534598,1345110021549,주식회사 한컴라이프케어,2025,2025,
00577016,1101111518830,(주)수산아이앤티,2025,2025,
00126414,1101110032568,삼성제약(주),2025,2025,
00126788,1341110000765,삼아제약(주),2025,2025,
00136448,1101110027353,신신제약(주),2025,2025,
00137058,1152110000790,신일제약(주),2025,2025,
00144818,1341110002307,(주)유유제약,2025,2025,
00158963,1342110002769,한국유나이티드제약(주),2025,2025,
00161046,1101110037005,(주)한독,2025,2025,
00167192,1846110000583,(주)넥센,2025,2025,
01098792,1101115794478,(주)본느,2025,2025,
01181807,1101116136877,(주)형지글로벌,2025,2025,
01211232,1351110047419,주식회사 코윈테크,2025,2025,
00854997,1358110191121,에스디바이오센서(주),2025,2025,
01605282,1101115931319,(주)닷밀,2025,2025,
00164706,1243110000250,현대약품(주),2025,2025,
00166573,1101110339542,환인제약(주),2025,2025,
00210740,2111110001529,대화제약(주),2025,2025,
00216027,1801110058742,(주)바이넥스,2025,2025,
00231831,1943110004498,조아제약(주),2025,2025,
00256043,1243110005515,(주)비씨월드제약,2025,2025,
00765851,1101113069534,위더스제약(주),2025,2025,
00359395,1101111343930,(주)헬릭스미스,2025,2025,
01108099,1101115851559,현대코퍼레이션홀딩스(주),2025,2025,
01290381,1101114445725,피엔케이피부임상연구센타(주),2025,2025,
00446901,1101111049794,코칩(주),2025,2025,
01798722,1101118794475,에스케이증권제12호기업인수목적 주식회사,2025,2025,
00992871,1101115260669,(주)종근당,2025,2025,
00148832,2201110000819,(주)제주은행,2025,2025,
00109310,1911110000758,대동기어(주),2025,2025,
00130763,1101110522436,서울반도체(주),2025,2025,
00219574,1348110018641,코스맥스비티아이(주),2025,2025,
00153375,1801110045559,(주)태광,2025,2025,
00156910,1101110511273,에스비아이인베스트먼트(주),2025,2025,
00589127,1101113525750,(주)케이이씨,2025,2025,
01009789,1348110294273,코스맥스(주),2025,2025,
00488402,1350110122156,서울바이오시스(주),2025,2025,
00668965,1313110059571,(주)지오엘리먼트,2025,2025,
00249894,1101110724107,(주)테라젠이텍스,2025,2025,
01165155,1101116108587,(주)모비스,2025,2025,
00184889,1301110028935,(주)이건홀딩스,2025,2025,
00899556,1101114722917,제룡산업(주),2025,2025,
01807747,1101118823828,신한제13호기업인수목적주식회사,2025,2025,
01809569,1101118819330,신한제12호기업인수목적 주식회사,2025,2025,
00109453,1801110002814,주식회사 케이조선,2025,2025,
00117966,1801110029438,(주)동원개발,2025,2025,
00122481,1101110301111,(주)태경비케이,2025,2025,
01274329,2111110049793,성일하이텍 주식회사,2025,2025,
00162072,1301110010346,한신기계공업(주),2025,2025,
01689266,1601110094576,(주)케이쓰리아이,2025,2025,
00121154,1845110000147,(주)엠에스씨,2025,2025,
00157991,1101110048490,한국석유공업(주),2025,2025,
00259590,1101111354961,(주)바른손이앤에이,2025,2025,
00262266,1901110012514,(주)삼현,2025,2025,
00267906,1101110252405,베뉴지(주),2025,2025,
01008762,1101113687568,데브시스터즈(주),2025,2025,
00175173,1615110006796,(주)오스템,2025,2025,
00253985,1101110564066,(주)국보디자인,2025,2025,
00126779,1341110002365,삼아알미늄(주),2025,2025,
00138516,1201110018300,아남전자(주),2025,2025,
00191472,1101110166903,KPX케미칼(주),2025,2025,
00788773,1101112070334,(주)씨젠,2025,2025,
01553129,1501110229589,주식회사 제이투케이바이오,2025,2025,
00415707,1101112029456,(주)엔텔스,2025,2025,
00166519,2001110001704,화천기공(주),2025,2025,
01663116,1101112183963,㈜에어레인,2025,2025,
00400121,1647110001608,(주)유아이디,2025,2025,
00819374,1311110126192,(주)나무가,2025,2025,
01109070,1101111787378,주식회사 비피도,2025,2025,
00148470,1801110037887,제일일렉트릭(주),2025,2025,
01436558,1101117343356,주식회사 신한서부티엔디위탁관리부동산투자회사,2025,2025,
00103006,1801110001220,고려제강(주),2025,2025,
00109037,1701110031881,대성창업투자(주),2025,2025,
00113614,1101110319320,(주)대현,2025,2025,
00146861,1501110005955,자화전자(주),2025,2025,
00317104,1601110004947,(주)라이온켐텍,2025,2025,
00346610,1101111453648,(주)시지메드텍,2025,2025,
00372226,1615110017818,(주)티에스이,2025,2025,
00361488,1101111848394,텔코웨어(주),2025,2025,
00852087,1101114493344,(주)시디즈,2025,2025,
00494476,1346110018221,(주)이녹스,2025,2025,
00535481,1301110064351,에스와이(주),2025,2025,
00540447,1311110047356,(주)유니테스트,2025,2025,
01493793,1601110226195,주식회사 코셈,2025,2025,
01448544,1313110142300,(주)셀로맥스사이언스,2025,2025,
00117601,1101110042492,유안타증권(주),2025,2025,
00169215,1101110530687,(주)에너토크,2025,2025,
00187725,1243110005359,(주)코콤,2025,2025,
00131939,1301110007989,선도전기(주),2025,2025,
00159573,1801110000587,한국주철관공업(주),2025,2025,
00246620,1101111023889,(주)케이엘넷,2025,2025,
01128622,1101115970961,(주)이스트에이드,2025,2025,
00129642,1741110000527,상신브레이크(주),2025,2025,
00137368,1347110002644,(주)신풍,2025,2025,
00547510,1101111785827,(주)툴젠,2025,2025,
00573269,1311110045540,주식회사에스코넥,2025,2025,
00657987,1101112093237,(주)케이엑스이노베이션,2025,2025,
00675594,1311110053874,(주)디티앤씨,2025,2025,
01217795,1314110209249,엠에프씨(주),2025,2025,
01237540,1648110105010,(주)이녹스첨단소재,2025,2025,
01390399,1101117128211,솔트웨어 주식회사,2025,2025,
00130684,1101110360399,서울도시가스(주),2025,2025,
01027828,1101114253681,(주)퓨릿,2025,2025,
00250137,1101111359630,(주)와이어블,2025,2025,
00261957,1101110735766,한국정보공학(주),2025,2025,
00269889,1101111029671,(주)누리플렉스,2025,2025,
01025644,1101114461002,주식회사 강스템바이오텍,2025,2025,
00475985,1101111530959,(주)시너지이노베이션,2025,2025,
00138598,1311110000718,아비코전자(주),2025,2025,
00297448,1101111625271,(주)플래스크,2025,2025,
00578130,1159110054727,아퓨어스 주식회사,2025,2025,
01118281,1101112606171,(주)피플바이오,2025,2025,
01466832,1101113334101,(주)라피치,2025,2025,
01579020,1311110252575,(주)아이엠지티,2025,2025,
00676122,1355110160940,주식회사 지디,2025,2025,
01071944,1101115687615,(주)미래생명자원,2025,2025,
00164672,1101110111867,한일현대시멘트(주),2024,2024,
01933981,1101110927257,비엔케이제3호기업인수목적(주),2025,2025,
01782004,2001110455472,뉴로핏 주식회사,2025,2025,
01335143,1101114780072,주식회사 로킷헬스케어,2025,2025,
00161426,1348110003187,한미사이언스(주),2025,2025,
01068658,1101115680643,선샤인푸드(주),2024,2024,
00656021,1211110142596,(주)비에프랩스,2025,2025,
01046203,1101115488493,(주)로아앤코홀딩스,2025,2025,
00268011,1201110008103,일레덱스홀딩스(주),2025,2025,
00814582,1760110037504,(주)탑런토탈솔루션,2025,2025,
01602638,1101112003640,(주)한싹,2025,2025,
01011562,1101115343457,(주)우성아이비,2025,2025,
00942131,1545110045488,(주)앤디포스,2025,2025,
00410739,1311110033389,(주)푸른소나무,2024,2024,
00148461,1801110021806,제일연마공업(주),2025,2025,
00151447,1101110133027,천지산업(주),2025,2025,
00385363,1341110048674,(주)빅텍,2025,2025,
00119195,1101110043870,동화약품(주),2025,2025,
00265421,1350110036315,(주)인지디스플레이,2025,2025,
00914341,1801110520973,(주)아이티켐,2025,2025,
00172228,1801110054641,(주)엔케이,2025,2025,
00416414,1345110042264,(주)넥스턴앤롤코리아,2025,2025,
00659161,1311110153525,(주)싸이맥스,2025,2025,
01692321,1101118431803,미래에셋비전기업인수목적2호 주식회사,2024,2024,
01466373,1311110492543,(주)알트,2025,2025,
00976615,1101112304387,(주)틸론,2025,2025,
00204642,1701110080458,(주)티비씨,2025,2025,
00288495,1760110003901,주식회사 에이치씨홈센타,2025,2025,
00568461,1743110003882,(주)에이치씨보광산업,2025,2025,
00203847,1201110082793,국일신동(주),2025,2025,
00125974,1101110041634,삼부토건(주),2025,2025,
00885906,1101113364372,(주)에이치와이티씨,2025,2025,
01397903,1101115877480,주식회사 엔젠바이오,2025,2025,
00519252,1801110414837,더이앤엠(주),2025,2025,
01405585,1101117222352,(주)윙스풋,2025,2025,
00145914,1101110357403,(주)인터엠,2025,2025,
00208134,1801110162585,(주)케이엔엔,2025,2025,
01099667,1101113971466,(주)에스디생명공학,2025,2025,
00667425,1344110035203,(주)에이팩트,2025,2025,
00977650,1101112421157,(주)엔케이젠바이오텍코리아,2025,2025,
00440712,1101111549108,(주)리튬포어스,2025,2025,
00103635,1201110009268,(주)광림,2025,2025,
00128980,1101110190340,삼호개발(주),2025,2025,
00291860,1801110157643,조광아이엘아이(주),2025,2025,
00524421,1345110064482,(주)테스,2025,2025,
00677334,1101111708085,(주)아하,2025,2025,
00966168,1101112863789,(주)디알젬,2025,2025,
00683061,1201110371576,(주)한라캐스트,2025,2025,
01957909,1101110937795,삼성기업인수목적13호(주),2025,2025,
01584934,1101116679992,(주)핑거스토리,2025,2025,
01259418,1101111114589,대보마그네틱(주),2025,2025,
00486875,1644110000820,(주)우양,2025,2025,
00220109,1347110014590,(주)알파에이아이,2025,2025,
01571107,1311110501435,오픈엣지테크놀로지 주식회사,2025,2025,
01946532,1101110933988,삼성기업인수목적12호(주),2025,2025,
00560982,1301110057421,주식회사 바이오솔루션,2025,2025,
01885222,1101119084198,주식회사 대신밸류리츠위탁관리부동산투자회사,2025,2025,
01267967,1348110073536,(주)마이크로디지탈,2025,2025,
01696451,1101118400014,대신밸런스제14호기업인수목적(주),2024,2024,
00422895,1101112520644,(주)세이브존아이앤씨,2025,2025,
00122205,1101110413990,(주)졸스,2025,2025,
00537832,1101111444241,(주)푸른로보틱스,2025,2025,
01116265,1101113388025,(주)카티스,2025,2025,
00571483,2001110180384,(주)오이솔루션,2025,2025,
01512575,1101114962092,주식회사 코어라인소프트,2025,2025,
01506617,1101116196756,(주)쓰리빌리언,2025,2025,
00874937,1601110248652,(주)탑선,2025,2025,
00356839,1101111640609,(주)메디콕스,2025,2025,
01817920,1601110431299,주식회사 페스카로,2025,2025,
00100939,1801110003391,강남제비스코(주),2025,2025,
00135777,1301110008789,신대양제지(주),2025,2025,
00229021,1101110834378,(주)인성정보,2025,2025,
00146296,1101110153273,(주)일신석재,2025,2025,
00562360,1358110109364,에코볼트(주),2025,2025,
01219155,1101113594763,(주)네오크레마,2025,2025,
01326279,1101116859099,(주)아이엘,2025,2025,
01534577,1201110905317,주식회사 청담글로벌,2025,2025,
00114154,1812110000922,디와이덕양(주),2025,2025,
00390408,1243110033334,(주)인크레더블버즈,2025,2025,
01141599,1101111992670,(주)아리바이오랩,2025,2025,
00154426,1101110042393,(주)아이에이치큐,2025,2025,
00137207,1301110011807,(주)유니켐,2025,2025,
00109268,1101110150691,(주)대동스틸,2025,2025,
00426086,1101112611906,티케이지휴켐스(주),2025,2025,
00303703,1101111644809,(주)씨에스,2025,2025,
00336817,1101111538391,에이치엘비제약(주),2025,2025,
00899459,1348110216516,(주)레이언스,2025,2025,
00522007,1101111572612,(주)크리스에프앤씨,2025,2025,
00108649,1101110245575,(주)티피씨로보틱스,2025,2025,
00287812,1101111448128,에코심플렉스(주),2025,2025,
00526951,1943110012186,(주)신화프리텍,2025,2025,
01157846,1801110500991,(주)바이오포트코리아,2025,2025,
00149770,1101110003428,(주)중앙에너비스,2025,2025,
00516246,1601110088660,주식회사알에프세미,2025,2025,
00116806,1345110002135,주식회사 하스코,2025,2025,
00442631,1348110014126,태양기계(주),2025,2025,
00197759,1243110030413,미래산업(주),2025,2025,
00962922,1311110248194,(주)팬젠,2025,2025,
00146232,1101110234776,일성건설(주),2025,2025,
00298377,1301110058560,(주)아이씨디,2025,2025,
00638487,1101111991680,(주)파수에이아이,2025,2025,
00809429,1101114305614,(주)뉴온,2025,2025,
00958451,1801110796665,한선엔지니어링(주),2025,2025,
01182408,1101116219037,소프트캠프(주),2025,2025,
01495180,1311110444346,주식회사 파로스아이바이오,2025,2025,
01294110,1348110412990,에스엔시스(주),2025,2025,
01549472,1358110358846,대진첨단소재(주),2025,2025,
00169048,1449110000072,에이치엘비글로벌(주),2025,2025,
01117246,1341110364153,(주)이엠비,2025,2025,
00645089,1101112539322,(주)엔에이치엔벅스,2025,2025,
01210190,1211110160415,주식회사 모비릭스,2025,2025,
00983934,1101115125649,(주)아이스크림에듀,2025,2025,
01185867,1101115742831,퓨쳐메디신 주식회사,2025,2025,
00351375,1412110004279,(주)뉴보텍,2025,2025,
00791209,1701110391532,(주)메타케어,2025,2025,
00627029,1101111517709,(주)디지아이티엑스,2025,2025,
01084294,1352110032202,오토앤(주),2025,2025,
00521433,1401110013637,(주)엔지브이아이,2025,2025,
00580065,1760110020723,(주)월덱스,2025,2025,
00231044,1101111118656,(주)우리기술,2025,2025,
00163673,1101110110083,(주)한진중공업홀딩스,2025,2025,
00624998,1345110052677,(주)제닉,2025,2025,
00123772,1101110031510,부국증권(주),2025,2025,
00128607,1101110250136,삼천리자전거(주),2025,2025,
00206039,1942110006090,경남스틸(주),2025,2025,
00163716,1801110000602,(주)한창,2025,2025,
01136977,1101114810308,(주)마녀공장,2025,2025,
01412822,2149110058927,솔루스첨단소재 주식회사,2025,2025,
00232821,1301110023349,(주)에이치엠넥스,2025,2025,
00110431,1615110001291,제이더블유신약(주),2025,2025,
00608316,1101110948997,(주)대한과학,2025,2025,
00860730,1101114464501,에이자기관리부동산투자회사(주),2025,2025,
00632845,1101112307539,(주)노랑풍선,2025,2025,
01513440,1101117648186,(주)파이버프로,2025,2025,
00977641,1101113802992,(주)하이로닉,2025,2025,
01063556,1101115093862,(주)질경이,2025,2025,
00127200,1311110000205,삼영전자공업(주),2025,2025,
00578325,1101111936579,럭스피아(주),2025,2025,
01166109,1101116122470,(주)예선테크,2025,2025,
00260657,1101111265697,(주)오상헬스케어,2025,2025,
00264714,1101110984199,(주)에스지엔지,2025,2025,
00666329,1348110031089,(주)코나솔,2025,2025,
01217865,1358110127754,주식회사 프롬바이오,2025,2025,
00109019,1701110000141,주식회사 아이엠뱅크,2025,2025,
00201450,1101110577233,에스케이렌터카(주),2025,2025,
01689035,1601110401242,주식회사 민테크,2025,2025,
00177320,1341110000880,(주)대성미생물연구소,2025,2025,
00384887,1345110051645,에이테크솔루션(주),2025,2025,
00549891,1101112310946,(주)케어젠,2025,2025,
01462739,1101113200360,(주)비아이매트릭스,2025,2025,
00495554,1615110057153,(주)와이앤넥스트,2025,2025,
00407294,1101112155673,(주)유라클,2025,2025,
00152589,1101110597166,(주)코리아나화장품,2025,2025,
00145738,1101110054520,이화전기공업(주),2025,2025,
00405506,1311110050086,주식회사 삼영에스앤씨,2025,2025,
01206717,1701110200585,(주)마이크로엔엑스,2025,2025,
00579980,1311110046639,(주)아이티엠반도체,2025,2025,
00497631,1101110822159,(주)티플랙스,2025,2025,
00874803,1101114531045,에이피위성(주),2025,2025,
00875237,2301110096064,주식회사 씨앤투스,2025,2025,
01311055,1101113579947,(주)쿠콘,2025,2025,
01327746,1348110326191,보로노이(주),2025,2025,
00245694,2001110021009,남화산업(주),2025,2025,
00255275,1311110030335,(주)에이치비테크놀러지,2025,2025,
00134510,1812110000758,에스제이지세종(주),2025,2025,
00166315,1701110014936,(주)화신,2025,2025,
00415327,1601110042533,(주)중앙백신연구소,2025,2025,
00453442,1201110148800,해성에어로보틱스(주),2025,2025,
00524786,1801110331502,(주)비엠티,2025,2025,
00530185,1101111957195,(주)이엔에프테크놀로지,2025,2025,
00366438,1101111020728,산일전기(주),2025,2025,
00244561,1101111468093,(주)그래디언트,2025,2025,
01015160,1717110071503,(주)피에스일렉트로닉스,2025,2025,
01109122,1101114643626,(주)에스엘테라퓨틱스,2024,2024,
01292291,1101115767269,(주)파두,2025,2025,
00235147,1801110152057,에이팸(주),2025,2025,
00377018,1101111867831,(주)기가레인,2025,2025,
01565364,1342110213952,(주)폴레드,2025,2025,
01467336,1348110529646,(주)창대정밀,2025,2025,
01671285,1311110468544,주식회사 쿼드메디슨,2025,2025,
01455410,1701110383357,주식회사 파인메딕스,2025,2025,
01016309,1350110097060,(주)한켐,2025,2025,
01214248,1101112214429,(주)뉴트리,2025,2025,
01818682,1101118899043,한국제15호기업인수목적 주식회사,2025,2025,
01101722,1101115796789,(주)시스네오텍,2025,2025,
01246742,1748110058069,(주)테크트랜스,2025,2025,
00359261,1301110049246,빛샘전자(주),2025,2025,
00178790,1348110004870,동양이엔피(주),2025,2025,
00410915,1101111627011,(주)서울옥션,2025,2025,
00155692,1101110061765,우리엔터프라이즈(주),2025,2025,
00308896,1701110141812,(주)셀피글로벌,2025,2025,
00643656,1101111401051,(주)위메이드맥스,2025,2025,
01012987,1244110093120,주식회사 아모센스,2025,2025,
01113754,1101114809963,티이엠씨씨엔에스(주),2025,2025,
01144569,1701110207177,(주)피엔티 엠에스,2025,2025,
01409022,1101112887193,페니트리움바이오사이언스(주),2025,2025,
01480780,1101117299294,㈜엔에이치올원위탁관리부동산투자회사,2025,2025,
00137915,1101110128680,(주)엠엑스로보틱스,2025,2025,
00670766,1351110048798,(주)엠엑스온,2025,2025,
01407158,1101117189544,(주)이노테나,2025,2025,
01588189,1101115501550,씨메스로보틱스(주),2025,2025,
01605529,2055110049363,(주)버넥트,2025,2025,
00255044,1101111539597,현대에이치티(주),2025,2025,
00869272,1101110816938,(주)서전기전,2025,2025,
00219361,1101110028145,해성산업(주),2025,2025,
01293485,1313110097737,제닉스로보틱스(주),2025,2025,
00217743,1701110030958,화성밸브(주),2025,2025,
01189438,2842110063231,에이치엘비바이오스텝(주),2025,2025,
00454946,1614110012349,그린케미칼(주),2025,2025,
00123143,1101110012560,(주)보령,2025,2025,
01259311,1101115045045,(주)푸드나무,2025,2025,
00156150,1243110017841,(주)엑시큐어하이트론,2025,2025,
00259934,1101110611693,(주)예림당,2025,2025,
00144252,1101110200579,(주)유니온,2025,2025,
00156600,1812110008538,한주라이트메탈(주),2025,2025,
00626464,1101110952055,(주)지엔씨에너지,2025,2025,
00687711,1942110094318,한국철강(주),2025,2025,
01725577,1101118590568,에스케이증권제9호기업인수목적 주식회사,2025,2025,
01551042,1101115457365,주식회사 애드포러스,2025,2025,
01214743,1101112958259,(주)더네이쳐홀딩스,2025,2025,
00624518,1351110065750,(주)다산솔루에타,2025,2025,
00493185,1243110046030,(주)제이스로보틱스,2025,2025,
01921199,1348110541989,주식회사 에스테크엠,2025,2025,
01065679,1101115658640,(주)이노인스트루먼트,2025,2025,
01175499,2001110418983,주식회사 큐에이드,2025,2025,
01329957,1101116868529,(주)국전,2025,2025,
00911955,1101113394048,(주)잇츠한불,2025,2025,
00160302,1101110152738,코스모화학(주),2025,2025,
01594791,1201110845638,(주)나우로보틱스,2025,2025,
00158015,1801110102359,한국선재(주),2025,2025,
00117726,1243110003379,디와이피(주),2025,2025,
01146822,1101111346439,(주)아이퀘스트,2025,2025,
01762569,1101118626561,주식회사 이수스페셜티케미컬,2025,2025,
00122472,1101110003709,피케이씨(주),2025,2025,
00606886,1601110084890,(주)엔지켐생명과학,2025,2025,
01110076,1101115868041,(주)비유테크놀러지,2025,2025,
01430475,1101117320320,(주)코람코라이프인프라위탁관리부동산투자회사,2025,2025,
00989327,2849110048411,(주)엘피케이로보틱스,2025,2025,
00154329,1301110010031,티피(주),2025,2025,
01585155,1101114846056,주식회사 오픈놀,2025,2025,
00189538,1101110717441,(주)피델릭스,2025,2025,
00463342,1351110047782,(주)폴라리스에이아이파마,2025,2025,
01506848,1101112317653,주식회사 비스토스,2025,2025,
01063884,1101115642726,(주)솔디펜스,2025,2025,
00353018,1101111005879,헬스커넥트(주),2025,2025,
01153293,1101115340065,(주)제이엘케이,2025,2025,
00561866,1648110035647,(주)락앤락,2024,2024,
00659684,1760110020559,(주)장원테크,2025,2025,
00648721,1942110090598,SNT에너지(주),2025,2025,
00493510,1350110103601,(주)뉴프렉스,2025,2025,
00923826,1351110081475,(주)일월지엠엘,2025,2025,
00134176,1101110227177,(주)세우글로벌,2025,2025,
00113225,1801110003268,대한제강(주),2025,2025,
00545929,1717110036705,(주)제넥신,2025,2025,
01075126,1101114519281,사토시홀딩스(주),2025,2025,
00129989,1201110018251,코스모신소재(주),2025,2025,
01755259,1101117572145,피스피스스튜디오(주),2025,2025,
01109937,1355110249041,(주)티앤알바이오팹,2025,2025,
00411048,1311110057925,(주)에스앤에스텍,2025,2025,
00365989,1450110002801,모나용평(주),2025,2025,
00319272,1760110007078,(주)성우,2025,2025,
01101254,1801110100551,케이피항공산업(주),2025,2025,
01731453,1101118599833,디비금융제11호기업인수목적 주식회사,2024,2024,
00128315,1101110300303,삼지전자(주),2025,2025,
00146560,1701110029802,(주)일지테크,2025,2025,
00101752,1747110000187,(주)케이씨피드,2025,2025,
00161462,1301110012050,(주)에이티넘인베스트먼트,2025,2025,
00245472,1346110007844,(주)티씨케이,2025,2025,
00454937,1101110730732,(주)덕신이피씨,2025,2025,
00363769,1101111848980,NICE인프라(주),2025,2025,
01210677,1345110077964,(주)씨케이솔루션,2025,2025,
01380578,1501110134952,(주)도우인시스,2025,2025,
01182240,1101114256924,(주)배럴,2025,2025,
00763701,1101112085523,(주)헥토파이낸셜,2025,2025,
00110060,1701110004044,(주)대백저축은행,2025,2025,
01135057,1345110083218,(주)녹십자웰빙,2025,2025,
01246034,1101114362531,(주)다이나믹솔루션,2025,2025,
01419205,1101112922478,(주)피앤에스로보틱스,2025,2025,
01468061,1101115576438,(주)레뷰코퍼레이션,2025,2025,
01082418,1101112034562,(주)에스에이엠지엔터테인먼트,2025,2025,
00831428,1101114399906,(주)옵투스제약,2025,2025,
01649204,1101115995993,(주)달바글로벌,2025,2025,
00137289,1301110004620,(주)이엘씨,2025,2025,
00520887,1101112427098,(주)비상교육,2025,2025,
00548519,1101111980584,(주)큐러블,2024,2024,
00302582,1801110273986,(주)캐스텍코리아,2025,2025,
01859500,1311110601384,(주)아이엠바이오로직스,2025,2025,
00508274,1545110029242,일진다이아몬드(주),2025,2025,
00683469,1348110159279,일진전기(주),2025,2025,
00972503,2101110086548,일진하이솔루스(주),2025,2025,
01234297,2101110123944,미원스페셜티케미칼(주),2025,2025,
01708163,1101117269370,(주)엔알비,2025,2025,
00381756,1812110031589,티씨머티리얼즈(주),2025,2025,
01688568,1601110405070,(주)프로티나,2025,2025,
01454341,1101113175969,(주)플래티어,2025,2025,
01049167,1501110123252,롤링스톤(주),2025,2025,
01211889,1701110191495,주식회사 이지스,2025,2025,
01267550,1101112669369,(주)나라소프트,2024,2024,
00480756,1101111803976,이트론(주),2025,2025,
00144720,1101110204498,(주)와이투솔루션,2025,2025,
00816696,1341110109947,(주)큐엠씨,2025,2025,
00297934,1101111577977,(주)피씨디렉트,2025,2025,
00161709,1101110345630,(주)퍼시스,2025,2025,
00304076,1101110645353,케이엔솔(주),2025,2025,
00309831,1350110045639,(주)알에프텍,2025,2025,
00363927,1101111051137,(주)엔이능률,2025,2025,
00210856,1101110881642,(주)코아스,2025,2025,
00225159,1244110002907,(주)SNT홀딩스,2025,2025,
00407814,1601110101016,씨지인바이츠(주),2025,2025,
00486370,1313110020308,(주)성창오토텍,2025,2025,
00633835,1801110602507,(주)에이치제이중공업,2025,2025,
00523936,1311110065514,에이치비솔루션(주),2025,2025,
00706715,2101110063190,미원홀딩스(주),2025,2025,
00104519,1101110296073,(주)국보,2025,2025,
01872893,1101117803897,주식회사 에이엠시지,2024,2024,
01335790,1101115059773,바이젠셀 주식회사,2025,2025,
01622331,1101118233415,주식회사 벨로크,2025,2025,
00157104,1101110134819,대동전자(주),2025,2025,
00552859,1601110099451,에이치엘비테라퓨틱스(주),2025,2025,
01188730,2058110018148,SK시그넷(주),2025,2025,
00862853,1311110251048,주식회사 플레이디,2025,2025,
00919966,1801110550194,신라젠(주),2025,2025,
00970453,1101112183749,(주)파마리서치,2025,2025,
01038693,1101115448356,(주)드림시큐리티,2025,2025,
01067516,1601110393069,(주)골프존,2025,2025,
00106456,1101110353659,(주)지앤엘,2025,2025,
00945208,1101114122604,주식회사 더 미동,2025,2025,
01185566,1201110290289,(주)휴엠앤씨,2025,2025,
00924931,1913110017692,(주)엔비알모션,2025,2025,
00788737,1101111860083,(주)이퓨쳐,2025,2025,
01584183,1101116743763,(주)퀄리타스반도체,2025,2025,
00803425,1101114290039,코리아에프티(주),2025,2025,
00180263,1341110021539,(주)리더스코스메틱,2025,2025,
00653194,1101111511834,(주)앱토크롬,2025,2025,
00136165,1348110001545,(주)스페코,2025,2025,
01436479,1101112099425,(주)토마토시스템,2025,2025,
01508855,1101117655868,(주)블리츠웨이엔터테인먼트,2025,2025,
01555215,1311110496206,(주)스마트레이더시스템,2025,2025,
01575839,1601110395297,주식회사 플라즈맵,2025,2025,
00141626,1101110030116,(주)오리엔트바이오,2025,2025,
00193328,1615110001613,(주)수산인더스트리,2025,2025,
00896753,1311110165843,(주)에코글로우,2025,2025,
01201970,1358110198797,주식회사 셀레스트라,2025,2025,
00580667,1355110101465,에스엔케이폴리텍(주),2025,2025,
00318662,1101111347940,씨앤티85(주),2025,2025,
00147772,1101110105688,(주)정원엔시스,2025,2025,
01706794,1101113892513,(주)아이언디바이스,2025,2025,
00146454,1101110124802,일양약품(주),2025,2025,
00360142,1101112125262,(주)아이마켓코리아,2025,2025,
00605124,1345110066131,(주)알파칩스,2025,2025,
00144012,1101110138382,(주)원풍,2025,2025,
00110307,1801110001361,대선조선(주),2025,2025,
00392691,1101111931230,(주)포니링크,2025,2025,
01026157,2201110087049,(주)쏘카,2025,2025,
01700374,1101118457304,하나27호기업인수목적 주식회사,2024,2024,
01786958,1101115622801,주식회사 큐리오시스,2025,2025,
01203659,1345110299881,(주)이뮨온시아,2025,2025,
01705625,1101118481410,하이제8호기업인수목적 주식회사,2025,2025,
00124106,1801110002997,(주)부산은행,2025,2025,
00117230,1101110032899,주식회사 티와이엠,2025,2025,
